	group
SRR627541	12459
SRR627542	12460
SRR627543	12461
SRR627544	12462
SRR627777	12463
SRR628220	12464
SRR628219	12465
SRR628223	12466
SRR628224	12467
SRR628225	12468
SRR628226	12469
SRR628227	12470
SRR628228	12471
SRR628229	12472
SRR628230	12473
SRR628319	12474
SRR628320	12475
SRR628446	12476
SRR628447	12477
SRR628448	12478
SRR628449	12479
SRR628450	12480
SRR628451	12481
SRR628452	12482
SRR628453	12483
SRR628454	12484
SRR628455	12485
SRR628456	12486
SRR628457	12487
SRR628458	12488
SRR628459	12489
SRR628460	12490
SRR628582	12491
SRR628583	12492
SRR628584	12493
SRR628585	12494
SRR628586	12495
SRR628587	12496
SRR628588	12497
SRR628589	12498
SRR628721	12499
SRR628722	12500
SRR628723	12501
SRR628724	12502
SRR628725	12503
SRR628726	12504
SRR628727	12505
SRR628728	12506
SRR628729	12507
SRR628730	12508
SRR628731	12509
SRR628732	12510
SRR628733	12511
SRR628734	12512
SRR628735	12513
SRR628736	12514
SRR628737	12515
SRR628738	12516
SRR629558	12517
SRR629560	12518
SRR629567	12519
SRR629575	12520
SRR629579	12521
SRR629584	12522
SRR629585	12523
SRR629586	12524
SRR629587	12525
SRR629588	12526
SRR629589	12527
SRR629590	12528
SRR629592	12529
SRR629598	12530
SRR629607	12531
SRR629608	12532
SRR629557	12533
SRR629559	12534
SRR629561	12535
SRR629562	12536
SRR629563	12537
SRR629564	12538
SRR629565	12539
SRR629566	12540
SRR629568	12541
SRR629569	12542
SRR629570	12543
SRR629571	12544
SRR629572	12545
SRR629573	12546
SRR629576	12547
SRR629577	12548
SRR629578	12549
SRR629580	12550
SRR629581	12551
SRR629582	12552
SRR629583	12553
SRR633556	12554
SRR633557	12555
SRR633558	12556
SRR633559	12557
SRR633560	12558
SRR633561	12559
SRR633563	12560
SRR633564	12561
SRR633565	12562
SRR633566	12563
SRR633567	12564
SRR633568	12565
SRR633569	12566
SRR633570	12567
SRR633571	12568
SRR633572	12569
SRR633573	12570
SRR633574	12571
SRR633575	12572
SRR633576	12573
SRR633577	12574
SRR633578	12575
SRR633579	12576
SRR633580	12577
SRR633581	12578
SRR633582	12579
SRR633583	12580
SRR633584	12581
SRR633585	12582
SRR633586	12583
SRR633587	12584
SRR633588	12585
SRR633589	12586
SRR633590	12587
SRR633591	12588
SRR633592	12589
SRR633593	12590
SRR633594	12591
SRR633595	12592
SRR633596	12593
SRR633597	12594
SRR633598	12595
SRR633599	12596
SRR633600	12597
SRR633601	12598
SRR633602	12599
SRR633603	12600
SRR633604	12601
SRR633605	12602
SRR633606	12603
SRR633607	12604
SRR633608	12605
SRR891242	12606
SRR891241	12607
SRR891243	12608
SRR891244	12609
SRR891245	12610
SRR891246	12611
SRR633901	12612
SRR633902	12613
SRR649759	12614
SRR649760	12615
SRR635193	12616
SRR638932	12617
SRR638936	12618
SRR638941	12619
SRR638937	12620
SRR638939	12621
SRR639050	12622
SRR639051	12623
SRR882006	12624
SRR882007	12625
SRR882008	12626
SRR882009	12627
SRR882010	12628
SRR882011	12629
SRR882012	12630
SRR882013	12631
SRR882014	12632
SRR882015	12633
SRR882016	12634
SRR882017	12635
SRR639223	12636
SRR639224	12637
SRR639225	12638
SRR639445	12639
SRR639446	12640
SRR639447	12641
SRR639448	12642
SRR640257	12643
SRR640258	12644
SRR640259	12645
SRR950427	12646
SRR950428	12647
SRR950429	12648
SRR641288	12649
SRR641289	12650
SRR648319	12651
SRR648320	12652
SRR644273	12653
SRR644274	12654
SRR644275	12655
SRR644276	12656
SRR644277	12657
SRR645160	12658
SRR645161	12659
SRR645163	12660
SRR645375	12661
SRR645162	12662
SRR645376	12663
SRR645769	12664
SRR645770	12665
SRR645771	12666
SRR645772	12667
SRR645773	12668
SRR645774	12669
SRR645775	12670
SRR645776	12671
SRR645777	12672
SRR645778	12673
SRR645779	12674
SRR645780	12675
SRR645781	12676
SRR645782	12677
SRR645783	12678
SRR646457	12679
SRR646458	12680
SRR646459	12681
SRR646460	12682
SRR646605	12683
SRR646606	12684
SRR646607	12685
SRR646608	12686
SRR646609	12687
SRR646610	12688
SRR647505	12689
SRR647506	12690
SRR647507	12691
SRR647508	12692
SRR647509	12693
SRR647510	12694
SRR647511	12695
SRR647512	12696
SRR647513	12697
SRR647514	12698
SRR647515	12699
SRR647516	12700
SRR647517	12701
SRR647518	12702
SRR647519	12703
SRR647520	12704
SRR647521	12705
SRR647522	12706
SRR648404	12707
SRR648405	12708
SRR648406	12709
SRR648407	12710
SRR648408	12711
SRR648409	12712
SRR648410	12713
SRR648411	12714
SRR648412	12715
SRR648413	12716
SRR648414	12717
SRR648415	12718
SRR648416	12719
SRR648417	12720
SRR648418	12721
SRR648419	12722
SRR648420	12723
SRR648421	12724
SRR648422	12725
SRR648423	12726
SRR648424	12727
SRR648425	12728
SRR648426	12729
SRR648427	12730
SRR648428	12731
SRR648667	12732
SRR648668	12733
SRR648669	12734
SRR648670	12735
SRR649360	12736
SRR649361	12737
SRR649362	12738
SRR649363	12739
SRR649364	12740
SRR943339	12741
SRR943341	12742
SRR943340	12743
SRR943354	12744
SRR943357	12745
SRR943359	12746
SRR943358	12747
SRR924624	12748
SRR924623	12749
SRR649541	12750
SRR649542	12751
SRR649543	12752
SRR649544	12753
SRR649545	12754
SRR649546	12755
SRR649547	12756
SRR649548	12757
SRR649549	12758
SRR649550	12759
SRR649551	12760
SRR649552	12761
SRR649562	12762
SRR649563	12763
SRR649564	12764
SRR649565	12765
SRR650205	12766
SRR650134	12767
SRR650135	12768
SRR650136	12769
SRR650137	12770
SRR650140	12771
SRR650141	12772
SRR650144	12773
SRR650147	12774
SRR650150	12775
SRR650153	12776
SRR650156	12777
SRR650159	12778
SRR650162	12779
SRR650168	12780
SRR650166	12781
SRR650167	12782
SRR650171	12783
SRR650165	12784
SRR650176	12785
SRR650177	12786
SRR650180	12787
SRR650179	12788
SRR650181	12789
SRR650183	12790
SRR650184	12791
SRR650185	12792
SRR650188	12793
SRR650191	12794
SRR650192	12795
SRR650195	12796
SRR650198	12797
SRR650200	12798
SRR650196	12799
SRR650197	12800
SRR650201	12801
SRR650203	12802
SRR650204	12803
SRR650202	12804
SRR650130	12805
SRR650131	12806
SRR650132	12807
SRR650133	12808
SRR650138	12809
SRR650139	12810
SRR650142	12811
SRR650143	12812
SRR650145	12813
SRR650146	12814
SRR650148	12815
SRR650149	12816
SRR650151	12817
SRR650152	12818
SRR650154	12819
SRR650155	12820
SRR650157	12821
SRR650158	12822
SRR650160	12823
SRR650161	12824
SRR650163	12825
SRR650164	12826
SRR650169	12827
SRR650170	12828
SRR650172	12829
SRR650173	12830
SRR650174	12831
SRR650175	12832
SRR650178	12833
SRR650182	12834
SRR650186	12835
SRR650187	12836
SRR650189	12837
SRR650190	12838
SRR650193	12839
SRR650194	12840
SRR834560	12841
SRR834561	12842
SRR834562	12843
SRR834563	12844
SRR834564	12845
SRR834565	12846
SRR834566	12847
SRR834567	12848
SRR834568	12849
SRR834569	12850
SRR834570	12851
SRR834571	12852
SRR834572	12853
SRR834573	12854
SRR834574	12855
SRR834575	12856
SRR834576	12857
SRR834577	12858
SRR650217	12859
SRR650228	12860
SRR650218	12861
SRR650229	12862
SRR650230	12863
SRR650231	12864
SRR650317	12865
SRR650353	12866
SRR650354	12867
SRR650355	12868
SRR650356	12869
SRR650357	12870
SRR650358	12871
SRR650359	12872
SRR650360	12873
SRR650361	12874
SRR650362	12875
SRR650363	12876
SRR650364	12877
SRR650365	12878
SRR650366	12879
SRR650367	12880
SRR650368	12881
SRR651370	12882
SRR651371	12883
SRR651372	12884
SRR651373	12885
SRR651374	12886
SRR651375	12887
SRR651376	12888
SRR650429	12889
SRR650430	12890
SRR650431	12891
SRR651722	12892
SRR651723	12893
SRR651724	12894
SRR651725	12895
SRR651726	12896
SRR651727	12897
SRR651728	12898
SRR651729	12899
SRR651730	12900
SRR651731	12901
SRR653011	12902
SRR653012	12903
SRR653013	12904
SRR653014	12905
SRR653015	12906
SRR653016	12907
SRR653017	12908
SRR653018	12909
SRR653019	12910
SRR653020	12911
SRR653021	12912
SRR653022	12913
SRR653023	12914
SRR653024	12915
SRR653025	12916
SRR653026	12917
SRR653027	12918
SRR653028	12919
SRR653029	12920
SRR653030	12921
SRR653031	12922
SRR653032	12923
SRR653033	12924
SRR653034	12925
SRR653035	12926
SRR653036	12927
SRR653199	12928
SRR653200	12929
SRR653217	12930
SRR653218	12931
SRR653221	12932
SRR653222	12933
SRR653235	12934
SRR653236	12935
SRR653237	12936
SRR653238	12937
SRR653239	12938
SRR653391	12939
SRR653392	12940
SRR653393	12941
SRR653394	12942
SRR653395	12943
SRR653397	12944
SRR653398	12945
SRR653399	12946
SRR653400	12947
SRR653421	12948
SRR653422	12949
SRR653423	12950
SRR653424	12951
SRR653425	12952
SRR653426	12953
SRR653781	12954
SRR653782	12955
SRR1032160	12956
SRR1032159	12957
SRR653897	12958
SRR653966	12959
SRR653967	12960
SRR654040	12961
SRR654041	12962
SRR654042	12963
SRR654043	12964
SRR656272	12965
SRR656273	12966
SRR656274	12967
SRR658526	12968
SRR658527	12969
SRR671942	12970
SRR671943	12971
SRR671944	12972
SRR671945	12973
SRR893046	12974
SRR893047	12975
SRR893048	12976
SRR893049	12977
SRR893050	12978
SRR893051	12979
SRR893052	12980
SRR893053	12981
SRR893054	12982
SRR893055	12983
SRR893056	12984
SRR893057	12985
SRR893058	12986
SRR893059	12987
SRR893060	12988
SRR893061	12989
SRR893062	12990
SRR893063	12991
SRR893064	12992
SRR893065	12993
SRR893066	12994
SRR893067	12995
SRR893068	12996
SRR893069	12997
SRR893070	12998
SRR893071	12999
SRR893072	13000
SRR893073	13001
SRR893074	13002
SRR702400	13003
SRR702401	13004
SRR702402	13005
SRR702403	13006
SRR702404	13007
SRR702405	13008
SRR702406	13009
SRR702407	13010
SRR710084	13011
SRR710085	13012
SRR710086	13013
SRR710087	13014
SRR710088	13015
SRR710089	13016
SRR710090	13017
SRR710091	13018
SRR710092	13019
SRR710093	13020
SRR710094	13021
SRR710095	13022
SRR741884	13023
SRR741885	13024
SRR741886	13025
SRR741887	13026
SRR741888	13027
SRR741889	13028
SRR741890	13029
SRR741891	13030
SRR741892	13031
SRR741893	13032
SRR741894	13033
SRR741895	13034
SRR741896	13035
SRR741897	13036
SRR741898	13037
SRR741899	13038
SRR741900	13039
SRR741901	13040
SRR741902	13041
SRR741903	13042
SRR741904	13043
SRR741905	13044
SRR741906	13045
SRR741907	13046
SRR741923	13047
SRR741924	13048
SRR741925	13049
SRR741926	13050
SRR741927	13051
SRR741928	13052
SRR741929	13053
SRR741930	13054
SRR741931	13055
SRR741932	13056
SRR741933	13057
SRR741934	13058
SRR741935	13059
SRR741936	13060
SRR741937	13061
SRR741938	13062
SRR741939	13063
SRR741940	13064
SRR741941	13065
SRR741942	13066
SRR741943	13067
SRR741944	13068
SRR741945	13069
SRR741946	13070
SRR741947	13071
SRR741948	13072
SRR741949	13073
SRR741950	13074
SRR741951	13075
SRR741952	13076
SRR742810	13077
SRR742811	13078
SRR742812	13079
SRR742813	13080
SRR742814	13081
SRR742815	13082
SRR742816	13083
SRR742817	13084
SRR742818	13085
SRR742819	13086
SRR742820	13087
SRR742821	13088
SRR742822	13089
SRR742823	13090
SRR742824	13091
SRR742825	13092
SRR747665	13093
SRR747666	13094
SRR747667	13095
SRR747668	13096
SRR747669	13097
SRR747670	13098
SRR748297	13099
SRR748300	13100
SRR748301	13101
SRR748302	13102
SRR748303	13103
SRR748304	13104
SRR748305	13105
SRR748306	13106
SRR748307	13107
SRR748515	13108
SRR748516	13109
SRR748517	13110
SRR748518	13111
SRR748519	13112
SRR748520	13113
SRR748521	13114
SRR748522	13115
SRR750880	13116
SRR750881	13117
SRR750882	13118
SRR750883	13119
SRR750884	13120
SRR750885	13121
SRR750886	13122
SRR750887	13123
SRR750888	13124
SRR750889	13125
SRR750890	13126
SRR750891	13127
SRR764657	13128
SRR764658	13129
SRR764659	13130
SRR764660	13131
SRR764661	13132
SRR764662	13133
SRR764666	13134
SRR764667	13135
SRR764668	13136
SRR764669	13137
SRR764776	13138
SRR764777	13139
SRR764778	13140
SRR764779	13141
SRR764780	13142
SRR764781	13143
SRR764782	13144
SRR764783	13145
SRR764784	13146
SRR764785	13147
SRR764786	13148
SRR764787	13149
SRR764788	13150
SRR764789	13151
SRR764790	13152
SRR764791	13153
SRR764792	13154
SRR764793	13155
SRR764794	13156
SRR764795	13157
SRR764796	13158
SRR764797	13159
SRR764798	13160
SRR764799	13161
SRR764800	13162
SRR764801	13163
SRR764802	13164
SRR764803	13165
SRR764804	13166
SRR764805	13167
SRR764806	13168
SRR764807	13169
SRR764808	13170
SRR764809	13171
SRR764810	13172
SRR764811	13173
SRR764812	13174
SRR764813	13175
SRR764814	13176
SRR764815	13177
SRR764816	13178
SRR764817	13179
SRR1066622	13180
SRR1066623	13181
SRR1066624	13182
SRR1066625	13183
SRR1066626	13184
SRR1066627	13185
SRR1066628	13186
SRR1066629	13187
SRR1066630	13188
SRR1066631	13189
SRR1066632	13190
SRR1066633	13191
SRR1066634	13192
SRR1066635	13193
SRR1066636	13194
SRR1066637	13195
SRR1066638	13196
SRR1066639	13197
SRR1066640	13198
SRR1066641	13199
SRR764958	13200
SRR764959	13201
SRR764960	13202
SRR764980	13203
SRR764981	13204
SRR764982	13205
SRR764983	13206
SRR764984	13207
SRR764985	13208
SRR764986	13209
SRR764987	13210
SRR764988	13211
SRR764989	13212
SRR764990	13213
SRR764991	13214
SRR764992	13215
SRR764993	13216
SRR764994	13217
SRR764995	13218
SRR764996	13219
SRR764997	13220
SRR764998	13221
SRR764999	13222
SRR765000	13223
SRR765001	13224
SRR765002	13225
SRR765003	13226
SRR765004	13227
SRR765005	13228
SRR765006	13229
SRR765007	13230
SRR765008	13231
SRR765009	13232
SRR765010	13233
SRR765011	13234
SRR765012	13235
SRR765013	13236
SRR765014	13237
SRR765015	13238
SRR765016	13239
SRR765017	13240
SRR765018	13241
SRR765020	13242
SRR765021	13243
SRR765022	13244
SRR765023	13245
SRR765024	13246
SRR765025	13247
SRR765026	13248
SRR765027	13249
SRR765028	13250
SRR765029	13251
SRR765030	13252
SRR765031	13253
SRR765032	13254
SRR765033	13255
SRR765034	13256
SRR765035	13257
SRR765036	13258
SRR765037	13259
SRR765038	13260
SRR765039	13261
SRR765040	13262
SRR765041	13263
SRR765042	13264
SRR765043	13265
SRR765044	13266
SRR765045	13267
SRR765046	13268
SRR765047	13269
SRR765048	13270
SRR765049	13271
SRR765050	13272
SRR765051	13273
SRR765052	13274
SRR765053	13275
SRR765054	13276
SRR765055	13277
SRR765056	13278
SRR765057	13279
SRR765058	13280
SRR987278	13281
SRR987279	13282
SRR987280	13283
SRR987281	13284
SRR987282	13285
SRR987283	13286
SRR1204521	13287
SRR1204522	13288
SRR1204523	13289
SRR1204524	13290
SRR1204525	13291
SRR1204526	13292
SRR1204527	13293
SRR1204528	13294
SRR1204529	13295
SRR1204530	13296
SRR1204531	13297
SRR1204532	13298
SRR1204533	13299
SRR1204534	13300
SRR1204535	13301
SRR766064	13302
SRR766065	13303
SRR766066	13304
SRR766067	13305
SRR766068	13306
SRR766069	13307
SRR766070	13308
SRR766071	13309
SRR768253	13310
SRR768254	13311
SRR768659	13312
SRR768660	13313
SRR770714	13314
SRR770715	13315
SRR770716	13316
SRR770717	13317
SRR770718	13318
SRR770719	13319
SRR770720	13320
SRR771240	13321
SRR771241	13322
SRR771242	13323
SRR771243	13324
SRR771465	13325
SRR771466	13326
SRR771467	13327
SRR771468	13328
SRR771469	13329
SRR771470	13330
SRR771471	13331
SRR771472	13332
SRR771473	13333
SRR771474	13334
SRR771475	13335
SRR771476	13336
SRR1107969	13337
SRR1958170	13338
SRR1958169	13339
SRR1958168	13340
SRR1958167	13341
SRR1958166	13342
SRR1958165	13343
SRR771538	13344
SRR771539	13345
SRR771540	13346
SRR771541	13347
SRR771547	13348
SRR771548	13349
SRR771549	13350
SRR771550	13351
SRR771551	13352
SRR771552	13353
SRR771553	13354
SRR771554	13355
SRR771555	13356
SRR771556	13357
SRR771557	13358
SRR771558	13359
SRR771559	13360
SRR771560	13361
SRR771561	13362
SRR772114	13363
SRR772115	13364
SRR772330	13365
SRR772331	13366
SRR772332	13367
SRR772333	13368
SRR772334	13369
SRR772335	13370
SRR772336	13371
SRR772337	13372
SRR772338	13373
SRR772339	13374
SRR772341	13375
SRR772342	13376
SRR772343	13377
SRR772344	13378
SRR772345	13379
SRR772346	13380
SRR772347	13381
SRR772348	13382
SRR772349	13383
SRR772350	13384
SRR772351	13385
SRR772352	13386
SRR772353	13387
SRR772354	13388
SRR772355	13389
SRR772356	13390
SRR772357	13391
SRR772358	13392
SRR772359	13393
SRR772360	13394
SRR772361	13395
SRR772362	13396
SRR772363	13397
SRR772364	13398
SRR772365	13399
SRR772366	13400
SRR772367	13401
SRR772368	13402
SRR772369	13403
SRR772370	13404
SRR772371	13405
SRR772372	13406
SRR772373	13407
SRR772374	13408
SRR772375	13409
SRR772376	13410
SRR772377	13411
SRR772378	13412
SRR772379	13413
SRR772380	13414
SRR772381	13415
SRR772382	13416
SRR772383	13417
SRR772384	13418
SRR772385	13419
SRR772386	13420
SRR772387	13421
SRR772388	13422
SRR772389	13423
SRR772390	13424
SRR772391	13425
SRR772392	13426
SRR772393	13427
SRR772394	13428
SRR772395	13429
SRR772396	13430
SRR772397	13431
SRR772398	13432
SRR772399	13433
SRR772400	13434
SRR772401	13435
SRR772402	13436
SRR772403	13437
SRR772404	13438
SRR772405	13439
SRR772406	13440
SRR772407	13441
SRR772408	13442
SRR772409	13443
SRR772410	13444
SRR772411	13445
SRR772412	13446
SRR772413	13447
SRR772414	13448
SRR772415	13449
SRR772416	13450
SRR772417	13451
SRR772418	13452
SRR772419	13453
SRR772420	13454
SRR772421	13455
SRR772422	13456
SRR772423	13457
SRR772424	13458
SRR772425	13459
SRR772426	13460
SRR772427	13461
SRR772428	13462
SRR772429	13463
SRR772430	13464
SRR772431	13465
SRR772432	13466
SRR772433	13467
SRR772434	13468
SRR772435	13469
SRR772436	13470
SRR772437	13471
SRR772438	13472
SRR772439	13473
SRR772440	13474
SRR772441	13475
SRR772442	13476
SRR772443	13477
SRR772444	13478
SRR772445	13479
SRR772446	13480
SRR772447	13481
SRR772448	13482
SRR772449	13483
SRR772450	13484
SRR772451	13485
SRR772452	13486
SRR772453	13487
SRR772454	13488
SRR772455	13489
SRR772456	13490
SRR772457	13491
SRR772458	13492
SRR772459	13493
SRR772460	13494
SRR772461	13495
SRR772462	13496
SRR772463	13497
SRR772464	13498
SRR772465	13499
SRR772466	13500
SRR772467	13501
SRR772468	13502
SRR772469	13503
SRR772470	13504
SRR772471	13505
SRR772472	13506
SRR772473	13507
SRR772474	13508
SRR772475	13509
SRR772476	13510
SRR772477	13511
SRR772478	13512
SRR772479	13513
SRR772480	13514
SRR772481	13515
SRR772482	13516
SRR772483	13517
SRR772484	13518
SRR772485	13519
SRR772486	13520
SRR772487	13521
SRR772488	13522
SRR772489	13523
SRR772490	13524
SRR772491	13525
SRR772492	13526
SRR772493	13527
SRR772494	13528
SRR772495	13529
SRR772496	13530
SRR772497	13531
SRR772498	13532
SRR772499	13533
SRR772500	13534
SRR772501	13535
SRR772502	13536
SRR772503	13537
SRR772504	13538
SRR772505	13539
SRR772506	13540
SRR772507	13541
SRR772508	13542
SRR772509	13543
SRR772510	13544
SRR772511	13545
SRR772512	13546
SRR772513	13547
SRR772514	13548
SRR772515	13549
SRR772516	13550
SRR772517	13551
SRR772518	13552
SRR772519	13553
SRR772520	13554
SRR772521	13555
SRR772522	13556
SRR772523	13557
SRR772524	13558
SRR772525	13559
SRR772526	13560
SRR772527	13561
SRR772528	13562
SRR772529	13563
SRR772530	13564
SRR772531	13565
SRR772532	13566
SRR772533	13567
SRR772534	13568
SRR772535	13569
SRR772536	13570
SRR772537	13571
SRR772538	13572
SRR772539	13573
SRR772540	13574
SRR772541	13575
SRR772542	13576
SRR772543	13577
SRR772544	13578
SRR772545	13579
SRR772546	13580
SRR772547	13581
SRR772548	13582
SRR772549	13583
SRR772550	13584
SRR772551	13585
SRR772552	13586
SRR772553	13587
SRR772554	13588
SRR772555	13589
SRR772556	13590
SRR772557	13591
SRR772558	13592
SRR772559	13593
SRR772560	13594
SRR772561	13595
SRR772562	13596
SRR772563	13597
SRR772564	13598
SRR772565	13599
SRR772566	13600
SRR772567	13601
SRR772568	13602
SRR772569	13603
SRR772570	13604
SRR772571	13605
SRR772572	13606
SRR772573	13607
SRR772574	13608
SRR772575	13609
SRR772576	13610
SRR772577	13611
SRR772578	13612
SRR772579	13613
SRR772580	13614
SRR772581	13615
SRR772582	13616
SRR772583	13617
SRR772584	13618
SRR772585	13619
SRR772586	13620
SRR772587	13621
SRR772588	13622
SRR772589	13623
SRR772590	13624
SRR772591	13625
SRR772592	13626
SRR772593	13627
SRR772594	13628
SRR772595	13629
SRR772596	13630
SRR772597	13631
SRR772598	13632
SRR772599	13633
SRR772600	13634
SRR772601	13635
SRR772602	13636
SRR772603	13637
SRR772604	13638
SRR772605	13639
SRR772606	13640
SRR772607	13641
SRR772608	13642
SRR772609	13643
SRR772610	13644
SRR772611	13645
SRR772612	13646
SRR772613	13647
SRR772614	13648
SRR772615	13649
SRR772616	13650
SRR772617	13651
SRR772618	13652
SRR772619	13653
SRR772620	13654
SRR772621	13655
SRR772622	13656
SRR772623	13657
SRR772624	13658
SRR772625	13659
SRR772626	13660
SRR772627	13661
SRR772628	13662
SRR772629	13663
SRR772630	13664
SRR772631	13665
SRR772632	13666
SRR772633	13667
SRR772634	13668
SRR772635	13669
SRR772636	13670
SRR772637	13671
SRR772638	13672
SRR772639	13673
SRR772640	13674
SRR772641	13675
SRR772642	13676
SRR772643	13677
SRR772644	13678
SRR772645	13679
SRR772646	13680
SRR772647	13681
SRR772648	13682
SRR772649	13683
SRR772650	13684
SRR772651	13685
SRR772652	13686
SRR772653	13687
SRR772654	13688
SRR772655	13689
SRR772656	13690
SRR772657	13691
SRR772658	13692
SRR772659	13693
SRR772660	13694
SRR772661	13695
SRR772662	13696
SRR772663	13697
SRR772664	13698
SRR772665	13699
SRR772666	13700
SRR772667	13701
SRR772668	13702
SRR772669	13703
SRR772670	13704
SRR772671	13705
SRR772672	13706
SRR772673	13707
SRR772674	13708
SRR772675	13709
SRR772676	13710
SRR772677	13711
SRR772678	13712
SRR772679	13713
SRR772680	13714
SRR772681	13715
SRR772682	13716
SRR772683	13717
SRR772685	13718
SRR772686	13719
SRR772687	13720
SRR772688	13721
SRR772689	13722
SRR772690	13723
SRR772691	13724
SRR772692	13725
SRR772693	13726
SRR772694	13727
SRR772695	13728
SRR772696	13729
SRR772697	13730
SRR772698	13731
SRR772699	13732
SRR772700	13733
SRR772701	13734
SRR772702	13735
SRR773095	13736
SRR773096	13737
SRR773097	13738
SRR773098	13739
SRR773099	13740
SRR773100	13741
SRR773101	13742
SRR773102	13743
SRR773858	13744
SRR773859	13745
SRR773860	13746
SRR773861	13747
SRR776494	13748
SRR776495	13749
SRR776496	13750
SRR776587	13751
SRR776592	13752
SRR776593	13753
SRR776597	13754
SRR776594	13755
SRR776600	13756
SRR776601	13757
SRR776602	13758
SRR786494	13759
SRR786495	13760
SRR786496	13761
SRR786497	13762
SRR786498	13763
SRR786499	13764
SRR786500	13765
SRR786501	13766
SRR786614	13767
SRR786615	13768
SRR786616	13769
SRR786617	13770
SRR786618	13771
SRR786619	13772
SRR786620	13773
SRR786621	13774
SRR786622	13775
SRR786623	13776
SRR786624	13777
SRR786625	13778
SRR786626	13779
SRR786627	13780
SRR787270	13781
SRR787271	13782
SRR787272	13783
SRR787273	13784
SRR787274	13785
SRR787275	13786
SRR787276	13787
SRR787277	13788
SRR787278	13789
SRR787279	13790
SRR787280	13791
SRR787281	13792
SRR787296	13793
SRR787297	13794
SRR787298	13795
SRR787299	13796
SRR787300	13797
SRR787301	13798
SRR787302	13799
SRR787303	13800
SRR787304	13801
SRR787305	13802
SRR787306	13803
SRR787307	13804
SRR787308	13805
SRR787309	13806
SRR787310	13807
SRR787311	13808
SRR787312	13809
SRR787327	13810
SRR787328	13811
SRR787329	13812
SRR787330	13813
SRR791043	13814
SRR791044	13815
SRR791045	13816
SRR791046	13817
SRR791047	13818
SRR791048	13819
SRR791049	13820
SRR791050	13821
SRR791051	13822
SRR791052	13823
SRR791053	13824
SRR791054	13825
SRR791055	13826
SRR791056	13827
SRR791057	13828
SRR791058	13829
SRR791059	13830
SRR791060	13831
SRR791061	13832
SRR791062	13833
SRR791063	13834
SRR791064	13835
SRR791065	13836
SRR791066	13837
SRR791067	13838
SRR791068	13839
SRR791069	13840
SRR791070	13841
SRR791071	13842
SRR791072	13843
SRR791073	13844
SRR791074	13845
SRR791578	13846
SRR791579	13847
SRR791580	13848
SRR791581	13849
SRR791582	13850
SRR791583	13851
SRR791584	13852
SRR791585	13853
SRR791586	13854
SRR792841	13855
SRR792842	13856
SRR796172	13857
SRR796173	13858
SRR837858	13859
SRR837859	13860
SRR837860	13861
SRR837861	13862
SRR837862	13863
SRR837863	13864
SRR837864	13865
SRR837865	13866
SRR796737	13867
SRR796733	13868
SRR796732	13869
SRR796731	13870
SRR796736	13871
SRR796735	13872
SRR797054	13873
SRR797055	13874
SRR797056	13875
SRR797057	13876
SRR797059	13877
SRR797060	13878
SRR797061	13879
SRR797062	13880
SRR797063	13881
SRR797064	13882
SRR797072	13883
SRR797073	13884
SRR797074	13885
SRR797075	13886
SRR797076	13887
SRR797077	13888
SRR797078	13889
SRR797079	13890
SRR797080	13891
SRR797081	13892
SRR797082	13893
SRR797083	13894
SRR797084	13895
SRR797085	13896
SRR797086	13897
SRR797087	13898
SRR797088	13899
SRR797089	13900
SRR797090	13901
SRR797091	13902
SRR797092	13903
SRR797093	13904
SRR797094	13905
SRR797095	13906
SRR797096	13907
SRR797097	13908
SRR797098	13909
SRR797099	13910
SRR797100	13911
SRR797101	13912
SRR797102	13913
SRR797103	13914
SRR797104	13915
SRR797105	13916
SRR797106	13917
SRR797107	13918
SRR797108	13919
SRR797109	13920
SRR797110	13921
SRR797111	13922
SRR797112	13923
SRR797113	13924
SRR797114	13925
SRR797115	13926
SRR797116	13927
SRR797117	13928
SRR797118	13929
SRR797119	13930
SRR797120	13931
SRR797121	13932
SRR797122	13933
SRR797123	13934
SRR797124	13935
SRR797125	13936
SRR797126	13937
SRR797127	13938
SRR797128	13939
SRR797129	13940
SRR797130	13941
SRR797131	13942
SRR797132	13943
SRR797133	13944
SRR797134	13945
SRR797135	13946
SRR797136	13947
SRR797137	13948
SRR797138	13949
SRR797139	13950
SRR797140	13951
SRR797141	13952
SRR797142	13953
SRR797143	13954
SRR797144	13955
SRR797145	13956
SRR797146	13957
SRR797147	13958
SRR797148	13959
SRR797149	13960
SRR797150	13961
SRR797151	13962
SRR797152	13963
SRR797153	13964
SRR797154	13965
SRR797155	13966
SRR797156	13967
SRR797157	13968
SRR797158	13969
SRR797159	13970
SRR797160	13971
SRR797161	13972
SRR797162	13973
SRR797163	13974
SRR797164	13975
SRR797165	13976
SRR797166	13977
SRR797167	13978
SRR797168	13979
SRR797169	13980
SRR797170	13981
SRR292240	13982
SRR390727	13983
SRR292241	13984
SRR390728	13985
SRR292242	13986
SRR390729	13987
SRR390730	13988
SRR292244	13989
SRR390731	13990
SRR292245	13991
SRR390732	13992
SRR292246	13993
SRR390733	13994
SRR292247	13995
SRR390734	13996
SRR292248	13997
SRR390735	13998
SRR292249	13999
SRR390726	14000
SRR801690	14001
SRR801691	14002
SRR801692	14003
SRR801693	14004
SRR801694	14005
SRR801695	14006
SRR801696	14007
SRR801697	14008
