,Run,Assay.Type,BioSample,Center.Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA_study,BioProject,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,AvgSpotLen,Bases,Bytes,source_name,GEO_Accession..exp.,Strain,Library.Name,SAMPLE_TYPE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Collection_Date,Isolation_Source,BioSampleModel,Isolate,infection_side,Host,growth_condition,geographical_location,collected_by,lat_lon,host_disease,ENA.FIRST.PUBLIC..run.,ENA.LAST.UPDATE..run.,Genotype,genotype.variation,Replicate,specific_host,Sample_Name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,TITLE,AssemblyName,Alias,ENA_checklist,Location,INSDC_center_alias,Description,TREATMENT,growth_time,body_site,organism,strain_background,Time_point,analysis_type..exp.,analysis_type..run.,flowcell_barcode..run.,geographic_location_.country_and.or_sea,X_region.,gssr_id..exp.,gssr_id..run.,instrument_name..run.,isolation.source,lane..run.,library_type..exp.,library_type..run.,lsid..exp.,lsid..run.,material_type..exp.,product_order..exp.,product_order..run.,product_part_number..exp.,product_part_number..run.,project..exp.,project..run.,read_group_id..run.,research_project..exp.,research_project..run.,run_barcode..run.,run_name..run.,work_request..exp.,work_request..run.,Broker_name,growth_phase,ENA_first_public,ENA.LAST.UPDATE,Cell_type,culture_type,culture_collection,Time,phage,Biomaterial_provider,phase_of_infection,antibiotic,environmental_condition,Timepoint,growth_medium,Condition,exposed_to,Passages,media,agent,TISSUE,Phenotype,exposure,protocol,susceptibility,organism_part,fraction,stimulus,Replica,carbon_source,TaxID,medium,Cell_Line,taxonomy_id,cultivation_condition,number_of_cells,treatment_duration,treatment_type,genetic_background,plasmid,Biological_Replicate,depletion_method,growth_stage,host_or_sample_description,Tax_ID,Technical_replicate,treated,dangling_references..run.,ID,Incubation_time,molecule_subtype,geographic_location_.country_and.or_sea.,host_health_state,host_scientific_name
741,SRR12363281,RNA-Seq,SAMN15690668,GEO,public,SRX8862516,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705686,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,978883842,363875574,LB liquid culture at OD=1,GSM4705686,,,,,,,,,,,,,,,,,,,,,PA1884 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
742,SRR12363283,RNA-Seq,SAMN15690666,GEO,public,SRX8862518,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705688,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,1255170597,460835295,LB liquid culture at OD=1,GSM4705688,,,,,,,,,,,,,,,,,,,,,PA2312 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
743,SRR12363288,RNA-Seq,SAMN15690661,GEO,public,SRX8862523,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705693,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,1032180486,381189326,LB liquid culture at OD=1,GSM4705693,,,,,,,,,,,,,,,,,,,,,PA5301 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
744,SRR10203885,RNA-Seq,SAMN12876117,BROAD INSTITUTE,public,SRX6923935,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2019-09-30T00:00:00Z,pre_PSA_untreted,SRP223733,PRJNA574614,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",53,1350920743,340457502,,,PAO1,pre_PSA_untreted_rep2,,USA,North America,"USA: Cambridge\, MA",2017,missing,Pathogen.cl,,,Homo sapiens,,,Broad Institute,42.3629 N 71.0890 W,missing,,,,,,,,,,,,,,BioProject331,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,none,,30min,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
745,SRR11267572,RNA-Seq,SAMN14332583,SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY,public,SRX7874206,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-03-09T00:00:00Z,antP1,SRP252017,PRJNA611483,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,1203313192,655983075,,,Not applicable,antP1,Cell culture,China,Asia,China,2017,Mutant replicate 1,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
746,SRR11267573,RNA-Seq,SAMN14332582,SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY,public,SRX7874205,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-03-09T00:00:00Z,Control2,SRP252017,PRJNA611483,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,1243455036,679602563,,,Not applicable,Control2,Cell culture,China,Asia,China,2017,Control replicate 2,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
747,SRR11267574,RNA-Seq,SAMN14332581,SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY,public,SRX7874204,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-03-09T00:00:00Z,Control1,SRP252017,PRJNA611483,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,1509401570,815397179,,,Not applicable,Control1,Cell culture,China,Asia,China,2017,Control replicate 1,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
748,SRR10348754,RNA-Seq,SAMN13116642,UNIVERSITY OF SOUTHERN MISSISSIPPI,public,SRX7058493,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2019-12-31T00:00:00Z,Control 1,SRP227029,PRJNA579575,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",151,4339783337,1580253045,,,PAO1,C1_S37_L006_R1,Bacterial culture,uncalculated,uncalculated,not applicable,2019-01,Culture grown in Mueller-Hilton II (MH) broth,"Microbe\, viral or environmental",,,,,,,,,,,,,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
749,SRR10267775,RNA-Seq,SAMN12995543,GEORGIA INSTITUTE OF TECHNOLOGY,public,SRX6981189,NextSeq 500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2019-11-22T00:00:00Z,epithelial_C2,SRP225219,PRJNA576508,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",75,5484528750,2120190604,,,PAO1,epithelial_C2,RNA-seq,USA,North America,"USA: Atlanta\, GA",2016/2019,In vitro culture,"Microbe\, viral or environmental",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,growth in CF airway epithelial cells with BEGM (SingleQuots) (without RSV infection),,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
750,SRR10326184,RNA-Seq,SAMN13087418,GEO,public,SRX7036368,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2019-10-29T00:00:00Z,GSM4134913,SRP226640,PRJNA578924,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",100,2877563800,975059094,in vitro grown bacterial cells,GSM4134913,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,untreated,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
751,SRR10326193,RNA-Seq,SAMN13087408,GEO,public,SRX7036377,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2019-10-29T00:00:00Z,GSM4134922,SRP226640,PRJNA578924,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",100,3320317800,1123709390,in vitro grown bacterial cells,GSM4134922,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,treated with 0.25 x MIC T7,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
752,SRR11109964,RNA-Seq,SAMN14114339,WUHAN POLYTECHNIC UNIVERSITY,public,SRX7747528,Illumina HiSeq 2500,SINGLE,RT-PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-02-19T00:00:00Z,PA2,SRP249973,PRJNA606809,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",150,2025864600,685911641,,,PAO1,PA2,cell culture,China,Asia,China: Wuhan,2019-01,Human wound2,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
753,SRR5012637,RNA-Seq,SAMN06010080,UNIVERSITY OF TORONTO,public,SRX2342944,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2017-09-23T00:00:00Z,PA580,SRP093377,PRJNA353241,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",152,1094039000,416160884,,,PA580,PA580-1,RNA,uncalculated,uncalculated,missing,missing,human,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
754,SRR12363277,RNA-Seq,SAMN15690672,GEO,public,SRX8862512,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705682,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,1184971891,441220011,LB liquid culture at OD=1,GSM4705682,,,,,,,,,,,,,,,,,,,,,PA0535 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
755,SRR12363278,RNA-Seq,SAMN15690671,GEO,public,SRX8862513,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705683,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,821050915,303498633,LB liquid culture at OD=1,GSM4705683,,,,,,,,,,,,,,,,,,,,,PA1359 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
756,SRR12363282,RNA-Seq,SAMN15690667,GEO,public,SRX8862517,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705687,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,865703487,318992694,LB liquid culture at OD=1,GSM4705687,,,,,,,,,,,,,,,,,,,,,PA2312 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
757,SRR12363284,RNA-Seq,SAMN15690665,GEO,public,SRX8862519,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705689,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,868194669,320940147,LB liquid culture at OD=1,GSM4705689,,,,,,,,,,,,,,,,,,,,,PA4499 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
758,SRR12363285,RNA-Seq,SAMN15690664,GEO,public,SRX8862520,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705690,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,1187334997,436946133,LB liquid culture at OD=1,GSM4705690,,,,,,,,,,,,,,,,,,,,,PA4499 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
759,SRR12363286,RNA-Seq,SAMN15690663,GEO,public,SRX8862521,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705691,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,827514675,306313618,LB liquid culture at OD=1,GSM4705691,,,,,,,,,,,,,,,,,,,,,PA4987 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
760,SRR12363287,RNA-Seq,SAMN15690662,GEO,public,SRX8862522,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705692,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,1215848529,447705481,LB liquid culture at OD=1,GSM4705692,,,,,,,,,,,,,,,,,,,,,PA4987 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
761,SRR12363289,RNA-Seq,SAMN15690660,GEO,public,SRX8862524,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-10-02T00:00:00Z,GSM4705694,SRP274667,PRJNA649981,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",74,1268918184,469644945,LB liquid culture at OD=1,GSM4705694,,,,,,,,,,,,,,,,,,,,,PA5301 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
762,SRR11336702,RNA-Seq,SAMN14392484,GEO,public,SRX7940213,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-08-13T00:00:00Z,GSM4419033,SRP253109,PRJNA613082,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,949899344,318390041,bacteria,GSM4419033,,,,,,,,,,,,,,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
763,SRR11336703,RNA-Seq,SAMN14392482,GEO,public,SRX7940214,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-08-13T00:00:00Z,GSM4419034,SRP253109,PRJNA613082,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,1024847303,342620599,bacteria,GSM4419034,,,,,,,,,,,,,,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
764,SRR11336704,RNA-Seq,SAMN14392483,GEO,public,SRX7940215,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-08-13T00:00:00Z,GSM4419035,SRP253109,PRJNA613082,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,613959810,205828556,bacteria,GSM4419035,,,,,,,,,,,,,,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
765,SRR11336705,RNA-Seq,SAMN14392487,GEO,public,SRX7940216,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-08-13T00:00:00Z,GSM4419036,SRP253109,PRJNA613082,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,451449901,151545318,bacteria,GSM4419036,,,,,,,,,,,,,,,,,,,,relA-spoT double mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
766,SRR11336706,RNA-Seq,SAMN14392486,GEO,public,SRX7940217,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-08-13T00:00:00Z,GSM4419037,SRP253109,PRJNA613082,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,977773526,327402927,bacteria,GSM4419037,,,,,,,,,,,,,,,,,,,,relA-spoT double mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
767,SRR11336707,RNA-Seq,SAMN14392485,GEO,public,SRX7940218,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2020-08-13T00:00:00Z,GSM4419038,SRP253109,PRJNA613082,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,621977796,208111571,bacteria,GSM4419038,,,,,,,,,,,,,,,,,,,,relA-spoT double mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
768,SRR11935826,RNA-Seq,SAMN15147461,NYU SCHOOL OF MEDICINE,public,SRX8481170,NextSeq 500,PAIRED,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-06-05T00:00:00Z,IS-203_ks22,SRP266158,PRJNA637626,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",81,321816766,132653550,,,UCBPP-PA14,ks22,liquid culture,USA,North America,USA:New York,2019-01-31/2019-04-30,culture,"Microbe\, viral or environmental",,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
769,SRR11935827,RNA-Seq,SAMN15147460,NYU SCHOOL OF MEDICINE,public,SRX8481169,NextSeq 500,PAIRED,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-06-05T00:00:00Z,IS-203_ks21,SRP266158,PRJNA637626,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",81,3094289372,1303695391,,,UCBPP-PA14,ks21,liquid culture,USA,North America,USA:New York,2019-01-31/2019-04-30,culture,"Microbe\, viral or environmental",,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
770,SRR11935828,RNA-Seq,SAMN15147459,NYU SCHOOL OF MEDICINE,public,SRX8481168,NextSeq 500,PAIRED,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-06-05T00:00:00Z,IS-203_ks20,SRP266158,PRJNA637626,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",81,3297939385,1378270248,,,UCBPP-PA14,ks20,liquid culture,USA,North America,USA:New York,2019-01-31/2019-04-30,culture,"Microbe\, viral or environmental",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
771,SRR11935829,RNA-Seq,SAMN15147458,NYU SCHOOL OF MEDICINE,public,SRX8481167,NextSeq 500,PAIRED,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-06-05T00:00:00Z,IS-203_ks19,SRP266158,PRJNA637626,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",81,2407206604,1005458584,,,UCBPP-PA14,ks19,liquid culture,USA,North America,USA:New York,2019-01-31/2019-04-30,culture,"Microbe\, viral or environmental",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
772,SRR11935830,RNA-Seq,SAMN15147457,NYU SCHOOL OF MEDICINE,public,SRX8481166,NextSeq 500,PAIRED,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-06-05T00:00:00Z,IS-203_ks18,SRP266158,PRJNA637626,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",81,3132929827,1312915173,,,UCBPP-PA14,ks18,liquid culture,USA,North America,USA:New York,2019-01-31/2019-04-30,culture,"Microbe\, viral or environmental",,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
773,SRR11935831,RNA-Seq,SAMN15147456,NYU SCHOOL OF MEDICINE,public,SRX8481165,NextSeq 500,PAIRED,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-06-05T00:00:00Z,IS-203_ks17,SRP266158,PRJNA637626,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",81,2634564250,1070329913,,,UCBPP-PA14,ks17,liquid culture,USA,North America,USA:New York,2019-01-31/2019-04-30,culture,"Microbe\, viral or environmental",,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
774,SRR11935832,RNA-Seq,SAMN15147455,NYU SCHOOL OF MEDICINE,public,SRX8481164,NextSeq 500,PAIRED,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2020-06-05T00:00:00Z,IS-203_ks16,SRP266158,PRJNA637626,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",81,1438336986,608994926,,,UCBPP-PA14,ks16,liquid culture,USA,North America,USA:New York,2019-01-31/2019-04-30,culture,"Microbe\, viral or environmental",,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
