experiment	sample_name	ml_data_source	description	nucleic_acid	medium	genotype	od	growth_setting_1	growth_setting_2	strain	temperature	treatment	additional_notes	variant_phenotype	abx_marker	biotic_int_lv_2	biotic_int_lv_1
E-MEXP-3764	Tob_Anaerobic_3	Tob3_anaerobic_Pae_G1a.CEL	"Pseudomonas aeruginosa clinical isolate CM6, anaerobic, 0.25 mg/l tobramycin was added, rep3"	RNA	MHB plus 1% (100 mM) potassium nitrate (KNO3)	clinical isolate	0.4	Planktonic	shaking	CM6	37	"anaerobic, 0.25 mg/l tobramycin was added"					
E-GEOD-48429	GSM1177842 1	GSM1177842_PAO1-1.CEL	PAO1 WT colony biofilm on Pseudomonas isolation agar. Rep1	RNA	PIA	WT		Biofilm	Colony biofilm	PAO1	37		18 h colony biofilms				
E-GEOD-48429	GSM1177843 1	GSM1177843_PAO1-2.CEL	PAO1 WT colony biofilm on Pseudomonas isolation agar. Rep2	RNA	PIA	WT		Biofilm	Colony biofilm	PAO1	37		18 h colony biofilms				
E-GEOD-48429	GSM1177844 1	GSM1177844_PAO1-3.CEL	PAO1 WT colony biofilm on Pseudomonas isolation agar. Rep3	RNA	PIA	WT		Biofilm	Colony biofilm	PAO1	37		18 h colony biofilms				
E-GEOD-48429	GSM1177845 1	GSM1177845_PAO1-AMV-1.CEL	PAO1 WT colony biofilm on Pseudomonas isolation agar plus ammonium metavanadate. Rep1	RNA	PIA	WT		Biofilm	Colony biofilm	PAO1	37	Ammonium metavanadate	18 h colony biofilms				
E-GEOD-48429	GSM1177846 1	GSM1177846_PAO1-AMV-2.CEL	PAO1 WT colony biofilm on Pseudomonas isolation agar plus ammonium metavanadate. Rep2	RNA	PIA	WT		Biofilm	Colony biofilm	PAO1	37	Ammonium metavanadate	18 h colony biofilms				
E-GEOD-48429	GSM1177847 1	GSM1177847_PAO1-AMV-3.CEL	PAO1 WT colony biofilm on Pseudomonas isolation agar plus ammonium metavanadate. Rep3	RNA	PIA	WT		Biofilm	Colony biofilm	PAO1	37	Ammonium metavanadate	18 h colony biofilms				
E-GEOD-33160	GSM821084 1	GSM821084_HZI0139_Pae_G1a.CEL	P. aeruginosa PAO1_aerobic_AUM_rep 1	RNA	artificial urine medium 		18 hrs	Colony biofilms	Oxic	PAO1	37		aerobically grown				
E-GEOD-33160	GSM821085 1	GSM821085_HZI0140_Pae_G1a.CEL	P. aeruginosa PAO1_aerobic_AUM_rep 2	RNA	artificial urine medium 		18 hrs	Colony biofilms	Oxic	PAO1	37		aerobically grown				
E-GEOD-33160	GSM821086 1	GSM821086_HZI0141_Pae_G1a.CEL	P. aeruginosa PAO1_aerobic_AUM_rep 3	RNA	artificial urine medium 		18 hrs	Colony biofilms	Oxic	PAO1	37		aerobically grown				
E-GEOD-33160	GSM821087 1	GSM821087_HZI0142_Pae_G1a.CEL	P. aeruginosa PAO1_aerobic_10-fold diluted LB_rep 1	RNA	10% LB		18 hrs	Colony biofilms	Oxic	PAO1	37		aerobically grown				
E-GEOD-33160	GSM821088 1	GSM821088_HZI0143_Pae_G1a.CEL	P. aeruginosa PAO1_aerobic_10-fold diluted LB_rep 2	RNA	10% LB		18 hrs	Colony biofilms	Oxic	PAO1	37		aerobically grown				
E-GEOD-33160	GSM821089 1	GSM821089_HZI0144_Pae_G1a.CEL	P. aeruginosa PAO1_aerobic_10-fold diluted LB_rep 3	RNA	10% LB		18 hrs	Colony biofilms	Oxic	PAO1	37		aerobically grown				
E-GEOD-33160	GSM821090 1	GSM821090_HZI0145_Pae_G1a.CEL	P. aeruginosa PAO1_anaerobic_AUM_rep 1	RNA	artificial urine medium 		2 days	Colony biofilms	Anaerobic	PAO1	37	50 mM KNO3	anaerobically grown				
E-GEOD-33160	GSM821091 1	GSM821091_HZI0146_Pae_G1a.CEL	P. aeruginosa PAO1_anaerobic_AUM_rep 2	RNA	artificial urine medium 		2 days	Colony biofilms	Anaerobic	PAO1	37	50 mM KNO3	anaerobically grown				
E-GEOD-33160	GSM821092 1	GSM821092_HZI0148_Pae_G1a.CEL	P. aeruginosa PAO1_anaerobic_10-fold diluted LB_rep 1	RNA	10% LB		2 days	Colony biofilms	Anaerobic	PAO1	37	50 mM KNO3	anaerobically grown				
E-GEOD-33160	GSM821093 1	GSM821093_HZI0149_Pae_G1a.CEL	P. aeruginosa PAO1_anaerobic_10-fold diluted LB_rep 2	RNA	10% LB		2 days	Colony biofilms	Anaerobic	PAO1	37	50 mM KNO3	anaerobically grown				
E-GEOD-33160	GSM821094 1	GSM821094_HZI0147_Pae_G1a.CEL	P. aeruginosa PAO1_anaerobic_AUM_rep 3	RNA	artificial urine medium 		2 days	Colony biofilms	Anaerobic	PAO1	37	50 mM KNO3	anaerobically grown				
E-GEOD-33160	GSM821095 1	GSM821095_HZI0150_Pae_G1a.CEL	P. aeruginosa PAO1_anaerobic_10-fold diluted LB_rep 3	RNA	10% LB		2 days	Colony biofilms	Anaerobic	PAO1	37	50 mM KNO3	anaerobically grown				
E-GEOD-46603	GSM1133186 1	GSM1133186_Weiqing_He_L-Glu-1_021810.CEL	"P. aeruginosa PAO1 cultures were grown aerobically in pyruvate minimal medium P in the presence of 10 mM L-Glutamate, replicate 1"	RNA	Pyruvate minimal media. 	WT	0.5	Planktonic	Aerated	PAO1	37	10mM L-Glutamate	Grown shaking				
E-GEOD-46603	GSM1133187 1	GSM1133187_Weiqing_He_L-Arg-1_021810.CEL	"P. aeruginosa PAO1 cultures were grown aerobically in pyruvate minimal medium P in the presence of 10 mM L-Arginine, replicate 1"	RNA	Pyruvate minimal media. 	WT	0.5	Planktonic	Aerated	PAO1	37	10mM L-Arginine	Grown shaking				
E-GEOD-46603	GSM1133188 1	GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	"P. aeruginosa PAO1 cultures were grown aerobically in pyruvate minimal medium P in the presence of 10 mM D-Glutamate, replicate 1"	RNA	Pyruvate minimal media. 	WT	0.5	Planktonic	Aerated	PAO1	37	10mM D-Glutamate	Grown shaking				
E-GEOD-46603	GSM1133189 1	GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	"P. aeruginosa PAO1 cultures were grown aerobically in pyruvate minimal medium P in the presence of 10 mM L-Glutamate, replicate 2"	RNA	Pyruvate minimal media. 	WT	0.5	Planktonic	Aerated	PAO1	37	10mM L-Glutamate	Grown shaking				
E-GEOD-46603	GSM1133190 1	GSM1133190_Weiqing_He_L-Arg-2_022410.CEL	"P. aeruginosa PAO1 cultures were grown aerobically in pyruvate minimal medium P in the presence of 10 mM L-Arginine, replicate 2"	RNA	Pyruvate minimal media. 	WT	0.5	Planktonic	Aerated	PAO1	37	10mM L-Arginine	Grown shaking				
E-GEOD-46603	GSM1133191 1	GSM1133191_Weiqing_He_D-Glu-2_022410.CEL	"P. aeruginosa PAO1 cultures were grown aerobically in pyruvate minimal medium P in the presence of 10 mM D-Glutamate, replicate 2"	RNA	Pyruvate minimal media. 	WT	0.5	Planktonic	Aerated	PAO1	37	10mM D-Glutamate	Grown shaking				
E-MTAB-1381	Pseudomonas_aeruginosa_BAL6_1	Van_Delden_Kohler_0311_BAL6_1.CEL	Pseudomonas aeruginosa BAL6 (BAL30072 resistant PT5)_untreated_rep1	RNA	LB	selected for growth on 4 mg/l Siderophore Monosulfactam BAL30072	2	Planktonic	shaking	BAL6 (PAO1)	37						
E-MTAB-1381	Pseudomonas_aeruginosa_BAL6_2	Van_Delden_Kohler_0311_BAL6_2.CEL	Pseudomonas aeruginosa BAL6 (BAL30072 resistant PT5)_untreated_rep2	RNA	LB	selected for growth on 4 mg/l Siderophore Monosulfactam BAL30073	2	Planktonic	shaking	BAL6 (PAO1)	37						
E-MTAB-1381	Pseudomonas_aeruginosa_BAL6_3	Van_Delden_Kohler_0311_BAL6_3.CEL	Pseudomonas aeruginosa BAL6 (BAL30072 resistant PT5)_untreated_rep3	RNA	LB	selected for growth on 4 mg/l Siderophore Monosulfactam BAL30074	2	Planktonic	shaking	BAL6 (PAO1)	37						
E-MTAB-1381	Pseudomonas_aeruginosa_BAL6+_1	Van_Delden_Kohler_0311_BAL6+_1.CEL	Pseudomonas aeruginosa BAL6 (BAL30072 resistant PT5)_treated with 4mg/l BAL30072_rep1	RNA	LB	selected for growth on 4 mg/l Siderophore Monosulfactam BAL30075	2	Planktonic	shaking	BAL6 (PAO1)	37	4 mg/l Siderophore Monosulfactam BAL30072					
E-MTAB-1381	Pseudomonas_aeruginosa_BAL6+_2	Van_Delden_Kohler_0311_BAL6+_2.CEL	Pseudomonas aeruginosa BAL6 (BAL30072 resistant PT5)_treated with 4mg/l BAL30072_rep2	RNA	LB	selected for growth on 4 mg/l Siderophore Monosulfactam BAL30076	2	Planktonic	shaking	BAL6 (PAO1)	37	4 mg/l Siderophore Monosulfactam BAL30072					
E-MTAB-1381	Pseudomonas_aeruginosa_BAL6+_3	Van_Delden_Kohler_0311_BAL6+_3.CEL	Pseudomonas aeruginosa BAL6 (BAL30072 resistant PT5)_treated with 4mg/l BAL30072_rep3	RNA	LB	selected for growth on 4 mg/l Siderophore Monosulfactam BAL30077	2	Planktonic	shaking	BAL6 (PAO1)	37	4 mg/l Siderophore Monosulfactam BAL30072					
E-MTAB-1381	Pseudomonas_aeruginosa_PT5_1	Van_Delden_Kohler_0311_PT5_1.CEL	Pseudomonas aeruginosa PT5 (mexT nonfunctional PAO1)_untreated_rep1	RNA	LB	mexT nonfunctional	2	Planktonic	shaking	PT5 (PAO1)	37						
E-MTAB-1381	Pseudomonas_aeruginosa_PT5_2	Van_Delden_Kohler_0311_PT5_2.CEL	Pseudomonas aeruginosa PT5 (mexT nonfunctional PAO1)_untreated_rep2	RNA	LB	mexT nonfunctional	2	Planktonic	shaking	PT5 (PAO1)	37						
E-MTAB-1381	Pseudomonas_aeruginosa_PT5_3	Van_Delden_Kohler_0311_PT5_3.CEL	Pseudomonas aeruginosa PT5 (mexT nonfunctional PAO1)_untreated_rep3	RNA	LB	mexT nonfunctional	2	Planktonic	shaking	PT5 (PAO1)	37						
E-GEOD-45695	GSM1112046 1	GSM1112046_PGAS_25_1A.CEL	"P. aeruginosa PAO1, gene expression data from cells growth in PPGAS media at 25C_rep1"	RNA	PPGAS media	WT	1.5	Planktonic	shaking	PAO1	25						
E-GEOD-45695	GSM1112047 1	GSM1112047_PGAS_25_2A.CEL	"P. aeruginosa PAO1, gene expression data from cells growth in PPGAS media at 25C_rep2"	RNA	PPGAS media	WT	1.5	Planktonic	shaking	PAO1	25						
E-GEOD-45695	GSM1112048 1	GSM1112048_PGAS_25_4A.CEL	"P. aeruginosa PAO1, gene expression data from cells growth in PPGAS media at 25C_rep3"	RNA	PPGAS media	WT	1.5	Planktonic	shaking	PAO1	25						
E-GEOD-45695	GSM1112049 1	GSM1112049_PGAS_37_1B.CEL	"P. aeruginosa PAO1, gene expression data from cells growth in PPGAS media at 37C_rep1"	RNA	PPGAS media	WT	1.5	Planktonic	shaking	PAO1	37						
E-GEOD-45695	GSM1112050 1	GSM1112050_PGAS_37_2B.CEL	"P. aeruginosa PAO1, gene expression data from cells growth in PPGAS media at 37C_rep2"	RNA	PPGAS media	WT	1.5	Planktonic	shaking	PAO1	37						
E-GEOD-45695	GSM1112051 1	GSM1112051_PGAS_37_3A.CEL	"P. aeruginosa PAO1, gene expression data from cells growth in PPGAS media at 37C_rep3"	RNA	PPGAS media	WT	1.5	Planktonic	shaking	PAO1	37						
E-GEOD-28194	GSM698080 1	GSM698080.CEL	P. aeruginosa PAO1 in LB for 7h biofilm cells	RNA	LB	WT		Biofilm	shaking - glass wool	PAO1	37						
E-GEOD-28194	GSM698081 1	GSM698081.CEL	P. aeruginosa PAO1 LB 1% Streptomyces 230 for 7h biofilm cells	RNA	LB	WT		Biofilm	shaking - glass wool	PAO1	37	Streptomyces 230 strain culture media was added in at 1%				Streptomyces 230 strain supernatant	Bacteria
E-GEOD-43641	GSM1067456 1	GSM1067456_PAO1_CK_1.CEL	PAO1 WT; control; replicate 1	RNA	LB + 7.5 mM nitriloacetic acid	WT	1.5	Planktonic	Aerated	PAO1	37		4 hours; 260 rpm				
E-GEOD-43641	GSM1067457 1	GSM1067457_PAO1_PAA_1.CEL	PAO1 WT; treated; replicate 1	RNA	LB + 7.5 mM nitriloacetic acid	WT	1.5	Planktonic	Aerated	PAO1	37	1 mM Phenylacetic acid	4 hours; 260 rpm				
E-GEOD-43641	GSM1067458 1	GSM1067458_PAO1_CK_2.CEL	PAO1 WT; control; replicate 2	RNA	LB + 7.5 mM nitriloacetic acid	WT	1.5	Planktonic	Aerated	PAO1	37		4 hours; 260 rpm				
E-GEOD-43641	GSM1067459 1	GSM1067459_PAO1_PAA_2.CEL	PAO1 WT; treated; replicate 2	RNA	LB + 7.5 mM nitriloacetic acid	WT	1.5	Planktonic	Aerated	PAO1	37	1 mM Phenylacetic acid	4 hours; 260 rpm				
E-GEOD-35632	GSM871963 1	GSM871963.CEL	"P. aeruginosa PAO1 with empty vector, grown in LB to mid-exponential phase_rep1"	RNA	LB supplemented with 30 mg/L gentamicin	WT + pBRL344 (empty plasmid)	0.2	Planktonic	shaking	PAO1	37		Grown shaking at 200rpm		GentR		
E-GEOD-35632	GSM871964 1	GSM871964.CEL	"P. aeruginosa PAO1 with empty vector, grown in LB to mid-exponential phase_rep2"	RNA	LB supplemented with 30 mg/L gentamicin	WT + pBRL344 (empty plasmid)	0.2	Planktonic	shaking	PAO1	37		Grown shaking at 200rpm		GentR		
E-GEOD-35632	GSM871965 1	GSM871965.CEL	"P. aeruginosa PAO1 with empty vector, grown in LB to mid-exponential phase_rep3"	RNA	LB supplemented with 30 mg/L gentamicin	WT + pBRL344 (empty plasmid)	0.2	Planktonic	shaking	PAO1	37		Grown shaking at 200rpm		GentR		
E-GEOD-35632	GSM871966 1	GSM871966.CEL	"P. aeruginosa PAO1 with empty vector, grown in LB to mid-exponential phase_rep4"	RNA	LB supplemented with 30 mg/L gentamicin	WT + pBRL344 (empty plasmid)	0.2	Planktonic	shaking	PAO1	37		Grown shaking at 200rpm		GentR		
E-GEOD-35632	GSM871967 1	GSM871967.CEL	"P. aeruginosa PAO1 with plasmid expressing RpoN molecular roadblock (IPTG induced), grown in LB to mid-exponential phase_rep1"	RNA	LB supplemented with 30 mg/L gentamicin	WT + pBRL348 (RpoN*)	0.2	Planktonic	shaking	PAO1	37		IPTG induced RpoN molecular roadblock		GentR		
E-GEOD-35632	GSM871968 1	GSM871968.CEL	"P. aeruginosa PAO1 with plasmid expressing RpoN molecular roadblock (IPTG induced), grown in LB to mid-exponential phase_rep2"	RNA	LB supplemented with 30 mg/L gentamicin	WT + pBRL348 (RpoN*)	0.2	Planktonic	shaking	PAO1	37		IPTG induced RpoN molecular roadblock		GentR		
E-GEOD-35632	GSM871969 1	GSM871969.CEL	"P. aeruginosa PAO1 with plasmid expressing RpoN molecular roadblock (IPTG induced), grown in LB to mid-exponential phase_rep3"	RNA	LB supplemented with 30 mg/L gentamicin	WT + pBRL348 (RpoN*)	0.2	Planktonic	shaking	PAO1	37		IPTG induced RpoN molecular roadblock		GentR		
E-GEOD-35632	GSM871970 1	GSM871970.CEL	"P. aeruginosa PAO1 with plasmid expressing RpoN molecular roadblock (IPTG induced), grown in LB to mid-exponential phase_rep4"	RNA	LB supplemented with 30 mg/L gentamicin	WT + pBRL348 (RpoN*)	0.2	Planktonic	shaking	PAO1	37		IPTG induced RpoN molecular roadblock		GentR		
E-GEOD-35632	GSM871971 1	GSM871971.CEL	"P. aeruginosa PAO6359 (ΔrpoN) with empty vector, grown in LB to mid-exponential phase_rep1"	RNA	LB supplemented with 30 mg/L gentamicin	ΔrpoN + pBRL344 (empty plasmid)	0.2	Planktonic	shaking	PAO6359 (PAO1)	37		Grown shaking at 200rpm		Km + GentR		
E-GEOD-35632	GSM871972 1	GSM871972.CEL	"P. aeruginosa PAO6359 (ΔrpoN) with empty vector, grown in LB to mid-exponential phase_rep2"	RNA	LB supplemented with 30 mg/L gentamicin	ΔrpoN + pBRL344 (empty plasmid)	0.2	Planktonic	shaking	PAO6359 (PAO1)	37		Grown shaking at 200rpm		Km + GentR		
E-GEOD-35632	GSM871973 1	GSM871973.CEL	"P. aeruginosa PAO6359 (ΔrpoN) with empty vector, grown in LB to mid-exponential phase_rep3"	RNA	LB supplemented with 30 mg/L gentamicin	ΔrpoN + pBRL344 (empty plasmid)	0.2	Planktonic	shaking	PAO6359 (PAO1)	37		Grown shaking at 200rpm		Km + GentR		
E-GEOD-35632	GSM871974 1	GSM871974.CEL	"P. aeruginosa PAO6359 (ΔrpoN) with empty vector, grown in LB to mid-exponential phase_rep4"	RNA	LB supplemented with 30 mg/L gentamicin	ΔrpoN + pBRL344 (empty plasmid)	0.2	Planktonic	shaking	PAO6359 (PAO1)	37		Grown shaking at 200rpm		Km + GentR		
E-GEOD-35632	GSM871975 1	GSM871975.CEL	"P. aeruginosa PAO6359 (ΔrpoN) with plasmid expressing RpoN molecular roadblock (IPTG induced), grown in LB to mid-exponential phase_rep1"	RNA	LB supplemented with 30 mg/L gentamicin	ΔrpoN + pBRL348 (RpoN*)	0.2	Planktonic	shaking	PAO6359 (PAO1)	37		IPTG induced RpoN molecular roadblock		Km + GentR		
E-GEOD-35632	GSM871976 1	GSM871976.CEL	"P. aeruginosa PAO6359 (ΔrpoN) with plasmid expressing RpoN molecular roadblock (IPTG induced), grown in LB to mid-exponential phase_rep2"	RNA	LB supplemented with 30 mg/L gentamicin	ΔrpoN + pBRL348 (RpoN*)	0.2	Planktonic	shaking	PAO6359 (PAO1)	37		IPTG induced RpoN molecular roadblock		Km + GentR		
E-GEOD-35632	GSM871977 1	GSM871977.CEL	"P. aeruginosa PAO6359 (ΔrpoN) with plasmid expressing RpoN molecular roadblock (IPTG induced), grown in LB to mid-exponential phase_rep3"	RNA	LB supplemented with 30 mg/L gentamicin	ΔrpoN + pBRL348 (RpoN*)	0.2	Planktonic	shaking	PAO6359 (PAO1)	37		IPTG induced RpoN molecular roadblock		Km + GentR		
E-GEOD-35632	GSM871978 1	GSM871978.CEL	"P. aeruginosa PAO6359 (ΔrpoN) with plasmid expressing RpoN molecular roadblock (IPTG induced), grown in LB to mid-exponential phase_rep4"	RNA	LB supplemented with 30 mg/L gentamicin	ΔrpoN + pBRL348 (RpoN*)	0.2	Planktonic	shaking	PAO6359 (PAO1)	37		IPTG induced RpoN molecular roadblock		Km + GentR		
E-GEOD-41926	GSM1027584 1	GSM1027584_062508WT.CEL	"PAO1 WT in MOPS lung surfactant, 37 C"	RNA	MOPS defined medium	WT	0.4	Planktonic	aerated	PAO1	37	3% Survanta	4 hours; mid exponential phase cells; shaking				
E-GEOD-41926	GSM1027585 1	GSM1027585_071008WT.CEL	"PAO1 WT in MOPS lung surfactant, 37 C"	RNA	MOPS defined medium	WT	0.4	Planktonic	aerated	PAO1	37	3% Survanta	4 hours; mid exponential phase cells; shaking				
E-GEOD-41926	GSM1027586 1	GSM1027586_062508plcHR.CEL	"PAO1 ∆plcHR in MOPS lung surfactant, 37 C"	RNA	MOPS defined medium	∆plcHR	0.4	Planktonic	aerated	PAO1	37	3% Survanta	4 hours; mid exponential phase cells; shaking				
E-GEOD-41926	GSM1027587 1	GSM1027587_071008plcHR.CEL	"PAO1 ∆plcHR in MOPS lung surfactant, 37 C"	RNA	MOPS defined medium	∆plcHR	0.4	Planktonic	aerated	PAO1	37	3% Survanta	4 hours; mid exponential phase cells; shaking				
E-GEOD-41926	GSM1027588 1	GSM1027588_062508gbdR.CEL	"PAO1 ∆gbdR in MOPS lung surfactant, 37 C"	RNA	MOPS defined medium	∆gbdR	0.4	Planktonic	aerated	PAO1	37	3% Survanta	4 hours; mid exponential phase cells; shaking				
E-GEOD-41926	GSM1027589 1	GSM1027589_071008gbdR.CEL	"PAO1 ∆gbdR in MOPS lung surfactant, 37 C"	RNA	MOPS defined medium	∆gbdR	0.4	Planktonic	aerated	PAO1	37	3% Survanta	4 hours; mid exponential phase cells; shaking				
E-GEOD-23367	GSM573322 1	GSM573322.CEL	"Pseudomonas aeruginosa PAO1 PA2206::Tn5 mutant strain, grown shaking to OD 0.5 then exposed to H2O2 for ten minutes, replicate 1"	RNA	M9 2% glucose	PA2206::Tn5 mutant	0.5	Planktonic	Shaking	PAO1	37	H2O2_10mins			TetR		
E-GEOD-23367	GSM573323 1	GSM573323.CEL	"Pseudomonas aeruginosa PAO1 PA2206::Tn5 mutant strain, grown shaking to OD 0.5 then exposed to H2O2 for ten minutes, replicate 2"	RNA	M9 2% glucose	PA2206::Tn5 mutant	0.5	Planktonic	Shaking	PAO1	37	H2O2_10mins			TetR		
E-GEOD-23367	GSM573324 1	GSM573324.CEL	"Pseudomonas aeruginosa PAO1 PA2206::Tn5 strain complemented with pBR1-pa2206c grown shaking to OD 0.5 then exposed to H2O2 for ten minutes, replicate 1"	RNA	M9 2% glucose	PA2206 complemented strain	0.5	Planktonic	Shaking	PAO1	37	H2O2_10mins			"Tet, Gent"		
E-GEOD-23367	GSM573325 1	GSM573325.CEL	"Pseudomonas aeruginosa PAO1 PA2206::Tn5 strain complemented with pBR1-pa2206c grown shaking to OD 0.5 then exposed to H2O2 for ten minutes, replicate 2"	RNA	M9 2% glucose	PA2206 complemented strain	0.5	Planktonic	Shaking	PAO1	37	H2O2_10mins			"Tet, Gent"		
E-GEOD-23367	GSM573326 1	GSM573326.CEL	"Pseudomonas aeruginosa PAO1 PA2206::Tn5 strain complemented with pBR1-pa2206c grown shaking to OD 0.5 then exposed to H2O2 for ten minutes, replicate 3"	RNA	M9 2% glucose	PA2206 complemented strain	0.5	Planktonic	Shaking	PAO1	37	H2O2_10mins			"Tet, Gent"		
E-GEOD-23367	GSM573327 1	GSM573327.CEL	"Pseudomonas aeruginosa PAO1 PA2206::Tn5 mutant strain, grown shaking to OD 0.5 then exposed to H2O2 for ten minutes, replicate 3"	RNA	M9 2% glucose	PA2206::Tn5 mutant	0.5	Planktonic	Shaking	PAO1	37	H2O2_10mins			TetR		
E-GEOD-25945	GSM637573 1	GSM637573.CEL	In vitro P. aeruginosa gene expression from sessile growth p10 LB 1 HZI1050 p10_LB_a.CEL Re-analysis of Sample GSM567666	RNA	LB		early stationary	Planktonic	static	p10							
E-GEOD-25945	GSM637574 1	GSM637574.CEL	In vitro P. aeruginosa gene expression from sessile growth p10 LB 2 HZI1052 p10_LB_b.CEL Re-analysis of Sample GSM567667	RNA	LB		early stationary	Planktonic	static	p10							
E-GEOD-25945	GSM637575 1	GSM637575.CEL	In vitro P. aeruginosa gene expression from sessile growth p11 LB 1 GBF0928 p11_LB_a.CEL Re-analysis of Sample GSM567676	RNA	LB		early stationary	Planktonic	static	p11							
E-GEOD-25945	GSM637576 1	GSM637576.CEL	In vitro P. aeruginosa gene expression from sessile growth p11 LB 2 GBF0929 p11_LB_b.CEL Re-analysis of Sample GSM567677	RNA	LB		early stationary	Planktonic	static	p11							
E-GEOD-25945	GSM637577 1	GSM637577.CEL	In vitro P. aeruginosa gene expression from sessile growth p17 LB 1 HZI1548 p17_lb_a.CEL Re-analysis of Sample GSM567686	RNA	LB		early stationary	Planktonic	static	p17							
E-GEOD-25945	GSM637578 1	GSM637578.CEL	In vitro P. aeruginosa gene expression from sessile growth p17 LB 2 HZI1549 p17_lb_b.CEL Re-analysis of Sample GSM567687	RNA	LB		early stationary	Planktonic	static	p17							
E-GEOD-25945	GSM637579 1	GSM637579.CEL	In vitro P. aeruginosa gene expression from sessile growth CF1-4 LB 1 HZI1733_Pae_G1a.CEL	RNA	LB		early stationary	Planktonic	static	"CF1, CF2, CF3, CF4"							
E-GEOD-25945	GSM637580 1	GSM637580.CEL	In vitro P. aeruginosa gene expression from sessile growth CF1-4 LB 2 HZI1737_Pae_G1a.CEL	RNA	LB		early stationary	Planktonic	static	"CF1, CF2, CF3, CF4"							
E-GEOD-25945	GSM637581 1	GSM637581.CEL	In vitro P. aeruginosa gene expression from sessile growth CFCZ LB 1 HZI2436_Pae_G1a.CEL	RNA	LB		early stationary	Planktonic	static	CFCZ							
E-GEOD-25945	GSM637582 1	GSM637582.CEL	In vitro P. aeruginosa gene expression from sessile growth CFCZ LB 2 HZI2437_Pae_G1a.CEL	RNA	LB		early stationary	Planktonic	static	CFCZ							
E-GEOD-25945	GSM637583 1	GSM637583.CEL	Ex vivo P. aeruginosa gene expression from burn wound p10 burn 1 HZI1051 p10_clinical_a.CEL Re-analysis of Sample GSM567668	RNA	Ex vivo					p10	37					Burn wound	human
E-GEOD-25945	GSM637584 1	GSM637584.CEL	Ex vivo P. aeruginosa gene expression from burn wound p10 burn 2 HZI1053 p10_clinical_b.CEL Re-analysis of Sample GSM567669	RNA	Ex vivo					p10	37					Burn wound	human
E-GEOD-25945	GSM637585 1	GSM637585.CEL	Ex vivo P. aeruginosa gene expression from burn wound p11 burn 1 GBF0930 p11_clinical_a.CEL Re-analysis of Sample GSM567678	RNA	Ex vivo					p11	37					Burn wound	human
E-GEOD-25945	GSM637586 1	GSM637586.CEL	Ex vivo P. aeruginosa gene expression from burn wound p11 burn 2 GBF0931 p11_clinical_b.CEL Re-analysis of Sample GSM567679	RNA	Ex vivo					p11	37					Burn wound	human
E-GEOD-25945	GSM637587 1	GSM637587.CEL	Ex vivo P. aeruginosa gene expression from burn wound p17 burn 1 HZI1544 p17_clinicA.CEL Re-analysis of Sample GSM567688	RNA	Ex vivo					p17	37					Burn wound	human
E-GEOD-25945	GSM637588 1	GSM637588.CEL	Ex vivo P. aeruginosa gene expression from burn wound p17 burn 2 HZI1545 p17_clinic_B.CEL Re-analysis of Sample GSM567689	RNA	Ex vivo					p17	37					Burn wound	human
E-GEOD-25945	GSM637589 1	GSM637589.CEL	Ex vivo P. aeruginosa gene expression from CF lung infection CF1-4 CF 1 HZI1734_Pae_G1a.CEL	RNA	Ex vivo					"CF1, CF2, CF3, CF4"	37					"Lung, CF sputum"	human
E-GEOD-25945	GSM637590 1	GSM637590.CEL	Ex vivo P. aeruginosa gene expression from CF lung infection CF1-4 CF 2 HZI1738_Pae_G1a.CEL	RNA	Ex vivo					"CF1, CF2, CF3, CF4"	37					"Lung, CF sputum"	human
E-GEOD-25945	GSM637591 1	GSM637591.CEL	Ex vivo P. aeruginosa gene expression from CF lung infection CFCZ CF 1 HZI2391_Pae_G1a.CEL	RNA	Ex vivo					CFCZ	37					"Lung, CF sputum"	human
E-GEOD-25945	GSM637592 1	GSM637592.CEL	Ex vivo P. aeruginosa gene expression from CF lung infection CFCZ CF 2 HZI2392_Pae_G1a.CEL	RNA	Ex vivo					CFCZ	37					"Lung, CF sputum"	human
E-GEOD-25945	GSM637593 1	GSM637593.CEL	Ex vivo P. aeruginosa gene expression from murine tumor infection p10 tumor 1 p10T23_Pae_G1a.CEL Re-analysis of Sample GSM567672	RNA	Ex vivo		24 hrs			p10	37					tumor	mouse
E-GEOD-25945	GSM637594 1	GSM637594.CEL	Ex vivo P. aeruginosa gene expression from murine tumor infection p10 tumor 2 p10T23a_Pae_G1a.CEL Re-analysis of Sample GSM567673	RNA	Ex vivo		24 hrs			p10	37					tumor	mouse
E-GEOD-25945	GSM637595 1	GSM637595.CEL	Ex vivo P. aeruginosa gene expression from murine tumor infection p11 tumor 1 HZI1558 p11_tumor_a.CEL Re-analysis of Sample GSM567682	RNA	Ex vivo		24 hrs			p11	37					tumor	mouse
E-GEOD-25945	GSM637596 1	GSM637596.CEL	Ex vivo P. aeruginosa gene expression from murine tumor infection p11 tumor 2 HZI1559 p11_tumor_b.CEL Re-analysis of Sample GSM567683	RNA	Ex vivo		24 hrs			p11	37					tumor	mouse
