pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)
KEGG-Module-M00193: Putative spermidine/putrescine transport system	KEGG-Module-M00193: Putative spermidine/putrescine transport system	0.17014498250211182	75.5	0.17014498250211182	0.256621678547754	70.0	0.2782803399511601	0.15724220580865667	25	0.6876993164331142
KEGG-Module-M00082: Fatty acid biosynthesis, initiation	KEGG-Module-M00082: Fatty acid biosynthesis, initiation	0.18617962276774228	74.0	0.18617962276774228	0.235249966935591	73.0	0.29357544892083853	0.2352945154211559	25	0.45643148953500867
KEGG-Pathway-pae01053: Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae01053: Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa PAO1	0.19092238171185538	72.0	0.19092238171185538	0.412396290873597	51.0	0.388234705116926	0.24754158350674293	25	0.7970875866991288
KEGG-Pathway-pae04122: Sulfur relay system - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae04122: Sulfur relay system - Pseudomonas aeruginosa PAO1	0.19092238171185538	72.0	0.19092238171185538	0.0568216026866524	103.0	0.09949664753731376	0.125830160832772	25	0.7265804443820606
KEGG-Module-M00260: DNA polymerase III complex, bacteria	KEGG-Module-M00260: DNA polymerase III complex, bacteria	0.19092238171185538	72.0	0.19092238171185538	0.1308422759475	89.0	0.15598898686792462	0.09021388688011635	25	0.3872285748019387
KEGG-Pathway-pae00930: Caprolactam degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00930: Caprolactam degradation - Pseudomonas aeruginosa PAO1	0.1960323312535451	70.0	0.1960323312535451	0.562057041959928	27.0	0.5910798614907509	0.17971139586782567	25	2.1982330521084803
KEGG-Pathway-pae00740: Riboflavin metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00740: Riboflavin metabolism - Pseudomonas aeruginosa PAO1	0.21654639535800865	69.0	0.21654639535800865	0.151146800019234	85.0	0.17598666230511525	0.13040718055922768	25	0.31102377092243155
KEGG-Module-M00185: Sulfate transport system	KEGG-Module-M00185: Sulfate transport system	0.21946640951462554	68.0	0.21946640951462554	0.452748969713464	44.0	0.48537404164674264	0.15449283501732736	25	1.7211648171405092
KEGG-Module-M00570: Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	KEGG-Module-M00570: Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	0.22342291905135403	67.0	0.22342291905135403	0.21616585601043697	76.0	0.21408161269130827	0.10325536541851497	25	0.09046799962581656
KEGG-Pathway-pae00310: Lysine degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00310: Lysine degradation - Pseudomonas aeruginosa PAO1	0.24787710359734447	65.0	0.24787710359734447	0.14128326428872398	88.0	0.17076511040213035	0.12594779574106296	25	0.6122536146146556
KEGG-Module-M00647: Multidrug resistance, efflux pump MexAB-OprM/SmeDEF/AcrAB-TolC	KEGG-Module-M00647: Multidrug resistance, efflux pump MexAB-OprM/SmeDEF/AcrAB-TolC	0.24787710359734447	65.0	0.24787710359734447	0.20761598405219298	78.0	0.20918234422191237	0.08046352321089349	25	0.48089814901609274
KEGG-Module-M00300: Putrescine transport system	KEGG-Module-M00300: Putrescine transport system	0.24787710359734447	65.0	0.24787710359734447	0.37574254410241903	53.0	0.45685840428944813	0.20120909029351652	25	1.0386275311281876
KEGG-Module-M00235: Arginine/ornithine transport system	KEGG-Module-M00235: Arginine/ornithine transport system	0.24934426229508197	63.0	0.24934426229508197	0.487613341562671	38.0	0.45949751087258045	0.1378336465937237	25	1.5246875764445447
KEGG-Module-M00349: Microcin C transport system	KEGG-Module-M00349: Microcin C transport system	0.26913506519359015	62.0	0.26913506519359015	0.239584657881138	72.0	0.3165659413092238	0.20029400027648536	25	0.2368062750265118
KEGG-Module-M00432: Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	KEGG-Module-M00432: Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	0.2828951722063468	61.0	0.2828951722063468	0.417631124119112	48.0	0.4325058142465956	0.17735738471882442	25	0.8435546243390755
KEGG-Pathway-pae00471: D-Glutamine and D-glutamate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00471: D-Glutamine and D-glutamate metabolism - Pseudomonas aeruginosa PAO1	0.3017317436661699	60.0	0.3017317436661699	0.25906146466894103	69.0	0.2658232918339564	0.09443025951281202	25	0.38026425022523125
KEGG-Module-M00087: beta-Oxidation	KEGG-Module-M00087: beta-Oxidation	0.3219242464163385	57.5	0.3219242464163385	0.452901790642733	43.0	0.4936508870336174	0.2392847099714158	25	0.717666584872025
KEGG-Pathway-pae00051: Fructose and mannose metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00051: Fructose and mannose metabolism - Pseudomonas aeruginosa PAO1	0.3219242464163385	57.5	0.3219242464163385	0.716073271413829	12.0	0.6880744613250007	0.18768223174813994	25	1.950905056372184
KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa PAO1	0.3219242464163385	57.5	0.3219242464163385	0.299891410864211	63.0	0.3386465131122817	0.12679757696176247	25	0.13188159503226202
KEGG-Pathway-pae00361: Chlorocyclohexane and chlorobenzene degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00361: Chlorocyclohexane and chlorobenzene degradation - Pseudomonas aeruginosa PAO1	0.3219242464163385	57.5	0.3219242464163385	0.647364419665484	19.5	0.6743132196044068	0.17178482356455094	25	2.051339378391901
KEGG-Module-M00028: Ornithine biosynthesis, glutamate => ornithine	KEGG-Module-M00028: Ornithine biosynthesis, glutamate => ornithine	0.36302367574897126	55.0	0.36302367574897126	0.527289689600633	33.0	0.5475069869809757	0.14577460410489337	25	1.2655380706728439
KEGG-Module-M00230: Glutamate/aspartate transport system	KEGG-Module-M00230: Glutamate/aspartate transport system	0.37091153193894855	54.0	0.37091153193894855	0.488996958367105	37.0	0.46324964623905884	0.19213389069131143	25	0.4805925387128277
KEGG-Pathway-pae00052: Galactose metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00052: Galactose metabolism - Pseudomonas aeruginosa PAO1	0.3776867030965392	53.0	0.3776867030965392	0.248339778076664	71.0	0.2705657556599904	0.1364673618463431	25	0.7849565345680439
KEGG-Module-M00299: Spermidine/putrescine transport system	KEGG-Module-M00299: Spermidine/putrescine transport system	0.3804510151171118	52.0	0.3804510151171118	0.0672287239503131	100.0	0.15600421941142328	0.22558028307394357	25	0.9949752374063495
KEGG-Pathway-pae03420: Nucleotide excision repair - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03420: Nucleotide excision repair - Pseudomonas aeruginosa PAO1	0.3959911616161616	50.5	0.3959911616161616	0.337666730574347	58.0	0.41681475601403145	0.25124172561278785	25	0.08288270726958404
KEGG-Module-M00307: Pyruvate oxidation, pyruvate => acetyl-CoA	KEGG-Module-M00307: Pyruvate oxidation, pyruvate => acetyl-CoA	0.3959911616161616	50.5	0.3959911616161616	0.334479166666667	59.0	0.32903831545700774	0.17351028650091604	25	0.3858724892302013
KEGG-Pathway-pae02060: Phosphotransferase system (PTS) - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae02060: Phosphotransferase system (PTS) - Pseudomonas aeruginosa PAO1	0.4000040644899065	49.0	0.4000040644899065	0.49205524326105105	36.0	0.489802018051616	0.09064346333939569	25	0.9906721373330546
KEGG-Module-M00021: Cysteine biosynthesis, serine => cysteine	KEGG-Module-M00021: Cysteine biosynthesis, serine => cysteine	0.42459730071209184	48.0	0.42459730071209184	0.288441206145518	65.0	0.32508774484037434	0.1174571241295249	25	0.8471989809829171
KEGG-Pathway-pae03410: Base excision repair - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03410: Base excision repair - Pseudomonas aeruginosa PAO1	0.4460632472670472	47.0	0.4460632472670472	0.41577292576419206	50.0	0.4986263070442494	0.2367940184408146	25	0.2219779879716008
KEGG-Module-M00334: Type VI secretion system	KEGG-Module-M00334: Type VI secretion system	0.4512445170428584	46.0	0.4512445170428584	0.5526766297113879	31.0	0.5247223827722176	0.3011537406990588	25	0.24398788990233802
KEGG-Pathway-pae00590: Arachidonic acid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00590: Arachidonic acid metabolism - Pseudomonas aeruginosa PAO1	0.4571338277974847	45.0	0.4571338277974847	0.5585754380476949	30.0	0.5537494384789554	0.10188829201211713	25	0.9482503708078712
KEGG-Module-M00222: Phosphate transport system	KEGG-Module-M00222: Phosphate transport system	0.508941525751904	43.5	0.508941525751904	0.560578089949619	28.5	0.5615093300875994	0.15705077754698163	25	0.33471852324939805
KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa PAO1	0.508941525751904	43.5	0.508941525751904	0.209233396837103	77.0	0.26877058874399806	0.21054957033489663	25	1.1406859516544918
KEGG-Pathway-pae00920: Sulfur metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00920: Sulfur metabolism - Pseudomonas aeruginosa PAO1	0.5411602468212415	42.0	0.5411602468212415	0.289410903250189	64.0	0.3634112403780588	0.3226704280988859	25	0.5508685983108115
KEGG-Module-M00238: D-Methionine transport system	KEGG-Module-M00238: D-Methionine transport system	0.5471477580060237	39.5	0.5471477580060237	0.6261202654385329	21.0	0.6117093863572548	0.11252018403091839	25	0.5737781972831723
KEGG-Pathway-pae00780: Biotin metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00780: Biotin metabolism - Pseudomonas aeruginosa PAO1	0.5471477580060237	39.5	0.5471477580060237	0.5840589436490461	25.0	0.5767712882968901	0.1681247951548194	25	0.1761996513577148
KEGG-Pathway-pae00312: beta-Lactam resistance - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00312: beta-Lactam resistance - Pseudomonas aeruginosa PAO1	0.5471477580060237	39.5	0.5471477580060237	0.22157546724645605	75.0	0.23014332135125337	0.10463795827433156	25	3.0295357620001817
KEGG-Pathway-pae00564: Glycerophospholipid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00564: Glycerophospholipid metabolism - Pseudomonas aeruginosa PAO1	0.5471477580060237	39.5	0.5471477580060237	0.6763702170701771	16.0	0.660878235202058	0.19917455979090323	25	0.5710090551495658
KEGG-Pathway-pae00350: Tyrosine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00350: Tyrosine metabolism - Pseudomonas aeruginosa PAO1	0.5853488011262148	36.5	0.5853488011262148	0.6129603676478089	23.0	0.5770133042791828	0.2728361312009436	25	0.030551293959277175
KEGG-Module-M00190: Iron(III) transport system	KEGG-Module-M00190: Iron(III) transport system	0.5853488011262148	36.5	0.5853488011262148	0.35745600541471795	55.0	0.3903323491324266	0.1891008043016772	25	1.0312830382396134
KEGG-Module-M00644: Multidrug resistance, efflux pump MexHI-OprD	KEGG-Module-M00644: Multidrug resistance, efflux pump MexHI-OprD	0.5922394973138182	35.0	0.5922394973138182	0.47706733753716496	39.0	0.48238701212762164	0.23311258000314938	25	0.47124220059128696
KEGG-Pathway-pae00790: Folate biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00790: Folate biosynthesis - Pseudomonas aeruginosa PAO1	0.5936447811447811	34.0	0.5936447811447811	0.445077748576435	45.0	0.46100071539135	0.24503498604537904	25	0.5413270484112266
KEGG-Module-M00254: ABC-2 type transport system	KEGG-Module-M00254: ABC-2 type transport system	0.6026046830905346	31.5	0.6026046830905346	0.341945525291829	57.0	0.39331657600368763	0.21236511761725263	25	0.9855107535317953
KEGG-Module-M00323: Urea transport system	KEGG-Module-M00323: Urea transport system	0.6026046830905346	31.5	0.6026046830905346	0.31946583483428603	61.0	0.39155092640353395	0.2004088966513867	25	1.0531157060064593
KEGG-Pathway-pae00625: Chloroalkane and chloroalkene degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00625: Chloroalkane and chloroalkene degradation - Pseudomonas aeruginosa PAO1	0.6026046830905346	31.5	0.6026046830905346	0.355015977788255	56.0	0.3663450833618236	0.11841502752130394	25	1.9951825766894813
KEGG-Pathway-pae00071: Fatty acid degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00071: Fatty acid degradation - Pseudomonas aeruginosa PAO1	0.6026046830905346	31.5	0.6026046830905346	0.7213267274242879	11.0	0.6749744676974272	0.19516599545931923	25	0.3708114440559779
KEGG-Module-M00328: Hemophore/metalloprotease transport system	KEGG-Module-M00328: Hemophore/metalloprotease transport system	0.6342197924388436	28.5	0.6342197924388436	0.560578089949619	28.5	0.522378864096669	0.21808350576526828	25	0.5128353377744823
KEGG-Pathway-pae00562: Inositol phosphate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00562: Inositol phosphate metabolism - Pseudomonas aeruginosa PAO1	0.6342197924388436	28.5	0.6342197924388436	0.617276887871854	22.0	0.6071979802765012	0.180482335695281	25	0.14971998261350616
KEGG-Module-M00223: Phosphonate transport system	KEGG-Module-M00223: Phosphonate transport system	0.6517906336088155	27.0	0.6517906336088155	0.762761806566392	6.0	0.768601720981083	0.1649422201293538	25	0.7081939801747542
KEGG-Pathway-pae00430: Taurine and hypotaurine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00430: Taurine and hypotaurine metabolism - Pseudomonas aeruginosa PAO1	0.674295670845195	25.5	0.674295670845195	0.793632919356973	5.0	0.7826699595307034	0.1277739414122868	25	0.8481720723932137
KEGG-Pathway-pae00360: Phenylalanine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00360: Phenylalanine metabolism - Pseudomonas aeruginosa PAO1	0.674295670845195	25.5	0.674295670845195	0.74141324620371	8.0	0.6797257062716743	0.16922172948102335	25	0.032088287025149265
KEGG-Pathway-pae01212: Fatty acid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae01212: Fatty acid metabolism - Pseudomonas aeruginosa PAO1	0.6998950069995333	24.0	0.6998950069995333	0.467249428353659	40.0	0.4788771334890848	0.20739259803461071	25	1.0656979834620905
KEGG-Pathway-pae00072: Synthesis and degradation of ketone bodies - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00072: Synthesis and degradation of ketone bodies - Pseudomonas aeruginosa PAO1	0.7116298231772497	23.0	0.7116298231772497	0.456297518046973	42.0	0.45619345916547127	0.19485572962136727	25	1.3108999386783649
KEGG-Pathway-pae03070: Bacterial secretion system - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03070: Bacterial secretion system - Pseudomonas aeruginosa PAO1	0.7160313765357578	22.0	0.7160313765357578	0.647364419665484	19.5	0.599907755031689	0.21758339358505105	25	0.5336970785809407
KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF	KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF	0.7234811050043887	20.0	0.7234811050043887	0.730633577567852	10.0	0.6559702424904824	0.1889902667885426	25	0.3572187269804894
KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	0.7234811050043887	20.0	0.7234811050043887	0.573062011908958	26.0	0.5657663535020514	0.15815213444062268	25	0.997234416469734
KEGG-Module-M00530: Dissimilatory nitrate reduction, nitrate => ammonia	KEGG-Module-M00530: Dissimilatory nitrate reduction, nitrate => ammonia	0.7234811050043887	20.0	0.7234811050043887	0.4364884445410421	46.0	0.52031855101081	0.2991814655314475	25	0.6790612969045166
KEGG-Module-M00045: Histidine degradation, histidine => N-formiminoglutamate => glutamate	KEGG-Module-M00045: Histidine degradation, histidine => N-formiminoglutamate => glutamate	0.7481527008310249	18.0	0.7481527008310249	0.695753835316531	14.0	0.656621346755851	0.18717350641947447	25	0.48901874964100417
KEGG-Pathway-pae00410: beta-Alanine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00410: beta-Alanine metabolism - Pseudomonas aeruginosa PAO1	0.7575380965579727	17.0	0.7575380965579727	0.734632132617646	9.0	0.7040377705098132	0.1324008482848764	25	0.40407842352374557
KEGG-Module-M00208: Glycine betaine/proline transport system	KEGG-Module-M00208: Glycine betaine/proline transport system	0.7749398147960198	16.0	0.7749398147960198	0.460767994489726	41.0	0.5050107539801487	0.2131922151518971	25	1.2661300067807337
KEGG-Pathway-pae00380: Tryptophan metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00380: Tryptophan metabolism - Pseudomonas aeruginosa PAO1	0.7842913694955179	15.0	0.7842913694955179	0.67809228641531	15.0	0.6021064034315919	0.19667518899907835	25	0.9263240929936501
KEGG-Module-M00242: Zinc transport system	KEGG-Module-M00242: Zinc transport system	0.7958185531548962	14.0	0.7958185531548962	0.507144706186901	35.0	0.5160536887335583	0.12017193328420395	25	2.3280383095751676
KEGG-Module-M00036: Leucine degradation, leucine => acetoacetate + acetyl-CoA	KEGG-Module-M00036: Leucine degradation, leucine => acetoacetate + acetyl-CoA	0.7999935644701549	11.0	0.7999935644701549	0.331654748337487	60.0	0.41659643628183013	0.27985909187924335	25	1.3699648834484075
KEGG-Pathway-pae00643: Styrene degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00643: Styrene degradation - Pseudomonas aeruginosa PAO1	0.7999935644701549	11.0	0.7999935644701549	0.82319329305419	4.0	0.7974235076551587	0.17097034494213195	25	0.015032178918900276
KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids - Pseudomonas aeruginosa PAO1	0.7999935644701549	11.0	0.7999935644701549	0.657308715951771	18.0	0.6413808591894653	0.11485738220964406	25	1.380953511470259
KEGG-Pathway-pae00561: Glycerolipid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00561: Glycerolipid metabolism - Pseudomonas aeruginosa PAO1	0.7999935644701549	11.0	0.7999935644701549	0.8277688924430229	3.0	0.7656765003892354	0.18307875158889866	25	0.1874442762094975
KEGG-Pathway-pae00363: Bisphenol degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00363: Bisphenol degradation - Pseudomonas aeruginosa PAO1	0.7999935644701549	11.0	0.7999935644701549	0.917650475102751	1.0	0.8626572478463638	0.15322103062763653	25	0.4089757334193665
KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa PAO1	0.8380241728740717	8.0	0.8380241728740717	0.26048236499815697	68.0	0.3544962797391599	0.23832861797585317	25	2.0288285026009825
KEGG-Module-M00568: Catechol ortho-cleavage, catechol => 3-oxoadipate	KEGG-Module-M00568: Catechol ortho-cleavage, catechol => 3-oxoadipate	0.8693405590020833	6.5	0.8693405590020833	0.7447072417597479	7.0	0.7709036388282082	0.16038502030357032	25	0.613753828054251
KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism - Pseudomonas aeruginosa PAO1	0.8693405590020833	6.5	0.8693405590020833	0.31604644092762	62.0	0.34695444191654873	0.2415759655559592	25	2.16240931039362
KEGG-Module-M00122: Cobalamin biosynthesis, cobinamide => cobalamin	KEGG-Module-M00122: Cobalamin biosynthesis, cobinamide => cobalamin	0.8784499132312148	5.0	0.8784499132312148	0.528066084681662	32.0	0.556023295808976	0.2353467744956191	25	1.3700065280828424
KEGG-Pathway-pae00040: Pentose and glucuronate interconversions - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00040: Pentose and glucuronate interconversions - Pseudomonas aeruginosa PAO1	0.9404348919292421	4.0	0.9404348919292421	0.701767298169097	13.0	0.6231774801707118	0.2294458120448575	25	1.3827117127616402
KEGG-Pathway-pae00903: Limonene and pinene degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00903: Limonene and pinene degradation - Pseudomonas aeruginosa PAO1	0.9445921024327417	3.0	0.9445921024327417	0.84175920351417	2.0	0.842808523230954	0.08755680481095758	25	1.1624862216197465
KEGG-Module-M00236: Putative polar amino acid transport system	KEGG-Module-M00236: Putative polar amino acid transport system	0.9793741829764513	2.0	0.9793741829764513	0.417354568987671	49.0	0.4624643190434292	0.1911529136184311	25	2.7041694219992327
KEGG-Module-M00237: Branched-chain amino acid transport system	KEGG-Module-M00237: Branched-chain amino acid transport system	0.9845571095571095	1.0	0.9845571095571095	0.675164345768762	17.0	0.6131422250682181	0.23616990915991393	25	1.5726596407224818
