	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
LINC00857	LINC00857	9.085100724945971e-13	15641.0	1.74295382151461	1.74295382151461	0.00160300920243259	13373.0	75.31823814351695	0.0	0.3220755120046256	0.06244529906226976	25	22.753967565966818
AQP9	AQP9	1.00775231028515e-14	15640.0	1.74293957750451	-1.74293957750451	8.659468245134971e-05	16940.0	95.40948518643685	0.08	0.7865846234698948	0.16855476743579353	25	5.673852888195009
DEPDC7	DEPDC7	3.4094200053355604e-07	15639.0	1.74247921330969	1.74247921330969	0.009974155375647109	4833.0	27.216401937591527	0.0	0.09040296845330693	0.06006194711597029	25	27.506205246168268
TPPP	TPPP	8.734804793366291e-10	15638.0	1.74133743186658	-1.74133743186658	0.918468500975858	1054.0	5.931057789793849	0.0	0.04159784289247709	0.028908714461821097	25	58.796789155702506
SHISA9	SHISA9	0.0141128881916784	15637.0	1.74086089476416	1.74086089476416	0.000189443396870728	12091.0	68.09733017911456	0.0	0.2734190262992976	0.07643861636332451	25	19.19765085084593
ABCG2	ABCG2	2.15997086880685e-11	15636.0	1.74021069998458	-1.74021069998458	0.031358929569722	10295.0	57.981299988734925	0.0	0.2210775226546862	0.053853636490631386	25	28.208553336860895
CYP2W1	CYP2W1	0.00682739272971212	15635.0	1.73990048463875	1.73990048463875	0.251590662979028	11680.0	65.78235890503548	0.0	0.2454754954312866	0.10140971816580496	25	14.73650668039603
MCHR1	MCHR1	0.0041950139234312	15634.0	1.73954795892686	1.73954795892686	0.8760404774004509	1712.0	9.637264841725807	0.0	0.0396394001866802	0.025647567217311387	25	66.27952446081473
TRIM15	TRIM15	0.183655088473012	15633.0	1.7393917410851898	1.7393917410851898	0.10156688548072901	15938.0	89.7656866058353	0.0	0.5469066064250832	0.09920413119618235	25	12.020518906635985
ARID5A	ARID5A	3.2041384557081703e-13	15632.0	1.7369864073885302	-1.7369864073885302	1.45576405112892e-08	16972.0	95.58972625887124	0.08	0.788301496971041	0.13794526956493006	25	6.877255837837546
WNT11	WNT11	5.59646588260695e-29	15631.0	1.7367638430321801	-1.7367638430321801	0.00870256376538652	10215.0	57.53069730764898	0.0	0.19918030472196135	0.06095473234343292	25	25.22500680746363
AMZ1	AMZ1	3.39748080359037e-05	15630.0	1.7366773401975502	-1.7366773401975502	0.00910932844438252	10548.0	59.406330967669255	0.0	0.21058610197828093	0.04585599656603249	25	33.28008008770898
MPV17L	MPV17L	5.40500537000752e-07	15629.0	1.73545224345359	1.73545224345359	0.100998483979027	6854.0	38.5997521685254	0.0	0.10784328460054782	0.056806933757259884	25	28.651589712761695
SLIT3	SLIT3	3.45148411299042e-11	15628.0	1.7351396021984198	-1.7351396021984198	0.0943000627279954	10992.0	61.90717584769629	0.0	0.21968611385989917	0.06748502516304929	25	22.456144673237688
P2RY14	P2RY14	2.96009866787491e-28	15627.0	1.7350609388711797	-1.7350609388711797	0.000953363217841326	15322.0	86.29604596147347	0.0	0.4649707586385208	0.04983346522418819	25	25.48669201547281
LILRA2	LILRA2	1.1835135885386e-08	15626.0	1.7348569260260298	-1.7348569260260298	1.19326065879245e-05	17601.0	99.13258983890954	0.88	1.1459801004593124	0.13226212876411192	25	4.452346496078048
RASL12	RASL12	3.26277019934256e-12	15625.0	1.73358273799457	-1.73358273799457	0.060999436326631	8623.0	48.56370395403852	0.0	0.1679722186739764	0.05806248035882266	25	26.964237656490287
CACNA2D2	CACNA2D2	1.4037778765804099e-09	15624.0	1.7330246335914299	-1.7330246335914299	0.069345737306373	11865.0	66.82437760504675	0.0	0.24426528073105025	0.06443164993760488	25	23.106025599252586
UGT2B4	UGT2B4	1.2873925803490401e-05	15623.0	1.7328065187285	-1.7328065187285	0.0383963540566851	17352.0	97.73008899402951	0.32	0.9329836276528404	0.19349873877808374	25	4.133478575242528
NXPE1	NXPE1	0.0741528864854478	15622.0	1.73240405234866	1.73240405234866	0.10732646345126501	16014.0	90.19375915286696	0.0	0.5439807784894242	0.14177711049323138	25	8.382335270656913
LARGE2	LARGE2	2.45158077696372e-07	15621.0	1.7318603307944098	1.7318603307944098	0.5133611294255499	3679.0	20.716458262926665	0.0	0.07337750737684053	0.048876505999449156	25	33.93210683751127
TRIM6	TRIM6	2.61345622282228e-07	15620.0	1.73178497738477	1.73178497738477	4.9288949976982e-11	10962.0	61.738199842289056	0.0	0.23372343796054118	0.0564861555780981	25	26.52086204296555
KRT27	KRT27	0.0019654900561032604	15619.0	1.73086668813008	-1.73086668813008	0.0148345742249577	17514.0	98.64255942322856	0.6	0.9783937199127796	0.1929752145455712	25	3.8993244287317714
SLC22A11	SLC22A11	0.0248759418046854	15618.0	1.7307580375515903	1.7307580375515903	0.8663648421626049	855.0	4.810183620592543	0.0	0.057316244492845454	0.06411761515458213	25	26.099563887774345
GAP43	GAP43	0.0075022052415722705	15617.0	1.73011528972758	1.73011528972758	0.8346877660609509	2717.0	15.297961022868085	0.0	0.049595655039903895	0.03265759337542631	25	51.45877148290444
SPTBN1	SPTBN1	3.5848662219812396e-17	15616.0	1.7299131991148	-1.7299131991148	0.0025578479235251	7809.0	43.97882167398895	0.0	0.12961368357634886	0.05902575977234718	25	27.11188338295937
HOXB2	HOXB2	1.0043959996498e-09	15615.0	1.72875547775278	1.72875547775278	0.0039108007484052205	10931.0	61.56359130336825	0.0	0.21370939032837832	0.04049890016807081	25	37.40956127541604
NLRP10	NLRP10	0.5957857658965129	15614.0	1.72782910884769	1.72782910884769	0.00828111085496115	14326.0	80.68604258195336	0.0	0.3696260716101761	0.07679463478240976	25	17.686170929594915
MAPT.AS1	MAPT.AS1	0.0924213217319847	15613.0	1.7267393915798	1.7267393915798	0.6063849192046371	2113.0	11.895910780669144	0.0	0.05604685074093811	0.041220481917053436	25	40.530640670352646
ACE2	ACE2	2.9975201511385094e-08	15612.0	1.72635081449869	1.72635081449869	0.417941475862359	10053.0	56.618226878449924	0.0	0.18486932142735701	0.07005763332553275	25	22.003048346047038
SELP	SELP	6.199849339360021e-15	15611.0	1.7258536774610098	-1.7258536774610098	9.96398673971157e-06	16209.0	91.29210318801397	0.0	0.5829725415546557	0.08216155535852275	25	13.910169189461447
LY6E	LY6E	6.8892240483625e-07	15610.0	1.72541950289352	1.72541950289352	0.4388503652105539	8233.0	46.36701588374451	0.0	0.12476028619642981	0.09201568714983582	25	17.395503595931643
BEND2	BEND2	0.130981395094485	15609.0	1.72493212452898	-1.72493212452898	0.00184777523003672	14831.0	83.53047200630843	0.0	0.45332659075597825	0.07775403413291274	25	16.354206543152724
PCSK9	PCSK9	8.774062894841071e-05	15608.0	1.72485120734918	-1.72485120734918	0.6763212111467091	3292.0	18.53666779317337	0.0	0.07280209617797807	0.04957319009376111	25	33.32545490912669
STAM.AS1	STAM.AS1	2.3883850283712602e-06	15607.0	1.72470893348308	1.72470893348308	0.0116803322674219	9792.0	55.148135631407	0.0	0.18899757806460238	0.0712162005211486	25	21.564073120728025
ITPKA	ITPKA	9.74537197129965e-06	15606.0	1.7244900843522297	1.7244900843522297	0.6550360040625	1476.0	8.307986932522248	0.0	0.06037784571954645	0.04589963071028135	25	36.255460291969804
RRM2	RRM2	1.31428817941239e-07	15605.0	1.7244762824115198	1.7244762824115198	0.338173638793999	1282.0	7.215275430888814	0.0	0.04503239012674231	0.02690413384761629	25	62.42326557684653
LYZL4	LYZL4	0.30407977783631795	15604.0	1.7238428924134401	1.7238428924134401	0.0014209837161635599	16391.0	92.3172242874845	0.0	0.6294099696857987	0.1056134902204249	25	10.36262432425499
GFRA2	GFRA2	8.656083188084969e-16	15603.0	1.72357818079948	-1.72357818079948	0.30395539423181395	6621.0	37.28737185986256	0.0	0.132725540931484	0.05070606889511934	25	31.374008566085507
KLK10	KLK10	6.1169689899674e-07	15602.0	1.7230285797380098	-1.7230285797380098	0.00109029808882895	17665.0	99.4930719837783	0.92	1.3799579357913232	0.2447452901492731	25	1.4017456423265335
LINC01539	LINC01539	0.14623620482248498	15601.0	1.7226774204566597	1.7226774204566597	0.34841948185691307	9447.0	53.20491156922383	0.0	0.1790522405758635	0.08906968940970203	25	17.330532868262758
TBX5.AS1	TBX5.AS1	3.19366638896851e-14	15600.0	1.72266295236038	-1.72266295236038	0.6006452372162591	6577.0	37.03954038526529	0.0	0.11581238200192631	0.05804367173189838	25	27.683475604032054
ADAMTS9	ADAMTS9	5.053820141047521e-07	15599.0	1.72219569690867	-1.72219569690867	0.410296852020486	6254.0	35.22023206038075	0.0	0.1006315865457929	0.04578259689022312	25	35.418788371726514
SUSD4	SUSD4	5.164674916328571e-05	15598.0	1.72122749295647	1.72122749295647	0.6930352412497629	3177.0	17.888926439112314	0.0	0.0655186898481058	0.046301311105572104	25	35.759436689236836
HAGLROS	HAGLROS	5.11974362456469e-11	15597.0	1.7189454580812902	1.7189454580812902	0.0507994227376699	8197.0	46.16424467725582	0.0	0.14918933661276618	0.04790759632193446	25	32.766330227046105
FZD4	FZD4	1.6102055910789601e-10	15596.0	1.71859266746101	-1.71859266746101	0.31944499916607	7006.0	39.45589726258871	0.0	0.13577826574563967	0.06939264393791836	25	22.809541644376946
FAM167A	FAM167A	6.893057024916781e-10	15595.0	1.71800656773031	-1.71800656773031	0.5961030994715889	1351.0	7.603920243325448	0.0	0.05354338377268811	0.04589024990513897	25	36.27051906229059
SKA3	SKA3	1.24436215990928e-06	15594.0	1.7172196076108501	1.7172196076108501	0.00257786815260397	9358.0	52.70361608651571	0.0	0.17565547862062128	0.06751813085201307	25	22.831854341007233
LCN10	LCN10	0.00042550461486932597	15593.0	1.71519909340279	-1.71519909340279	0.00048823808080938094	13031.0	73.3919116818745	0.0	0.3227878280249854	0.06637885409004014	25	20.976729479075626
SPARCL1	SPARCL1	2.16234558565835e-17	15592.0	1.71339420648321	-1.71339420648321	0.508066263223307	6918.0	38.96023431339416	0.0	0.12364242235232854	0.061240950012332165	25	25.958966734035823
KCNH5	KCNH5	0.00349816508580103	15591.0	1.7133333391726202	-1.7133333391726202	0.8159036863695259	86.0	0.4787653486538245	0.0	0.02606822456459734	0.017905976573242565	25	94.22915905795126
LDLR	LDLR	2.9598499983981297e-15	15590.0	1.7133016786671	-1.7133016786671	0.23557630983289998	1002.0	5.638166047087981	0.0	0.03780430563972483	0.02136518397568517	25	78.42185561960005
FHL2	FHL2	4.1766499557646205e-21	15589.0	1.7124656536489902	1.7124656536489902	1.65479452694259e-08	9934.0	55.94795539033457	0.0	0.1879864840336908	0.04964427945861087	25	30.708053097764846
TSACC	TSACC	1.02606987756294e-05	15588.0	1.7124489699995402	1.7124489699995402	4.25066435653583e-06	13527.0	76.18564830460741	0.0	0.3178481808489406	0.0685481813887718	25	20.344825506618548
TSPAN6	TSPAN6	6.95746422056937e-22	15587.0	1.71218465168235	1.71218465168235	0.000372508657080857	16858.0	94.94761743832375	0.0	0.7152695227322063	0.10422874805285344	25	9.564684864531014
PCP4L1	PCP4L1	1.01569294504809e-05	15586.0	1.71182354042261	1.71182354042261	0.06534019070317801	11626.0	65.47820209530246	0.0	0.23147326740130988	0.0887997253294508	25	16.67066274731298
OPN4	OPN4	0.17619156205775802	15585.0	1.7113987270617	1.7113987270617	0.238231363781757	6342.0	35.715895009575306	0.0	0.11525619256110846	0.042223920539374564	25	37.801855301716
PPM1F	PPM1F	7.26197813782685e-27	15584.0	1.71120145212951	-1.71120145212951	0.0046536882607317205	16358.0	92.13135068153655	0.0	0.6032304331265775	0.12285320426669206	25	9.018657882115376
GYPC	GYPC	1.2605444707755599e-19	15583.0	1.71109736050827	-1.71109736050827	9.923699188221919e-06	17085.0	96.22620254590514	0.04	0.8127315078139806	0.10446738742156919	25	8.599486163744203
COL5A2	COL5A2	3.08934250226392e-06	15582.0	1.71097246479653	1.71097246479653	0.54382026613417	9064.0	51.04765123352484	0.0	0.16921951312328953	0.037726832791542625	25	40.86621742652252
FAM167B	FAM167B	2.2447668147157994e-16	15581.0	1.7103873131934801	-1.7103873131934801	0.8059155910911159	1061.0	5.97048552438887	0.0	0.047744613836316	0.03517836475613661	25	47.26321734631307
SERTAD1	SERTAD1	6.735171555771701e-13	15580.0	1.7094765359002	-1.7094765359002	0.19252957899703	4964.0	27.954263827869777	0.0	0.08525624327377074	0.04265956004302234	25	38.07400477146029
PGM5	PGM5	1.84441526898983e-25	15579.0	1.7089178977439	-1.7089178977439	0.0160150960681341	10784.0	60.73560887687281	0.0	0.218406197740557	0.046047237002065596	25	32.36918862116486
ARAP3	ARAP3	9.061680116724959e-25	15578.0	1.7080818058516598	-1.7080818058516598	6.052311556526401e-06	15404.0	86.75791370958656	0.0	0.48045949157975437	0.11240255654071939	25	10.921658297221933
NFASC	NFASC	1.25768059020737e-22	15577.0	1.7079968481107302	-1.7079968481107302	0.814931910425631	982.0	5.525515376816492	0.0	0.033350692755940534	0.021433972979349247	25	78.1304593865189
CDHR5	CDHR5	0.00199153816764981	15576.0	1.7079572341343898	1.7079572341343898	0.656560016796895	8227.0	46.33322068266306	0.0	0.18976857486435994	0.12597766574576302	25	12.051252500057462
NMUR2	NMUR2	0.0125138475030062	15575.0	1.7062181817369801	1.7062181817369801	0.12957174115836	5567.0	31.350681536555143	0.0	0.08679833379044169	0.0458248205234621	25	35.339360404421065
OTOS	OTOS	0.6752796234760261	15574.0	1.7047789957730999	1.7047789957730999	0.604689032861927	4748.0	26.737636588937704	0.0	0.08882281508298026	0.07969962115586025	25	20.2755817060907
DDX53	DDX53	0.422157246980346	15573.0	1.7047712778860802	1.7047712778860802	0.30233711468119395	5922.0	33.35023093387405	0.0	0.11993713953538049	0.08303421285013367	25	19.08651968810888
ADGRE3	ADGRE3	7.934225250884689e-06	15572.0	1.70426992618688	-1.70426992618688	2.9256593697647602e-05	17398.0	97.98918553565393	0.32	0.953771986951257	0.11312451471495338	25	6.63426438669547
MCM10	MCM10	1.4255041484265801e-08	15571.0	1.70384404525235	1.70384404525235	0.0014414582121772199	14867.0	83.7332432127971	0.0	0.41882467916508576	0.05828882061202574	25	22.045725965883552
PXT1	PXT1	4.79464099521371e-06	15570.0	1.70374614936924	1.70374614936924	0.444112848044162	5442.0	30.646614847358343	0.0	0.10839620805502817	0.07319635592932369	25	21.795483136546252
RAD54L	RAD54L	3.92096398640732e-10	15569.0	1.70325157385194	1.70325157385194	7.81429654072425e-07	13430.0	75.6392925537907	0.0	0.3303661154596261	0.056852303047796884	25	24.148282211858707
NFIL3	NFIL3	3.1036768929290198e-18	15568.0	1.70324016207274	-1.70324016207274	0.000204767403115769	13180.0	74.23115917539708	0.0	0.2929865219357517	0.13034133650189156	25	10.819696022654503
SLC22A12	SLC22A12	0.517594240891998	15567.0	1.70298050523186	1.70298050523186	0.00256881066422712	17635.0	99.32409597837106	0.96	1.255933292956731	0.17987513745328843	25	2.4853196423058868
TEAD4	TEAD4	9.507696049675619e-20	15566.0	1.7012904879967299	-1.7012904879967299	0.191946826322367	2199.0	12.380308662836542	0.0	0.04771956512121373	0.03624428221427836	25	45.62294579596048
ITM2A	ITM2A	1.85023786569792e-16	15565.0	1.7006566004173702	-1.7006566004173702	0.0130730700083612	15771.0	88.82505350906837	0.0	0.5050600421168918	0.07703389677837005	25	15.520395673871501
LINC00477	LINC00477	0.359870237093073	15564.0	1.7003780768986498	1.7003780768986498	0.0143340981610658	12235.0	68.90841500506927	0.0	0.2654210142013926	0.08319351748318558	25	17.24842398913208
TMIGD3	TMIGD3	4.48713303843847e-08	15563.0	1.70023815816154	1.70023815816154	1.27639214503071e-07	16491.0	92.88047763884194	0.0	0.6419094673468865	0.07714391364857366	25	13.718887735406216
HECW2	HECW2	3.2974461957868e-09	15562.0	1.69984969862692	-1.69984969862692	0.22926411051381898	11461.0	64.54883406556269	0.0	0.23453007612870486	0.0398643708837111	25	36.75762566961659
LRTM2	LRTM2	0.252494347963068	15561.0	1.6998141565678302	-1.6998141565678302	0.21823427764344	5986.0	33.71071307874281	0.0	0.10777947597870935	0.07873381913262577	25	20.220468130821466
STARD13	STARD13	4.04961182748892e-41	15560.0	1.69803660036683	-1.69803660036683	0.256462088588384	1922.0	10.820096879576433	0.0	0.05683467100250381	0.03900811040809943	25	42.073351213227596
LINC00671	LINC00671	1.0102954939219102e-06	15559.0	1.69793434428347	-1.69793434428347	1.44691333207007e-05	14951.0	84.20637602793737	0.0	0.4275446420248938	0.1011306163695826	25	12.56187045885222
SYCP2L	SYCP2L	1.74968115196875e-07	15558.0	1.6968446647139999	-1.6968446647139999	0.547030348795508	7129.0	40.14869888475836	0.0	0.12700121460788022	0.045302195063042845	25	34.65270166095737
KCNK16	KCNK16	0.0380474322102004	15557.0	1.6964052562743899	1.6964052562743899	0.0725035496681521	8517.0	47.96665540159964	0.0	0.1635064249128389	0.0385246647398946	25	39.79006285223146
LINC00334	LINC00334	0.0398086993616883	15556.0	1.6963610796517599	-1.6963610796517599	0.46692091648511297	2911.0	16.39067252450152	0.0	0.07817252932210707	0.1056427015437622	25	15.31756123880761
SULT1C4	SULT1C4	2.8997018040812e-10	15555.0	1.69467835584907	-1.69467835584907	0.15141472720101698	9249.0	52.0896699335361	0.0	0.16872137399777337	0.04949303643302541	25	30.831751127580148
TMCO5A	TMCO5A	0.209122929439523	15554.0	1.69433068003954	1.69433068003954	0.0568246900599911	10863.0	61.180579024445194	0.0	0.24436964678594986	0.12273604303918524	25	11.813653083069244
CLEC5A	CLEC5A	1.45109156070736e-06	15553.0	1.69425595547986	1.69425595547986	8.60089827102585e-07	17666.0	99.49870451729187	1.0	1.3603272073115542	0.12420881754111399	25	2.6884463984030202
ITGA2B	ITGA2B	0.00144355555884272	15552.0	1.69321941876556	-1.69321941876556	0.0139479316210164	16589.0	93.43246592317223	0.0	0.6629215304741982	0.06263388833513299	25	16.449527814377138
CCDC150	CCDC150	7.98172021239006e-15	15551.0	1.69260964813566	1.69260964813566	4.1290217506462904e-08	11570.0	65.1627802185423	0.0	0.2266697012914461	0.07397642995446561	25	19.816311056731685
PLAT	PLAT	3.07392983225675e-08	15550.0	1.69247162817031	1.69247162817031	0.0005522422633017361	9536.0	53.706207051931955	0.0	0.18333381609345417	0.031164462901772483	25	48.42495815934705
CRISPLD2	CRISPLD2	7.36597334499474e-08	15549.0	1.69194209724638	-1.69194209724638	2.1452586427152597e-06	13817.0	77.81908302354398	0.0	0.3353454415965186	0.10908726260821108	25	12.435885026486577
RPTN	RPTN	0.607782030602319	15548.0	1.6916716282441202	1.6916716282441202	0.00692552576643501	17663.0	99.48180691675115	0.96	1.3265034820824722	0.20054070569321836	25	1.8209178276268372
CDH1	CDH1	3.7240750033535e-22	15547.0	1.6911857509968	1.6911857509968	0.130246609969345	5412.0	30.47763884195111	0.0	0.08615902876312775	0.060303341502608555	25	26.615883668142057
ACKR3	ACKR3	2.59337880785657e-10	15546.0	1.6908311520856898	-1.6908311520856898	0.017686633968084002	9867.0	55.570575644925086	0.0	0.18986581424608467	0.0468003027257852	25	32.071701472405856
SLC1A1	SLC1A1	3.86240573651836e-07	15545.0	1.69016254976846	-1.69016254976846	0.48747511188379294	3565.0	20.074349442379184	0.0	0.08240216021288377	0.06115494408184084	25	26.28994946678366
CKAP2L	CKAP2L	2.4618799942273197e-07	15544.0	1.68834161639058	1.68834161639058	4.077785356773329e-05	11113.0	62.588712402838794	0.0	0.21374760084161568	0.06704642056723711	25	21.993627744380124
LINC01494	LINC01494	0.24169619663087805	15543.0	1.68833231036924	1.68833231036924	0.15849752607124099	11616.0	65.42187676016673	0.0	0.2940061319474492	0.18583991542491243	25	7.502834766329629
CPA2	CPA2	0.336281613274424	15542.0	1.6880498376178301	-1.6880498376178301	0.010814531911895001	16846.0	94.88002703616085	0.0	0.7251874575763579	0.10582502796902499	25	9.098626275093471
ID2	ID2	2.54970640445012e-50	15541.0	1.68718026690884	-1.68718026690884	0.3746716952812821	2493.0	14.036273515827418	0.0	0.054956368997797815	0.039999740315567404	25	40.805862363956415
MANEAL	MANEAL	9.847605852567309e-29	15540.0	1.6868610358725402	1.6868610358725402	0.621736502077961	3770.0	21.229018812661934	0.0	0.060860596239849254	0.03872915394445898	25	41.98388743437357
SOWAHA	SOWAHA	0.000446595525588297	15539.0	1.6866025705494498	1.6866025705494498	0.0202158352599175	11118.0	62.616875070406664	0.0	0.22957345224516884	0.07594119895371004	25	19.186280153311948
ST14	ST14	2.4761829479490398e-70	15538.0	1.68564605699979	1.68564605699979	0.462748129366649	7952.0	44.7842739664301	0.0	0.14638495454196698	0.10846017718723382	25	14.191947149418818
DCAF12L2	DCAF12L2	0.00263641806859895	15537.0	1.68551216033119	1.68551216033119	0.00884915692226008	12180.0	68.59862566182268	0.0	0.2579024594169845	0.08902211573189846	25	16.036573487128024
APOA2	APOA2	0.000852715529867794	15536.0	1.68430482845862	-1.68430482845862	0.0135101455800158	17305.0	97.46535991889151	0.24	0.9003218633239388	0.14170669509234976	25	5.532434191791448
WWC2	WWC2	2.28491890875463e-26	15535.0	1.6831776864998302	-1.6831776864998302	1.22020724867818e-06	6899.0	38.853216176636245	0.0	0.13774785528463884	0.04536394783046268	25	34.067357563122144
FGF20	FGF20	0.0361333665310406	15534.0	1.68291137171494	1.68291137171494	0.24593586261310502	6656.0	37.48451053283767	0.0	0.12796046604417569	0.058320128536471144	25	26.662336738478864
IGFBP6	IGFBP6	9.76254380165347e-06	15533.0	1.6824632964304997	-1.6824632964304997	1.55580861532952e-05	8298.0	46.73313056212684	0.0	0.15447472706791723	0.0364678696200701	25	41.899584079944546
NKX2.5	NKX2.5	0.11971930852481599	15532.0	1.6814322547378897	1.6814322547378897	0.121485552515777	6575.0	37.02827531823814	0.0	0.11869773343432392	0.0529979789314359	25	29.486681432235244
KLRF1	KLRF1	0.00103581273273821	15531.0	1.6813108420417602	-1.6813108420417602	0.00016201059622668	14583.0	82.13360369494198	0.0	0.4122854167699879	0.07684526132410081	25	16.514036173545687
NXPE4	NXPE4	0.0225663004942481	15530.0	1.6812728563697	1.6812728563697	0.0618992542710272	16461.0	92.71150163343471	0.0	0.6383981355477534	0.16240492599213543	25	6.421447591266094
SLC16A7	SLC16A7	5.74354224015443e-08	15529.0	1.68068181689379	1.68068181689379	0.00228147913943342	14231.0	80.15095189816378	0.0	0.3577013778389052	0.059490077563059615	25	22.23867396462078
TESC	TESC	2.2763490614850898e-14	15528.0	1.68041523661497	1.68041523661497	8.70300670323196e-05	15847.0	89.25312605610003	0.0	0.5198136894140966	0.122567762274037	25	9.469060425579123
C11orf53	C11orf53	0.0133111652263286	15527.0	1.68040649926882	1.68040649926882	0.0407722747556007	11453.0	64.50377379745409	0.0	0.24021435187014034	0.0495625205612923	25	29.058089279733917
NEIL3	NEIL3	0.000127153542230266	15526.0	1.6783910890410803	1.6783910890410803	0.17977558003356897	10617.0	59.79497578010589	0.0	0.21523113018167428	0.043027207725651974	25	34.00545924775636
PRR36	PRR36	2.2271498272556497e-36	15525.0	1.67796195534343	1.67796195534343	0.7945860033406329	3035.0	17.08910668018475	0.0	0.0602243995054271	0.04007125656019525	25	40.37152050392603
DISP1	DISP1	7.20698482825122e-13	15524.0	1.67792675930294	-1.67792675930294	0.0607655789747994	12616.0	71.05441027374113	0.0	0.2839452346807601	0.16395908243746285	25	8.502008573717601
JUND	JUND	5.975568113067401e-12	15523.0	1.67765063766627	-1.67765063766627	3.0298566944989003e-05	15513.0	87.37185986256618	0.0	0.47745042350353406	0.08280400755998608	25	14.494470129278099
SLC2A3	SLC2A3	3.668776662693871e-11	15522.0	1.6775101044306897	-1.6775101044306897	0.0227014519428355	14595.0	82.20119409710487	0.0	0.39541823952165833	0.09073820789120084	25	14.1295700532935
SPATA46	SPATA46	2.0459041733733397e-05	15521.0	1.6774052407466102	1.6774052407466102	0.618225671387697	3960.0	22.299200180241073	0.0	0.07187541539563587	0.040571136670615515	25	39.573202949322656
SRD5A3	SRD5A3	9.05165085125214e-26	15520.0	1.6770675698732298	1.6770675698732298	0.0190376977216598	13648.0	76.86718485974991	0.0	0.31765079590888734	0.08368954211782745	25	16.243568067924237
CSAG3	CSAG3	0.137236766667836	15519.0	1.6759890538050202	-1.6759890538050202	2.95169512842739e-10	13008.0	73.2623634110623	0.0	0.3281128502129018	0.06688911433380845	25	20.15090522600697
B4GALNT3	B4GALNT3	1.61808032207249e-28	15518.0	1.6750942480249	1.6750942480249	0.6087626040877231	3977.0	22.394953249971838	0.0	0.07719782316343371	0.05170768218530091	25	30.902495670473215
RASGRP4	RASGRP4	1.54386457472196e-17	15517.0	1.67480510395454	-1.67480510395454	4.76993984948666e-05	17192.0	96.82888363185761	0.12	0.8528980238095203	0.10937724997588709	25	7.514424437679813
C6orf99	C6orf99	0.00013579371205165502	15516.0	1.6747158349230302	1.6747158349230302	0.0100238765272435	11830.0	66.62723893207163	0.0	0.2598004336194069	0.06787280065763292	25	20.846574586494587
SHROOM4	SHROOM4	4.2231562703104097e-23	15515.0	1.67428261523597	-1.67428261523597	0.0951401020347481	12254.0	69.01543314182719	0.0	0.2625879406682648	0.04151451190695653	25	34.00484817770794
LINC00661	LINC00661	0.612449523939764	15514.0	1.6739160853099497	1.6739160853099497	0.007533730530540859	17063.0	96.10228680860651	0.08	0.8249670464040524	0.1532737238895664	25	5.5387774066060045
B3GALT1	B3GALT1	0.000375192304921106	15513.0	1.6738888334804698	-1.6738888334804698	0.00169517761565736	11434.0	64.39675566069617	0.0	0.23342775527183424	0.07561787774691922	25	19.04921324332356
MX2	MX2	4.7650520098092695e-08	15512.0	1.67387049971273	1.67387049971273	4.4615414721075106e-06	16290.0	91.74833840261348	0.0	0.5875393203439538	0.12806766872213593	25	8.482477975965597
RAI2	RAI2	1.1880709610998198e-15	15511.0	1.67337843812415	-1.67337843812415	0.5302567281234271	2958.0	16.655401599639518	0.0	0.05958614187859137	0.03475012471382686	25	46.43989941145278
ACSM3	ACSM3	1.07990306919706e-11	15510.0	1.67241808448286	1.67241808448286	0.874525744781626	46.0	0.25346400811084824	0.0	0.024765753111741784	0.019486739789815966	25	84.55248795553804
OLFML2A	OLFML2A	4.43306281839404e-08	15509.0	1.67116223532674	-1.67116223532674	0.3688944309753	6903.0	38.875746310690545	0.0	0.12070439251478243	0.05977198804588943	25	25.939539464901298
HHIP	HHIP	0.0025799159421452103	15508.0	1.6704854338479098	-1.6704854338479098	0.358594605245182	11168.0	62.89850174608539	0.0	0.2555000724331593	0.06611832457630988	25	21.40080485224119
WT1	WT1	0.00860557150280735	15507.0	1.67011973826045	-1.67011973826045	1.19983482493731e-07	13265.0	74.70992452405092	0.0	0.3100841641874386	0.05341992961434831	25	25.459329203378676
CX3CL1	CX3CL1	3.2187357195513e-05	15506.0	1.66959019707129	-1.66959019707129	0.11171707635676802	11330.0	63.81097217528444	0.0	0.23557845935656535	0.11968071427905068	25	11.98197843615092
COCH	COCH	4.1438340634889204e-05	15505.0	1.6685253645529	1.6685253645529	1.54421907778358e-06	13300.0	74.90706319702602	0.0	0.3273256088300201	0.052392800318662995	25	25.598932440439285
PLD5	PLD5	0.0032414348831912103	15504.0	1.6683966755956399	1.6683966755956399	0.14835010970216597	3302.0	18.592993128309114	0.0	0.07175138302273038	0.0502363545861467	25	31.782666272787324
CYP4F11	CYP4F11	0.00552277775084089	15503.0	1.6682665062012199	1.6682665062012199	0.0556333793166717	13455.0	75.78010589163004	0.0	0.32260946767397464	0.07021158833243828	25	19.16573987980189
LRIG3	LRIG3	4.07569992302713e-18	15502.0	1.66823878733828	1.66823878733828	0.0387000430383566	9040.0	50.91247042919905	0.0	0.1659945644856201	0.055556267418292414	25	27.040049532881905
