	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)
IDI2.AS1	IDI2.AS1		15112.0	1.24391083315392	0.1946881803080735	1729.0	-0.17381821966136254	1.8368165419115043	25	0.7718403120106412
CCDC30	CCDC30	0.0131014058812721	15111.0	1.24261886317527	0.348105587495547	2005.0	-0.2034354853746537	1.6569130332126318	25	0.8727400410063352
SOHLH1	SOHLH1		15100.0	1.2423195709114498	0.00598751578129947	16310.0	2.430588395864974	3.4194150209880863	21	0.34750646460287166
LENEP	LENEP		15100.0	1.2423195709114498	0.5827062478550546	5719.0	-0.3600990468596861	1.468965621431815	22	1.0908482774493
VN1R10P	VN1R10P		15100.0	1.2423195709114498	0.43348476637496747	3447.0	0.2033216753303881	2.1128164142542945	14	0.49175966665696774
ALX1	ALX1		15100.0	1.2423195709114498	0.5814538679933361	11593.0	0.8618604061514176	2.004323858359522	23	0.18981920669817626
ERC2	ERC2		15100.0	1.2423195709114498	0.7812177679075551	4143.0	-0.1584234862662384	1.7597227907665844	24	0.7960021115413782
MEPE	MEPE		15100.0	1.2423195709114498	0.08420290339615945	16495.0	3.2975375228049106	5.134211823308863	18	0.40029862861577986
GAPDHS	GAPDHS		15100.0	1.2423195709114498	0.10502079122152601	15032.0	2.1911278036766504	1.7100827863869301	25	0.5548317545315139
SFTPC	SFTPC		15100.0	1.2423195709114498	0.0012219013455999923	17707.0	7.523520645381115	6.839812376787061	22	0.9183294407002728
SPINK1	SPINK1		15100.0	1.2423195709114498	0.0474485579879922	17337.0	4.266420949511869	4.205640515558243	22	0.719058456711441
ACTL6B	ACTL6B		15100.0	1.2423195709114498	0.0223096411208808	14070.0	2.1644419922849556	2.1874340483552044	21	0.42155438792171884
LMOD2	LMOD2		15100.0	1.2423195709114498	0.0870194313431778	16584.0	2.4417283006010315	2.9523245908147215	19	0.40625909949779393
MSTN	MSTN		15100.0	1.2423195709114498	0.27287748060230804	17248.0	2.5810853143816694	3.104484217458039	21	0.43123612480993867
RGS18	RGS18		15100.0	1.2423195709114498	0.33225465687025146	14863.0	1.7269540207233443	2.530139439377786	22	0.19154456164324135
AGR3	AGR3		15100.0	1.2423195709114498	0.233130966681167	11673.0	1.6139011832098795	2.219301199746094	22	0.16743180796772497
CLSTN2.AS1	CLSTN2.AS1		15100.0	1.2423195709114498	0.83438487809393	4363.0	0.32390747926506197	1.5956126614738013	17	0.5755858635504237
CASC6	CASC6		15100.0	1.2423195709114498	0.299678183412623	182.0	-1.3313627688662628	2.370802144481442	16	1.0855744945939576
METTL21EP	METTL21EP		15100.0	1.2423195709114498	0.553919084585485	8192.0	0.9580052003293853	2.111633795453579	16	0.134641892545101
SPHKAP	SPHKAP		15100.0	1.2423195709114498	0.0223016988662064	13103.0	2.371567739208201	2.3862558935564384	21	0.4732301222790224
CXCR5	CXCR5		15100.0	1.2423195709114498	0.0641789124284493	12364.0	2.045070417664424	1.957034527438006	25	0.41018737048235504
DMRTC2	DMRTC2		15100.0	1.2423195709114498	0.11111876750266518	14830.0	2.577717181198464	3.4273698929472576	18	0.3896275138072948
SCML4	SCML4		15100.0	1.2423195709114498	0.3884991505625995	12420.0	1.627823233703376	2.610994980932079	24	0.14764626726869776
TMPRSS4	TMPRSS4	0.0402061413980411	15089.0	1.24082391229148	0.200463199644883	16638.0	3.31220817509292	1.6998337113521311	24	1.218580528770523
TAGAP	TAGAP		15088.0	1.2405289209230301	0.23198535600497197	15030.0	2.5016327014813107	1.8281215202583658	25	0.6898358596971444
CELSR1	CELSR1	0.000752600184322815	15087.0	1.24011806840988	0.09202220248337435	16003.0	2.753668162070557	2.191709417833464	25	0.6905797280174316
IGF2.AS	IGF2.AS	0.16029816707897698	15086.0	1.23853204099408	0.105483106741545	16075.0	2.6518871166739997	2.3347872392641205	24	0.605346410975495
EEF1A1	EEF1A1	0.00820582917635234	15085.0	1.23832467523882	0.36667405349629295	5436.0	0.8071045764470761	1.896594024736375	25	0.22736552639497168
HLA.B	HLA.B	0.00561896583110552	15084.0	1.23706921893426	0.0220877965757573	14340.0	3.318854325399205	3.1705286207215795	25	0.6566050509240167
GALT	GALT	0.00110959395712785	15083.0	1.23692702922153	0.22610606425974	12174.0	2.504966268027198	2.946154509219781	25	0.4304048666956975
LOXL1	LOXL1	9.5193997458573e-05	15082.0	1.23662825033921	0.0263798150488922	14970.0	2.843894889087798	2.1377872338333694	25	0.7518365781736477
MGAT4B	MGAT4B	1.24570665518704e-08	15081.0	1.23650920009219	0.064401526962842	13989.0	2.719405213954351	2.3802236364553098	25	0.6230070112531645
RAI1	RAI1	0.00371411050765649	15080.0	1.23643742718297	0.0418052301352088	15217.0	3.0359748609800072	2.3962334198374684	25	0.7509858676118023
ZNF395	ZNF395	0.0145404321174586	15079.0	1.23638556460232	0.4621425049882175	7218.0	1.1469073540303591	1.6727551062724648	25	0.053491518415599064
PERP	PERP	9.89138226641374e-08	15078.0	1.23535812177788	0.15860284992132598	15245.0	3.666348270109695	3.8699664310831268	25	0.6281682778450948
PBXIP1	PBXIP1	0.000470199211164609	15077.0	1.2350282818648302	0.0647914908585457	14741.0	2.8379334781068555	2.6522605535073573	25	0.6043543475102168
ABCC11	ABCC11	0.00431178964734244	15076.0	1.2347327814176299	0.208883790145393	11809.0	1.6926759452113647	1.9951943791224231	25	0.2295230823550931
CWH43	CWH43	0.103317518217865	15075.0	1.2343600954059	0.130045799962186	14595.0	2.521233098853511	2.681700838530974	22	0.4798719472946712
TNFSF15	TNFSF15	0.0350997632002356	15074.0	1.23431651594502	0.185069928774804	15675.0	2.2785198976782213	2.3709251503679987	25	0.44042022227952965
BRPF3	BRPF3	0.000122036171637923	15073.0	1.23340184921731	0.2088451561591095	9997.0	1.4224185503879647	1.70031215010619	25	0.11116588278149399
REPS2	REPS2	0.00259433550379615	15072.0	1.232564714722	0.251791141468146	11883.0	1.8496889411690478	1.8172596338153175	24	0.33959056535658694
TSPAN8	TSPAN8	0.0257522999905066	15071.0	1.23194361817346	0.0461248072770571	16329.0	3.9370618340647154	3.693481319401758	23	0.7324033836806869
PLPP3	PLPP3	1.4515430493614498e-05	15070.0	1.2316069064066297	0.22727959444961449	11749.0	1.594577557075025	2.312625503059971	25	0.15695176334781716
CD101	CD101	0.039604383285868995	15069.0	1.23120698741351	0.7456087104611454	6406.0	0.01344967196600995	1.5485924835705804	25	0.7863639584764898
SLC23A3	SLC23A3	0.333429211042868	15068.0	1.2308648736787602	0.4390932635292129	9092.0	0.7308427171639578	1.6050743352833845	25	0.3115258561694719
NCOA7	NCOA7	3.56426792693625e-05	15067.0	1.23078367637352	0.4230431610626675	7290.0	1.2470784808796824	2.315336520987683	25	0.007037769394839978
DACH2	DACH2	0.16279559499938198	15066.0	1.2305867085995101	0.267001190923001	13365.0	1.8361579709532554	2.266808921786609	21	0.2671470261712478
LMF1	LMF1	1.7824877330259803e-05	15065.0	1.2305076493398601	0.08512271368933749	12667.0	2.955051415459978	3.2963919483416295	25	0.5231610176052374
ASB16	ASB16	0.0302640182597863	15064.0	1.23024881115649	0.25262008258900004	12095.0	1.379543785489067	1.582885586758498	25	0.09431823473628934
BBS12	BBS12	0.0305470336955729	15063.0	1.2296011016746597	0.5352188537279455	3141.0	0.049884229571296096	1.5551526265429605	25	0.75858591109853
SRMS	SRMS	0.0372536497271272	15062.0	1.2295351181565501	0.214448432269016	15384.0	2.002735371777388	2.2270832236551645	25	0.34718067354116894
LINC01607	LINC01607	0.272403291823963	15061.0	1.2287853817817298	0.7566977738507171	5360.0	0.11211939259408361	1.8093809998078698	23	0.6171535952384932
FOXD3	FOXD3	0.0791719585928024	15060.0	1.22645363402635	0.042879214150418704	14793.0	2.1414200555691667	2.458149432104187	25	0.3722175753813312
MEGF9	MEGF9	2.32322173925429e-05	15059.0	1.22619070865229	0.41471558692409094	7868.0	0.9690607252776671	1.801112923845281	25	0.14276172247193922
ENDOG	ENDOG	0.00131130348245583	15058.0	1.22408372110672	0.1845003747433095	12711.0	1.7631969388171194	1.4592057387712563	25	0.3694566183411305
PIK3R2	PIK3R2	0.0237222526902464	15057.0	1.22331334110534	0.0776073035645188	11670.0	1.68490094194432	1.2362966089060745	25	0.3733631537236128
MIR663AHG	MIR663AHG	0.42179239018578096	15056.0	1.22088786787681	0.43593698267295405	1617.0	-1.208244457308325	2.5541745437531396	24	0.9510439805792341
CYP1A1	CYP1A1	0.20484850819875897	15055.0	1.22045462231994	0.102931100063109	16210.0	3.145595899379728	2.225188552574829	25	0.8651587187216797
SYPL1	SYPL1	1.8305617397163302e-07	15054.0	1.22013738047529	0.408461445828344	2955.0	0.04745859729761858	1.6671421672285494	25	0.7034065877699729
TBX6	TBX6	0.000836059910081286	15053.0	1.21900733118552	0.0093261742677226	16555.0	3.5696108071791643	2.2591639709385882	25	1.04047493065192
ZDHHC1	ZDHHC1	0.000909017797642523	15052.0	1.21822452632097	0.0403696604462983	13972.0	2.073580053343493	1.8477523061198127	25	0.4629167687625442
AK7	AK7	0.0016302941812537401	15051.0	1.2175713623200002	0.6318654467814515	8611.0	1.0355899664684174	1.594879713236203	25	0.11410352413494597
LPXN	LPXN	0.00554453220657353	15050.0	1.21686534660425	0.4069193394429821	8484.0	1.3227145307758232	1.8411981737805208	25	0.05748929456856549
LRRC27	LRRC27	0.00048553338999549696	15049.0	1.21625925994286	0.5827505836357719	5041.0	0.5479100154789187	1.5876967475409476	25	0.4209552268083262
SMARCA2	SMARCA2	1.134823779908e-06	15048.0	1.2152039802315902	0.5857680870071801	3841.0	0.31521791853306036	1.4150483013867778	25	0.6360108420444193
PINK1	PINK1	0.000392030544002826	15047.0	1.21329742906739	0.424401953165341	9241.0	1.6038057643160142	2.1957277433975397	25	0.1778491602262012
IFT74	IFT74	0.000863785610515262	15046.0	1.21303671847677	0.0831190702840169	860.0	-0.4995755938724046	1.5265377775801392	25	1.1218931738879072
CYP46A1	CYP46A1	0.0689324844439613	15045.0	1.21147634515917	0.39208853316833897	10881.0	1.5546848850524548	2.2121164753705584	25	0.15514939819603893
GABRR2	GABRR2		15043.5	1.20866988427404	0.7360237709306809	8570.0	0.45087090598465407	1.596466926716337	25	0.4746725194289183
LINC00323	LINC00323		15043.5	1.20866988427404	0.42349564392363503	8119.0	1.2439988482693412	1.815697643009238	21	0.019457514928944267
FOXC1	FOXC1	0.00466675929793811	15042.0	1.20789392413997	0.396010300303018	10583.5	1.6668789574359144	2.0113242878156803	25	0.22820041306934502
PLPPR5	PLPPR5	0.309928571587294	15041.0	1.2070151274715502	0.19475465515597798	16225.0	3.9251222393800336	4.210168442594329	23	0.6456053122267884
KIF27	KIF27	0.00219631007003265	15040.0	1.20625068325933	0.37807175864785797	2651.0	-0.13091299766612322	1.3600851502452878	25	0.98314703361352
LAMA3	LAMA3	0.00569695154887087	15039.0	1.2056546740358702	0.17840977495406102	16699.0	3.4613457504347815	3.2177996903898953	25	0.7010041933733896
CAMK2A	CAMK2A	0.309716197528303	15038.0	1.20513191165112	0.0133765277780073	16562.0	3.5730065223185714	3.79196526019075	24	0.6244452277889113
IKZF2	IKZF2	0.000174171357783731	15037.0	1.20483451947954	0.416560865439455	8321.0	1.2672081918475577	2.2128403194050414	25	0.0281871546812686
PPARA	PPARA	0.00119549265157185	15036.0	1.2046689643550201	0.327029956559225	8096.0	1.1631038491868573	1.6344138338179377	25	0.025431206165863206
ZC3H12D	ZC3H12D	0.0014651851028504301	15035.0	1.20363864998321	0.2386410962925985	13312.0	2.027816944799999	1.2894527306357182	25	0.6391690639256375
ABCA1	ABCA1	0.00194123467460305	15034.0	1.20353961647322	0.2643731880319265	4365.0	0.3048327383627182	1.6108000968445095	25	0.5579257661276723
CCDC191	CCDC191	0.00221222178599552	15033.0	1.20345550035616	0.46543491612051396	6366.0	0.7242861191796179	1.6741494406087523	25	0.2862166121814711
ATP6V0E1	ATP6V0E1	0.000861914694563048	15032.0	1.19967852831006	0.4268689447563279	2069.0	-0.31962196478661115	1.8659897390468052	25	0.8142062420304457
SP5	SP5	0.496823170065717	15031.0	1.19959978466981	0.0156056237975155	17102.0	4.201248707762928	3.468682992164588	25	0.8653569466779022
DNPH1	DNPH1	1.18557943635369e-06	15030.0	1.1987236251786102	0.46226529825611695	7094.0	0.8332530641970196	1.3389573559200854	25	0.27295160623726644
MAPT	MAPT	0.00258866387546354	15029.0	1.1979141072068702	0.0484503499155927	15130.0	2.5331106185238443	1.6185158752431494	25	0.8249511368656719
DNAH17.AS1	DNAH17.AS1	0.0814576176617358	15028.0	1.19785159020657	0.6146550189744729	8792.0	0.4418925819145551	2.03118871647178	25	0.37217566352235976
ITPKB	ITPKB	0.0026097229360749897	15027.0	1.1969848852801102	0.188922804575594	12352.0	2.1455832075728494	2.0848656196655106	25	0.4549925488458721
LINC00668	LINC00668	7.7056073595977e-07	15026.0	1.19544943322034	0.16004314949674697	12959.0	1.4952269910567095	1.951295233267982	21	0.15363003646265733
ABCB6	ABCB6	0.0256116211459584	15025.0	1.19542950772684	0.545847846338633	6144.0	0.5888530490081024	1.4302056105902372	25	0.42411836048413143
FAM225A	FAM225A	0.00898051717020545	15024.0	1.1954261791890302	0.3062361657049625	13442.0	1.6941071704549746	2.183054201354648	24	0.22843271182020977
CDH10	CDH10	0.0313238683738292	15023.0	1.1948933073331798	0.557950057251618	9862.0	1.1695161157272307	1.6557103786754896	24	0.015327071650206091
DLG5	DLG5	0.00182746348021924	15022.0	1.19408832713671	0.2516601974031125	12155.0	2.426922405354978	3.729788187962631	25	0.3305372895428934
VAT1	VAT1	4.03697842024701e-06	15021.0	1.19383792889151	0.0508199299629185	13303.0	2.643360361231895	2.521304571002558	25	0.5749096912016484
ZKSCAN1	ZKSCAN1	0.000531927696095611	15020.0	1.19342324991779	0.457991138934659	3792.0	0.2585168641777761	1.4726554424431675	25	0.6348439416276381
PEX11B	PEX11B	0.000606405273827823	15019.0	1.1933241696363799	0.4268689447563279	4876.0	0.8292098891000088	2.1749617339937246	25	0.167411809985169
FOXJ1	FOXJ1	0.00113949634495581	15018.0	1.18992876707049	0.0253867815456876	16579.0	2.879630416128107	2.6221213651623074	25	0.6444025328145045
OVOL2	OVOL2	0.00189856519560192	15017.0	1.18912890743393	0.22519015976656304	9915.0	0.9267882092096511	1.313343555730592	25	0.19975024591211624
DSP	DSP	0.0171698426174222	15016.0	1.1886954138024	0.391348392991765	16129.0	3.0966689107562324	2.7414305523553524	24	0.6959773229763419
TMEM61	TMEM61	0.0302446624778397	15015.0	1.18839292847728	0.0996146916499537	14449.0	2.1800794174502243	1.7823872228155861	23	0.5563810580993761
LBX2.AS1	LBX2.AS1	0.000505835346728311	15014.0	1.18816125650672	0.2596917538093775	11137.0	1.753778076007396	1.7499247837348675	25	0.3232235035230937
IQCA1	IQCA1	2.41004337146139e-05	15013.0	1.18784102370916	0.5472323828010001	9337.0	1.3686232471025825	1.8142931827989823	25	0.09964333499535213
COL6A3	COL6A3	0.22460340836110604	15012.0	1.18769961827796	0.28071759209133396	14579.0	3.5771847117348905	4.574018309669568	25	0.5224039196357195
KIFAP3	KIFAP3	0.0024884359897550104	15011.0	1.18754873235092	0.5483238406647165	5440.0	0.4392843588557277	1.8199377170602675	25	0.4111483412211811
STAR	STAR	0.6085446138377459	15010.0	1.18736180202954	0.112498032604175	16748.0	3.2191978467556246	2.5088942468873587	24	0.8098532041543269
TMEM129	TMEM129	0.000440323810602621	15009.0	1.1866121784608001	0.033322040388202946	12500.0	2.090571340511156	1.9249993542525727	25	0.46958933261634245
PSD3	PSD3	0.00201734754048227	15008.0	1.18653616051904	0.587409068554038	4767.0	0.5772099646925243	1.954543089255413	25	0.3117486634989663
TTN	TTN	0.00025055221602650096	15007.0	1.1849708467488798	0.6469089172168361	5865.0	1.080353750297351	5.201850423867512	25	0.020111515696706096
PRR35	PRR35		15006.0	1.18485199265071	0.002906476550923776	16768.0	4.4261439745244155	5.333869905490728	24	0.6076811094580867
MGARP	MGARP	0.61549518438965	15005.0	1.18455848882014	0.29381661589749797	13264.0	1.5463430376301586	2.283920956202561	23	0.15840502177954183
FNDC8	FNDC8	0.723106658193957	15004.0	1.18423240089437	0.57038968824616	10585.0	1.2496045706769479	1.4399060557569676	25	0.04540030199971012
RIPPLY3	RIPPLY3	0.0607159636008279	15003.0	1.18396845102296	0.13206333594483569	16595.0	2.6960135287348064	2.161240634669563	24	0.6996190305958347
DENND4C	DENND4C	1.6577102621877698e-05	15002.0	1.18393148266909	0.2888802840031275	1447.0	-0.3177152269443655	1.7940080246569654	25	0.8370345555731766
SPNS2	SPNS2	0.0393090329755602	15001.0	1.18268616620788	0.049274833184446996	15021.0	3.030570854793713	2.36695103389354	25	0.7807025418460545
FANCD2OS	FANCD2OS		15000.0	1.1822872499726298	0.5377959929752105	7848.0	0.6962833280249155	1.1012820392794085	25	0.44130740774244953
CAV3	CAV3		14999.0	1.17938492163218	0.11739218674307296	16991.0	2.8076634880719125	3.0594169742152024	17	0.5322185828747376
VIM	VIM	0.00684574216456206	14998.0	1.17903029878112	0.271818269512534	12654.0	3.0349149636309756	4.491791570477572	25	0.4131724804525015
HCN1	HCN1		14996.5	1.17888717522504	0.0309003623860375	13725.5	1.8970116643944541	2.842910605570188	23	0.25260185380517214
ADH4	ADH4		14996.5	1.17888717522504	0.0029255707760038	17345.0	4.006426353476142	4.370408095830137	23	0.6469737187584138
CACNG6	CACNG6	0.0382347487978063	14995.0	1.17769557371414	0.05895981313825445	11554.0	1.8827504579311327	2.4065444063697043	23	0.29297397644142165
TNS4	TNS4	0.15912520440273098	14994.0	1.1771596043969	0.00918492711365694	17656.0	5.921038798443824	4.756194954044613	25	0.9974105855380853
SDHAF4	SDHAF4	0.0601455384426195	14993.0	1.17681736391995	0.44015225777723554	3021.0	-0.05590577776605625	1.5063103627495733	25	0.8183726091054906
FUT8.AS1	FUT8.AS1	0.202255210686469	14992.0	1.17672583341296	0.5580677190351739	7797.0	0.6684778674075773	1.255785532320117	25	0.4047251325362644
PRSS21	PRSS21		14987.0	1.1764499382945	0.18873503232262298	15239.0	2.7897654680658106	2.2914992021246223	25	0.7040436794721481
CRHR2	CRHR2		14987.0	1.1764499382945	0.22676452098891953	14179.0	1.3069752384338633	2.011822405006302	25	0.06487913635644917
UMODL1	UMODL1		14987.0	1.1764499382945	0.136657256103756	12504.0	1.4993893542584906	2.2009297910828756	24	0.14672863135952274
CMA1	CMA1		14987.0	1.1764499382945	0.10373301807282374	11348.0	1.2725736948127666	2.530401549846985	21	0.037987550443951995
WNT2	WNT2		14987.0	1.1764499382945	0.0619675259618251	13378.0	1.861700891422678	1.8029290000526281	23	0.3800765050138832
NANOS2	NANOS2		14987.0	1.1764499382945	0.09086797819856984	14216.0	1.9211283779581478	2.7618233556397405	17	0.2696328996360279
KLF17	KLF17		14987.0	1.1764499382945	0.193807176753118	14953.0	2.368498235578941	2.124099256830189	21	0.5612017863342906
DRICH1	DRICH1		14987.0	1.1764499382945	0.478220944359049	9595.0	0.6819401000061791	1.83186139751394	25	0.26994937442288547
TFEC	TFEC		14987.0	1.1764499382945	0.458477124510161	10573.0	1.202519424756327	1.3583080607520408	25	0.019192617061694613
LRRC66	LRRC66		14982.0	1.17487915275799	0.253982466592283	10907.0	1.109029300581712	1.71237703625972	25	0.038455229649722096
RGL3	RGL3	0.0461697709957751	14981.0	1.17445686354686	0.066588375893399	17115.0	3.088888019823966	2.507907815611166	24	0.7633578652134658
CHST15	CHST15	0.0005970255782221481	14980.0	1.1735356726409099	0.246181461617037	8716.0	1.4340436013240518	1.879979907780257	25	0.13856952811305878
SAMD14	SAMD14	0.0253643416141013	14979.0	1.17338912010598	0.27408917726288895	8738.0	1.4908355295410416	1.825621114664491	25	0.17388405890200345
PIK3IP1	PIK3IP1	0.00841706956224875	14978.0	1.17263474358851	0.16322851779050698	14033.0	2.8754039161213125	3.1826573368627513	25	0.5350149237904692
LY6K	LY6K	1.15928018029749e-05	14977.0	1.17258475742987	0.152281067668972	17491.0	5.120962023261339	4.415931079680665	24	0.8941211252139816
HDAC9	HDAC9	0.0479047036254028	14976.0	1.1721839555099598	0.623532466801554	6306.0	0.6616049206208874	1.8454942265540983	25	0.2766624937334126
GRIK1	GRIK1	0.663525533578011	14975.0	1.1717798955818501	0.08126554903705831	14713.0	2.1860726389082497	1.8235001751665776	21	0.5562339708762262
SLCO3A1	SLCO3A1	0.0010957336402978302	14974.0	1.1702527978543897	0.518447936109752	10359.0	1.4193648013055256	1.6022912182742284	25	0.15547236395606387
SIDT2	SIDT2	5.51499729323902e-05	14973.0	1.1701458891046599	0.180008322822753	8656.0	1.3021996284364559	1.976550647383771	25	0.0668101976069203
CCBE1	CCBE1	0.0770580865693959	14972.0	1.16961484095018	0.21667271695598594	14190.0	2.3080465663379837	1.8314506432506752	24	0.6216010950571839
NUP62CL	NUP62CL	9.140042573358421e-05	14971.0	1.1694112341071201	0.315160563281189	9985.0	1.0406204458392652	1.4595372876364252	25	0.08824083451572434
SLC37A1	SLC37A1	0.0006160526094822889	14970.0	1.1693776219716001	0.278041310416541	10307.0	1.4462490301356425	1.738367558729975	25	0.15927092447946997
LINC01119	LINC01119	0.37307669259084203	14969.0	1.16869891602861	0.555864007331434	12008.0	1.2023073599687641	1.7975170692371596	23	0.018697148703248196
DMP1	DMP1	0.6696322111609921	14968.0	1.16855527716734	0.4409532991874855	15763.0	2.5407804184412117	3.0767387993911317	15	0.44599988193519285
RGS12	RGS12	0.000249825548921298	14967.0	1.1674099341298	0.19606625516839998	10989.0	2.0846823303915936	2.2080410310176752	25	0.4154236191159125
OAS1	OAS1	0.205351598092582	14966.0	1.1673761845739	0.21999525313921053	10773.0	2.2213336379540842	2.9755951089702077	25	0.35420055981505405
CCL17	CCL17		14965.0	1.16713379947482	0.010169998126740545	17566.0	5.604556747879257	6.089362883211439	20	0.7287171143369611
USP49	USP49	9.70175035626755e-05	14964.0	1.16709844744647	0.44089781069057005	7689.0	0.8004673977167636	1.7468929617769526	25	0.20987608156413123
FMO9P	FMO9P		14963.0	1.1660965602978401	0.24956611896778402	15813.0	2.2595183938123053	2.83831730760697	18	0.38523593911927567
AKAP6	AKAP6	0.0009747046807969449	14962.0	1.16483927799283	0.531826066903717	9824.0	1.6476135429855112	2.482391384289682	25	0.19447951199315955
TBC1D9B	TBC1D9B	6.14941854384273e-05	14961.0	1.16428970335762	0.0172977631107067	10236.0	1.3555901527079064	1.4356843172193012	25	0.13324687541395294
CSGALNACT1	CSGALNACT1	0.0561407293378974	14960.0	1.16330714838047	0.658090697249333	7824.0	1.0155327993917502	1.8048335285710575	25	0.08187699676973383
GPR155	GPR155	0.0074678125090577	14959.0	1.16314553469811	0.42082383173228594	3734.0	0.060707264544562406	1.4820882200167873	25	0.7438411933002617
SEC16A	SEC16A	0.0012718272142063802	14958.0	1.16230704734036	0.314989707307456	9151.0	1.3654237499212534	1.5338958192057899	25	0.13241883838373175
ARHGEF4	ARHGEF4	0.000376970213441533	14957.0	1.1619450466456	0.0164006350583516	15743.0	2.6270449243900464	1.5799256151810361	25	0.9273220610304287
TBKBP1	TBKBP1	0.00215488501409647	14956.0	1.16123956951826	0.044738173823710106	12902.0	2.4906671067441413	1.950860194473869	25	0.6814571033801922
NACAD	NACAD	0.0007204260701670009	14955.0	1.1611386193271398	0.0169533614327451	15591.0	2.8926734312971907	2.35556939019369	25	0.7350812161078698
FAM214B	FAM214B	0.00129717778634809	14954.0	1.1607870100723	0.289488595075001	8131.0	1.1211636655683161	1.7371812562955877	25	0.022808986892063086
MYRFL	MYRFL	0.45106609165074696	14953.0	1.16058575382352	0.548264672600423	9746.0	0.12377223787817454	2.2223259311909116	25	0.46654430900229493
SPEF1	SPEF1	0.19435505317652804	14952.0	1.15969338933437	0.22985867491009399	11680.0	1.3570081490332766	1.9045470983996142	25	0.10360193237789168
ALOX15B	ALOX15B	0.29031078882211897	14951.0	1.15805679883261	0.0513344114885786	17004.0	3.41691779481434	2.877694193689746	24	0.7849551911857057
GNPTG	GNPTG	0.000678993943635378	14950.0	1.15644416788631	0.5473680453980061	4400.0	0.1240035177870188	1.2207505090717576	25	0.8457425513460118
PLPPR3	PLPPR3	0.000551915455901746	14949.0	1.15449272665701	0.1548002293201055	15378.0	3.0762333127156913	2.9587518203129957	24	0.6495105716083303
RIN2	RIN2	0.000531927696095611	14948.0	1.1541067134026202	0.585301409299722	4389.0	0.5377779467174232	2.402947193608964	25	0.25648868536288494
FAM95C	FAM95C	0.0534030838541277	14947.0	1.15379937029329	0.624660081988025	8437.0	0.6993588869537889	1.4756307576831156	25	0.30796354777330415
HSD11B1L	HSD11B1L	0.0290837182568194	14946.0	1.1530693375551297	0.24774735607423554	9031.0	1.1182116970003984	1.3965370223653018	25	0.02496005476152242
TRIM4	TRIM4	3.78017848377565e-05	14945.0	1.1529382233883	0.3901724882744755	6310.0	0.7597987830470997	1.697024144436567	25	0.23166402294867028
XCL1	XCL1	0.0647702176238013	14944.0	1.15289520062025	0.1395385917019295	16159.0	2.513872731247818	3.0260103366519635	24	0.44975970972173873
CSTB	CSTB	0.000270421344064318	14943.0	1.15273409982581	0.34318017560495695	8889.0	1.4110130717462948	2.110278584369484	25	0.12239093635954905
ZNF608	ZNF608	0.14523205488755803	14942.0	1.15224964681216	0.4573210587406071	8186.0	0.8994798770386717	2.2940323980073165	25	0.11018578900326499
TRIM26	TRIM26	0.0022496777276655	14941.0	1.1515513944975901	0.3756847018989625	8297.0	0.861413040426811	1.4213878958169592	25	0.20412327621800858
NETO2	NETO2	0.00661189372460609	14940.0	1.15096806610774	0.560247122906102	6005.0	1.0133105627352557	1.914384213146496	25	0.07190693614539863
TLR6	TLR6	0.00200822402127783	14939.0	1.15096294226965	0.318194531646097	11097.0	1.448364044119266	1.3398696046458767	25	0.22196271996797648
HSF4	HSF4	0.12272943179458301	14938.0	1.1506925042569	0.0300273893973205	14285.0	2.547750153072879	2.1949163919702204	25	0.6364969772547644
QRFPR	QRFPR	0.339058277279509	14937.0	1.1505986748338601	0.2183344338899425	14784.0	1.7062781712624142	3.4757045489770264	24	0.1598753543629312
MAPK14	MAPK14	5.80589006576611e-06	14936.0	1.1502378139586298	0.47305698418451303	5329.0	0.5064292020247599	1.2810049304172522	25	0.5025809008589583
STARD5	STARD5	0.00118341908262269	14935.0	1.1498484437151102	0.35067304697904944	6945.0	1.1191236051192612	1.9254767043092107	25	0.015957003544673828
MOB3A	MOB3A	0.0015152344460083599	14934.0	1.14827323358996	0.0352277033653891	14689.0	3.2239863331128746	2.8092274755719444	25	0.7388910715036738
LINC00705	LINC00705	0.202458616416674	14933.0	1.1482567635074	0.9168848767314239	8010.0	0.7148435604424292	1.7709269262300151	22	0.24473805025237796
ITIH4	ITIH4	0.218281137045483	14932.0	1.14745136945448	0.0528088333270446	17255.0	4.169968214963005	2.909480340801106	25	1.0388510976074494
TRAPPC6A	TRAPPC6A	0.0178976703036301	14931.0	1.14673464088242	0.3924585919026915	7895.0	1.1337196392129634	1.73917523925012	25	0.007483433167475549
PNRC1	PNRC1	0.0432240474430005	14930.0	1.1465646339755	0.364962463332136	6295.0	0.4965814013790687	1.2057613477782019	25	0.5390645784044447
PLLP	PLLP	1.37094909527268e-05	14929.0	1.1464293328576	0.37486810294514	2364.0	-0.16436759829127637	1.486812408659824	25	0.8816155444454465
COL6A1	COL6A1	7.967514403925551e-05	14928.0	1.14617891512052	0.18206401921567603	15499.0	3.50483106067487	3.240566806684371	25	0.7278517266452026
