	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
LENG8	LENG8	0.8348083494436941	13165.0	2.21305333333333	0.39220082359320796	14307.5	0.22546999999999934	0.037295056332599615	25	53.29347985448634
SNHG3	SNHG3	0.00114316678039443	13164.0	2.2120849999999996	0.36589494612224294	17053.0	1.0679566666666627	0.44314383423903714	25	2.5818441890273043
DOCK11	DOCK11	0.000597735622337809	13163.0	2.21208083333333	0.294322744585717	11057.5	0.08881333333333322	0.022992529483226793	25	92.34597270165229
LAMTOR5	LAMTOR5	0.0502315261638287	13162.0	2.2116925	0.7399312753995221	7109.0	0.06282999999999976	0.05466374738140278	25	39.31055961104977
CCDC137	CCDC137	0.00278609078496131	13161.0	2.2111525000000003	0.280348734633038	6681.5	0.03716666666666675	0.011618028574717934	25	187.12174955948706
SHC3	SHC3	0.00145753400066218	13160.0	2.2109975	0.676190670968314	8365.5	0.04873666666666664	0.02507217221232432	25	86.24146384374569
RTN1	RTN1	1.59269843438789e-05	13159.0	2.2101658333333303	0.653825578451078	7067.5	0.04919000000000004	0.03236190855002217	25	66.77529015302314
ZZEF1	ZZEF1	9.290431636073711e-06	13158.0	2.20997916666667	0.214455832566659	10213.0	0.07692999999999998	0.012958393175996223	25	164.6075356486229
WDR38	WDR38	0.215627977035347	13157.0	2.2096666666666698	0.122117390081571	16490.0	0.6332966666666668	0.05917061352250423	25	26.641096080581715
MDM2	MDM2	0.157294964100443	13156.0	2.20928833333333	0.823174831779833	8388.5	0.051143333333333624	0.030041411618581978	25	71.83900102301071
STAC	STAC	0.0054819804411165	13155.0	2.2087875	0.622806732357103	2717.5	0.012043333333333349	0.009024469051787332	25	243.42087651478988
ZNHIT2	ZNHIT2	0.000426777897091666	13154.0	2.20864333333333	0.640758716378547	6634.5	0.03561666666666671	0.015115891043436308	25	143.7577619752853
LILRA1	LILRA1	3.41718068377289e-06	13153.0	2.2084616666666697	0.238017774435542	12494.0	0.14033666666666633	0.030935926166477994	25	66.85188569660515
CYTH3	CYTH3	0.0984028835024879	13152.0	2.2077033333333302	0.468884568984171	4079.0	0.020460000000000048	0.015928226604922963	25	137.3186976544718
XKRX	XKRX	0.0095808739059404	13151.0	2.2069099999999997	0.79850995947212	1310.0	0.0062966666666666605	0.0037376401249590635	25	588.7707911305226
TRIM5	TRIM5	0.0175598537142901	13150.0	2.20642166666667	0.40190559087558003	11693.0	0.1056900000000001	0.024850391698976973	25	84.53515309189882
IL27RA	IL27RA	0.10524818169357199	13149.0	2.2062441666666697	0.502698540534118	4872.0	0.020749999999999904	0.013809907373572947	25	158.25552681467633
GLI4	GLI4	0.0374805170643011	13148.0	2.20624333333333	0.19026323269018602	4434.0	0.019463333333333343	0.008215277660373851	25	266.18455156395567
HIP1	HIP1	0.0484717142636307	13147.0	2.20607833333333	0.29342443663120804	11800.0	0.11506333333333268	0.03349958782222909	25	62.419126202277546
NIF3L1	NIF3L1	0.000379026274023024	13146.0	2.2051125	0.754357056241122	7859.0	0.04772000000000004	0.02637360536948236	25	81.80119743872332
RRP9	RRP9	0.000422902612882005	13145.0	2.2050400000000003	0.651627204233177	2466.5	0.013350000000000053	0.011088318636528557	25	197.65755944096475
ATAT1	ATAT1	5.602447027714e-05	13144.0	2.20470916666667	0.382789679307351	9604.0	0.06569333333333344	0.021772015783943468	25	98.24610888399357
KHSRP	KHSRP	0.130736403690553	13143.0	2.20463333333333	0.261844296372203	16084.0	0.4752200000000009	0.12108551242590643	25	14.282578474378399
TMEM127	TMEM127	0.00679364831133042	13142.0	2.2042183333333303	0.244562775651474	3069.5	0.011876666666666676	0.007160653161807506	25	306.1650406920796
STAP2	STAP2	0.026717844748180997	13141.0	2.2037666666666698	0.8233295139495601	2528.0	0.017326666666666428	0.014120081083861176	25	154.8461362944323
ABCA7	ABCA7	0.0189522735146201	13140.0	2.20190833333334	0.0008977964863414189	12503.0	0.13613999999999996	0.034249803324658386	25	60.31475024109337
TMCC3	TMCC3	6.57248272149929e-05	13139.0	2.2007708333333302	0.102412550212004	5899.0	0.028866666666666686	0.009875644610934613	25	219.92530637057004
AMIGO2	AMIGO2	0.0431536353779509	13138.0	2.2006183333333302	0.526751155023732	14953.0	0.2665733333333323	0.0868139851018213	25	22.278035016266326
IVNS1ABP	IVNS1ABP	0.47211856499516497	13137.0	2.198395	0.0155559422230268	16632.0	0.7189500000000016	0.2428276935877554	25	6.092571148460636
C22orf23	C22orf23	5.46162128890492e-09	13136.0	2.19786333333334	0.11534270587547699	14050.0	0.2056499999999997	0.01883264194896143	25	105.78512238126024
COX5A	COX5A	0.0674474487331718	13135.0	2.19567833333334	0.926155921644712	8575.5	0.060483333333333354	0.045525163473174285	25	46.9014241158776
TPCN1	TPCN1	0.149199241884786	13134.0	2.19468666666667	0.854325339505332	2435.5	0.013756666666666724	0.01345392342610726	25	162.10364299888323
MPP1	MPP1	0.0215724597953211	13133.0	2.19415416666667	0.8395494059865491	4765.0	0.020953333333333365	0.014775050918004518	25	147.08584392661055
TNFAIP8L1	TNFAIP8L1	0.000480496298170845	13132.0	2.1935125	0.8559647592029391	1244.5	0.007236666666666829	0.00790476737306184	25	276.57687192463186
ACSM3	ACSM3	0.0007554332644135429	13131.0	2.193045	0.0637048737068324	11141.5	0.08991666666666683	0.026147518206004423	25	80.43319127894816
VAPA	VAPA	0.00182891198877654	13130.0	2.19039166666667	0.39942450293014603	12683.5	0.13860333333333352	0.014786311237086645	25	138.7626907370307
C2CD4A	C2CD4A	0.00732991491268033	13129.0	2.1903625	0.879754658936075	162.5	0.0017666666666666655	0.0013344179616208384	25	1640.1126905358615
YRDC	YRDC	0.0865896362784676	13128.0	2.18987666666667	0.10715254798180802	16082.0	0.5061566666666663	0.09715128261100302	25	17.330908607163476
HECTD3	HECTD3	0.0737105848574532	13127.0	2.18931416666667	0.736784458002782	2013.5	0.00899666666666666	0.005322443309024287	25	409.64597900051666
SIGLEC1	SIGLEC1	0.178542365366785	13126.0	2.1887974999999997	0.34668915041731796	9221.5	0.061223333333333255	0.020822201470403413	25	102.1781567953221
CHN1	CHN1	2.4806649300904604e-05	13125.0	2.1885008333333302	0.220500724913649	15041.0	0.2858333333333333	0.07827036845897502	25	24.308912011794984
MAPK14	MAPK14	0.0552480084716443	13124.0	2.18728583333333	0.6249057635871179	14049.0	0.22810333333333227	0.17026168632050903	25	11.506890025228198
UBQLN2	UBQLN2	0.055978158862379994	13123.0	2.186875	0.452456071389939	7810.0	0.04856000000000009	0.01068283605186907	25	200.16360726849126
LINC00963	LINC00963	1.69984294743966e-07	13122.0	2.1866641666666697	0.65236856169902	3394.5	0.015183333333333477	0.008251017052909785	25	263.17735370181384
OLFM1	OLFM1	0.000113179007842623	13121.0	2.186315	0.300999692653986	15521.0	0.37269666666666673	0.09322115617354988	25	19.45500793786465
CRY1	CRY1	0.000419738518755797	13120.0	2.18626	0.28037372407102695	13721.0	0.18017000000000055	0.06440128230118597	25	31.149845598075252
TMEM185B	TMEM185B	0.0253423988673136	13119.0	2.18586166666667	0.19415511640520103	13544.5	0.17760333333333317	0.01933648022760592	25	103.8585259413565
SPIN1	SPIN1	0.12385767744042801	13118.0	2.18500083333333	0.8413031031270329	4566.5	0.04601999999999995	0.04575064055410741	25	46.753024819480835
EBLN3P	EBLN3P	0.0124871211715541	13117.0	2.18499833333334	0.102869530743724	14526.0	0.2425366666666659	0.027436364504471837	25	70.79879939450699
MRPS25	MRPS25	0.07141159728396401	13116.0	2.1839233333333303	0.621811692690376	8628.0	0.04891333333333368	0.025979018867083765	25	82.18208743460754
NOTUM	NOTUM	0.00246632059533429	13115.0	2.18324833333333	0.309989880967871	17229.0	1.5889099999999985	0.46850897378653483	25	1.2685740649316315
GNE	GNE	0.25615912527089	13114.0	2.18264333333333	0.253958120852671	16764.0	0.7886566666666674	0.15405264236737437	25	9.048768299230966
FKBP11	FKBP11	0.0496471857903176	13113.0	2.18214333333334	0.203007343183335	15642.0	0.38239666666666694	0.07027489541739533	25	25.610093846132955
B4GALT7	B4GALT7	0.00066521075096139	13112.0	2.181825	0.46658519638443896	1896.0	0.008039999999999997	0.005903061431093142	25	368.2470571202329
UBN1	UBN1	0.0181488464119719	13111.0	2.1783900000000003	0.139074021598753	11932.5	0.11217666666666659	0.01940817530110745	25	106.46097849370895
BTN2A1	BTN2A1	0.0250657002559899	13110.0	2.1777450000000003	0.39449905657958	8001.5	0.05075	0.01285491511417308	25	165.46161379587016
TRIM52	TRIM52	0.0183775738103583	13109.0	2.17753333333333	0.7735075309136858	2575.5	0.014836666666666698	0.012578721561077333	25	171.93294693466723
ANKRD36BP2	ANKRD36BP2	0.0017628422146895898	13108.0	2.1770283333333302	0.6154661182760861	2221.5	0.010953333333333388	0.008193022946385495	25	264.3804385969163
PML	PML	0.00764788076822896	13107.0	2.1768325	0.14520764977033498	6450.5	0.03604666666666669	0.01481414723611636	25	144.50955557631926
ABHD17C	ABHD17C	0.0595871526028547	13106.0	2.17657916666667	0.40360583352155394	1714.5	0.007083333333333345	0.003993484276501747	25	543.25888951134
GCN1	GCN1	0.21648534459768898	13105.0	2.17631416666667	0.143327372472022	4689.5	0.02132666666666668	0.010223059672821689	25	210.79672514571175
GATM	GATM	0.00048702055643337004	13104.0	2.1748675	0.21776756979963602	7879.0	0.05307999999999971	0.028625864049712138	25	74.1213434226918
FOXJ3	FOXJ3	0.0294996174510416	13103.0	2.1745525000000003	0.28091843565524394	12304.5	0.130000000000001	0.023696235440973566	25	86.28174315253166
ARFIP2	ARFIP2	0.0297750357852849	13102.0	2.1744316666666696	0.4205605878288621	7329.0	0.04068333333333327	0.013034853562944645	25	163.69561215471842
FDCSP	FDCSP	0.0832600194080398	13101.0	2.17441833333333	0.5625390968386079	14201.5	0.22246999999999992	0.17428160229395462	25	11.19996779718061
CYFIP1	CYFIP1	0.00228381098770088	13100.0	2.17415583333334	0.6384294195464749	6025.5	0.030479999999999893	0.013310816055902553	25	161.0476641199431
LRG1	LRG1	0.158509467012736	13099.0	2.17325083333334	0.31350711097154	10000.5	0.07939333333333341	0.04501919292347945	25	46.51032957341111
SPSB3	SPSB3	0.35231658711823205	13098.0	2.1726075000000002	0.42625683498769	13399.5	0.16489333333333295	0.05524444060349066	25	36.34237481155358
RMDN3	RMDN3	0.0005680588249363969	13097.0	2.1720325000000003	0.7992899866080331	5793.5	0.030953333333332934	0.01774918620982687	25	120.62970895427617
ANKMY2	ANKMY2	0.00289439934417525	13096.0	2.171075	0.885273150401895	71.0	0.0010966666666666742	0.0008639112180036834	25	2511.8071025257614
EPHB6	EPHB6	0.000181903338059532	13095.0	2.1709691666666697	0.80181913709804	3731.0	0.019626666666666424	0.0143876377619943	25	149.5271521001792
FNIP2	FNIP2	0.011182463293331002	13094.0	2.17079	0.0715184309959469	4259.5	0.020556666666666678	0.01104970147912509	25	194.59650900031264
KREMEN1	KREMEN1	1.95684693070455e-05	13093.0	2.17026083333333	0.183836092836864	9297.5	0.05935333333333327	0.01679938959429005	25	125.65382141726592
CLEC11A	CLEC11A	0.366873939127581	13092.0	2.169425	0.621642853331668	15479.0	0.3494466666666668	0.16037930639984688	25	11.347962366141465
RGS11	RGS11	0.0042513418524330795	13091.0	2.168145	0.118204385887437	11941.5	0.11338333333333338	0.023098671197952534	25	88.95583858732103
MB	MB	0.00375729247004744	13090.0	2.16776833333333	0.753467271099053	17131.0	1.2586900000000032	0.8691827101560795	25	1.045900157367469
TMEM251	TMEM251	7.83705424222691e-05	13089.0	2.16604333333334	0.036231357739965	15330.0	0.38295666666666733	0.18436717516352372	25	9.67138898280115
TMEM53	TMEM53	0.0276654180325617	13088.0	2.1660174999999997	0.5982483120515211	7821.5	0.044103333333333515	0.024902521533043866	25	85.20880762420133
TLR8	TLR8	0.000299497921327959	13087.0	2.16576666666667	0.36701128722050896	15035.0	0.29059999999999997	0.05729560592517868	25	32.727931512154996
BLNK	BLNK	9.402086413590659e-05	13086.0	2.1656358333333303	0.4304434731596629	10367.0	0.08164666666666703	0.016100222853300098	25	129.43852924616527
DNASE1L1	DNASE1L1	0.0038276789535569102	13085.0	2.16555666666667	0.768064589513925	2916.5	0.016053333333333232	0.013138966995304521	25	163.5975898334706
SRSF10	SRSF10	0.0500994704935408	13084.0	2.16531	0.29189553234236104	11564.0	0.09833000000000018	0.07284388224522068	25	28.375478300864657
C7orf26	C7orf26	0.00604626032388574	13083.0	2.1649775	0.00341175229470374	10511.0	0.08073999999999999	0.023109307989222387	25	90.19038999229389
PSMD11	PSMD11	0.00448657512738662	13082.0	2.16325916666667	0.6238622097576321	15370.0	0.3291999999999995	0.09713209016496521	25	18.882113661425162
VBP1	VBP1	0.0259694309012363	13081.0	2.163015	0.762405525062871	14172.0	0.2670833333333323	0.19803634685563623	25	9.573655022271023
SLFN5	SLFN5	0.101374615823497	13080.0	2.162045	0.252143190045921	4744.5	0.023770000000000128	0.01481338937008108	25	144.34745125370966
FAM220A	FAM220A	3.8038717269150396e-05	13079.0	2.16198083333333	0.270557317575797	15403.0	0.33254666666666644	0.047173715364557126	25	38.78079461261104
MAST2	MAST2	0.028692155303232002	13078.0	2.1608466666666697	0.433281773027404	9922.0	0.0707466666666667	0.024708596588442044	25	84.58999249587856
CSF1R	CSF1R	0.5935022493780739	13077.0	2.1601091666666696	0.5100158215685621	11846.0	0.13158333333333305	0.10632725132815223	25	19.078136677048143
C1QTNF7	C1QTNF7	7.00667379786723e-05	13076.0	2.159805	0.809647991213932	6510.0	0.03428999999999996	0.02210774489311955	25	96.14345607278608
SIGLEC5	SIGLEC5	0.0025491374835989	13075.0	2.1597133333333303	0.48473296521183507	12789.5	0.14589999999999978	0.030630007149247414	25	65.74642061037882
MAP1LC3C	MAP1LC3C	0.00281594048978398	13074.0	2.15931416666667	0.281184699681002	15027.0	0.30341666666666656	0.05187456492454812	25	35.7766374079362
PAPLN	PAPLN	0.0282779372130546	13073.0	2.1593008333333303	0.38900871501514706	3141.5	0.013340000000000032	0.006098436350895676	25	351.88705921611427
CD1C	CD1C	0.052940990197715	13072.0	2.15911083333333	0.677779530325301	14631.0	0.28575000000000034	0.14324138887246196	25	13.078348709682762
C22orf39	C22orf39	0.000728492759492999	13071.0	2.1582775	0.759849285563457	2146.0	0.008836666666666704	0.005175087224170906	25	415.3438850835393
ATXN7L3	ATXN7L3	0.0672769679074206	13070.0	2.1582708333333303	0.349531032932112	5468.0	0.023989999999999907	0.007636425865547386	25	279.486879190746
IQGAP3	IQGAP3	5.13442645461164e-06	13069.0	2.15808833333333	0.626395555242082	7245.0	0.036263333333332905	0.01689775009678279	25	125.56849212748018
DDR2	DDR2	0.12645574711413102	13068.0	2.1557808333333304	0.409505448709723	12830.0	0.15360333333333334	0.03565694052225171	25	56.151129925197544
PALMD	PALMD	0.000144539676512673	13067.0	2.1553858333333302	0.22083039045171898	8924.5	0.056963333333333234	0.006198541868560268	25	338.53485940676507
UBXN1	UBXN1	0.34198700105974705	13066.0	2.15498166666668	0.622884863075093	1761.5	0.00798666666666669	0.006385778832397539	25	336.2150579201824
APTR	APTR	0.0170644240530684	13065.0	2.1549466666666697	0.3778963392995471	3902.0	0.017680000000000046	0.004446614921404756	25	480.650270923724
HIP1R	HIP1R	0.0211000852437966	13064.0	2.15482333333334	0.319033490445335	12379.0	0.12963333333333285	0.012015422188603157	25	168.54921684907052
MESP1	MESP1	0.000855063319638682	13063.0	2.15412333333333	0.170639334772355	11685.5	0.10552666666666648	0.024709184920681734	25	82.90830609114815
OCRL	OCRL	0.00394223919924049	13062.0	2.1518349999999997	0.25337551970509	10350.0	0.08372000000000006	0.018130217639804144	25	114.0700592286073
C2orf68	C2orf68	0.00853380967893054	13061.0	2.1517225	0.38546317857583895	13794.5	0.1914166666666668	0.04738088134117612	25	41.37335097711108
ACACB	ACACB	8.11392469036672e-07	13060.0	2.15043916666667	0.661873006528981	2675.0	0.012836666666666599	0.008140920300146395	25	262.5750432615786
FCHO2	FCHO2	0.0245617910481472	13059.0	2.15027583333333	0.0331204058269397	12861.5	0.14640999999999998	0.03453937902892434	25	58.01684597905571
SOWAHC	SOWAHC	3.40716540741427e-05	13058.0	2.1498566666666696	0.8879627134563941	3744.5	0.022499999999999805	0.01994831284056801	25	106.64343815284256
ANAPC11	ANAPC11	0.0115154521318469	13057.0	2.14957333333333	0.0628196262935111	7059.5	0.03703333333333334	0.007104136119191339	25	297.3676129731121
ATP7B	ATP7B	0.332062903075935	13056.0	2.1494174999999998	0.8479384689906322	2658.5	0.013593333333333308	0.013322897825979228	25	160.31228300061548
AK3	AK3	0.016070349884539	13055.0	2.14845666666667	0.3878298670096049	15137.5	0.27282999999999996	0.1065101620955933	25	17.60983768838214
SUCNR1	SUCNR1	0.18221754717617	13054.0	2.1480116666666698	0.618384439808076	914.0	0.0056500000000000525	0.0047403654727051	25	451.9401887897319
FZD6	FZD6	0.572407877299176	13053.0	2.14757583333333	0.44707226153142204	12264.5	0.12056333333333358	0.023316775871398535	25	86.93365288493537
GSDMC	GSDMC	1.60573114135233e-06	13052.0	2.14716166666667	0.259976025493371	5255.0	0.024526666666666648	0.006571751415465042	25	322.9938057311314
MFSD6L	MFSD6L	0.0111786718253423	13051.0	2.1468075	0.8418904343883051	311.0	0.003043333333333314	0.002731855121965169	25	784.7283515988736
RNF207	RNF207	0.00609762561869134	13050.0	2.1467475	0.0612928907967813	5893.0	0.0299566666666667	0.005103280535324541	25	414.7902155644902
NSDHL	NSDHL	0.0199813557944181	13049.0	2.14605916666667	0.688018484382281	2180.0	0.009646666666666569	0.005453362876855559	25	391.76056100485863
WNT7B	WNT7B	0.0478334244573558	13048.0	2.1453966666666697	0.113843101934959	15128.5	0.2999966666666663	0.03491415132812163	25	52.85535892472416
MTMR1	MTMR1	0.004414400826615821	13047.0	2.14450166666667	0.542440926290632	1136.5	0.005803333333333328	0.004451765671348055	25	480.4157476432738
CD5	CD5	0.239286658906639	13046.0	2.14407666666667	0.274422510043707	13498.0	0.18198000000000034	0.056420412028967776	25	34.776361889368616
MAN2B1	MAN2B1	0.7209960518684959	13045.0	2.1440716666666497	0.397422241958082	10827.0	0.10490333333333304	0.06480988793443536	25	31.463846001342148
FMNL3	FMNL3	0.00860416769861244	13044.0	2.1438366666666697	0.43866738432128793	5436.5	0.028496666666666753	0.013498231194136906	25	156.71238472480917
CXADR	CXADR	0.06562193851309299	13043.0	2.14342166666667	0.544087415385276	10282.5	0.0798566666666667	0.020700067095973364	25	99.6888073083306
BCAS1	BCAS1	0.0351825799523919	13042.0	2.14321333333333	0.0223360719638964	11690.0	0.11741666666666674	0.05628171945174062	25	35.993865972835195
PLIN3	PLIN3	0.272572664405133	13041.0	2.1427591666666697	0.642950994432168	14707.0	0.27143666666666727	0.19005556917648944	25	9.846186081830911
TBXA2R	TBXA2R	7.41017593167708e-07	13040.0	2.1426475	0.39688062214815295	8571.0	0.05397333333333327	0.0148313185273347	25	140.82862308008274
NFASC	NFASC	4.0639618587075494e-08	13039.0	2.14245	0.5903848558628101	4691.0	0.020939999999999976	0.013882078608100654	25	152.82365558440424
C16orf54	C16orf54	0.23431802185958803	13038.0	2.141425	0.0175033058968052	17161.0	1.254783333333335	0.4035431810331263	25	2.197141987126978
RNF123	RNF123	1.2393367790220098e-05	13037.0	2.14018583333333	0.15410236773730998	11001.0	0.08927333333333343	0.03310718878240912	25	61.94764869585395
ARPC1A	ARPC1A	0.502822528313556	13036.0	2.14002083333332	0.15860083331906302	17303.0	1.780979999999997	0.1919444699911519	25	1.8705453371481546
HPS5	HPS5	0.00228076641371228	13035.0	2.13940666666667	0.0851260279649685	15648.5	0.3614533333333336	0.06420913133111418	25	27.69003872930116
MCM2	MCM2	0.000101646185871257	13034.0	2.13879666666667	0.7865553873371071	2663.0	0.013693333333333361	0.01177070968469947	25	180.54164874151297
NUDT19	NUDT19	0.14267966879914	13033.0	2.1363166666666698	0.205441484352269	16689.0	0.7687200000000007	0.07153567599327419	25	19.117687051636317
RAPGEF2	RAPGEF2	5.74650812608444e-05	13032.0	2.13601083333333	0.0873455688705641	12890.5	0.15032999999999996	0.01898937446554283	25	104.56799600937079
ACLY	ACLY	0.325220263705094	13031.0	2.13536833333333	0.306147719796643	16077.0	0.49893999999999805	0.15574551989573263	25	10.507065207582704
IK	IK	0.251820532085736	13030.0	2.13522916666667	0.599114407930104	12532.0	0.13625333333333337	0.056974889286941964	25	35.085207858253455
UFL1	UFL1	0.0059158196711348	13029.0	2.13466583333334	0.19946031801320102	14312.0	0.22835666666666632	0.03808425661414283	25	50.05504468633251
ADAM17	ADAM17	0.00322851933439	13028.0	2.1336275000000002	0.132246965458936	16485.0	0.6344566666666661	0.05496851539913682	25	27.27326402118686
MAPK1	MAPK1	0.014871818571348998	13027.0	2.1320366666666697	0.818255701955553	6174.0	0.038119999999999835	0.02863913891474026	25	73.11381368344679
SDHD	SDHD	0.0451487512898118	13026.0	2.13107333333333	0.0445553336414155	15175.0	0.31978999999999985	0.10716374823225076	25	16.90201549695541
PLCD3	PLCD3	0.0014612127879288	13025.0	2.13028166666667	0.72098161463733	3729.0	0.01915000000000002	0.010681548862927732	25	197.64284129184094
PDGFRA	PDGFRA	0.128914330964156	13024.0	2.13022583333334	0.0536009012688756	13576.5	0.17755666666666667	0.07983763804794143	25	24.458002696599337
ZFAND2B	ZFAND2B	2.95461784483924e-05	13023.0	2.1299616666666696	0.28354643739281	15662.0	0.3758766666666668	0.03521264865073302	25	49.81406020883033
CHST6	CHST6	0.0546234011007436	13022.0	2.12984666666667	0.37695380300141207	7091.0	0.04119666666666657	0.02603578689177761	25	80.22227285397018
PRR7	PRR7	0.00915887900629458	13021.0	2.12984333333333	0.49492417148711704	3285.0	0.015453333333333296	0.0076179414809649645	25	277.55398296025857
RDH11	RDH11	0.14519627467496	13020.0	2.1289175	0.724956341507174	16690.0	0.9048800000000025	0.6960139631987302	25	1.7586392870260603
ZNF592	ZNF592	6.14102439073484e-05	13019.0	2.12731666666667	0.126770098512409	7572.0	0.045613333333333346	0.017028772628179208	25	122.24623458114266
FBXL16	FBXL16	0.0936085776505575	13018.0	2.12707583333333	0.7185056509467621	8825.5	0.05793666666666695	0.03635062884727865	25	56.921688352623
GPR87	GPR87	0.00143929965700664	13017.0	2.1261241666666697	0.863047744703822	5841.5	0.029823333333333157	0.020490291287266222	25	102.30702940939113
TMC6	TMC6	0.351973240249762	13016.0	2.1257883333333303	0.26939193867735395	12217.0	0.12344666666666694	0.025494222293892026	25	78.5409981753548
CHIT1	CHIT1	0.35415796667490507	13015.0	2.12419	0.21118303562415303	13277.5	0.1660066666666666	0.030235810492049466	25	64.76371234858215
SH3RF3	SH3RF3	1.14608470203842e-05	13014.0	2.1227608333333303	0.430272882692841	4193.5	0.018860000000000047	0.010047967133630485	25	209.38572005192842
ZNF385B	ZNF385B	0.0031587330601826396	13013.0	2.12174333333333	0.295432474560039	10244.5	0.07811999999999991	0.0081810771386261	25	249.79880994943522
CYP51A1	CYP51A1	0.368116609175383	13012.0	2.12167	0.4728765534158111	13180.0	0.15369333333333338	0.057839320455386284	25	34.02489260199112
GTF2E2	GTF2E2	0.000604670382349671	13011.0	2.1207641666666697	0.580120246906383	5582.0	0.025763333333333426	0.013343608887709043	25	157.00406471468648
HAUS5	HAUS5	0.025727496467546	13010.0	2.1205724999999997	0.39044998546676896	5915.0	0.02943999999999978	0.011368143028917354	25	183.94670921018042
FRZB	FRZB	0.0107443512421695	13009.0	2.1204125	0.033487214480982005	13587.0	0.16565666666666654	0.05909441656742548	25	33.078519881874094
LRRC4B	LRRC4B	2.21260020670288e-06	13008.0	2.1202650000000003	0.533667451472146	11074.0	0.10609666666666648	0.04920242155663766	25	40.936365926924836
SLC35B1	SLC35B1	1.4720255035205898e-05	13007.0	2.118835	0.460628396126265	9886.0	0.06465999999999993	0.022087341355358812	25	93.00236578729825
FA2H	FA2H	0.00235090885744284	13006.0	2.11732333333333	0.324299385434817	9305.0	0.06630666666666676	0.03400126563548523	25	60.321774155551765
NRSN2	NRSN2	0.14238427356268	13005.0	2.11699583333333	0.7411281217849208	12061.5	0.1168966666666659	0.08044180767049106	25	24.863926167093982
RPS27A	RPS27A	0.457243969804728	13004.0	2.11671416666668	0.7499057077140792	12981.0	0.1922233333333331	0.14505655370629847	25	13.2671760369403
IPP	IPP	0.00699265389025216	13003.0	2.1166983333333302	0.41930301313874496	11279.5	0.1067266666666659	0.053607296136571204	25	37.49436758656906
IDH3B	IDH3B	0.23949432551436103	13002.0	2.11650916666667	0.2998023262025061	16088.0	0.4870066666666654	0.1406273125735773	25	11.587382779198288
C1QTNF2	C1QTNF2	1.35268237674429e-06	13001.0	2.115915	0.0047103391394146795	10303.5	0.07583333333333332	0.034606827695530654	25	58.95026509263477
PAIP1	PAIP1	0.0204925220273431	13000.0	2.1151225	0.00593354119781107	13990.0	0.19778000000000034	0.06956892265947513	25	27.56033048527972
SIGIRR	SIGIRR	0.0996488532413484	12999.0	2.11325083333333	0.23618870387956797	12878.0	0.15495333333333305	0.0536017663127979	25	36.534197186193026
RPL23A	RPL23A	0.4255583249406671	12998.0	2.11180083333333	0.8786800089123629	15972.0	0.539480000000003	0.35145894444390463	25	4.473697022624163
LSM10	LSM10	0.0588541896523641	12997.0	2.1112041666666697	0.336437024978486	15381.0	0.33860999999999963	0.10334245233060763	25	17.15262340587663
LY6G5B	LY6G5B	0.0354512761458536	12996.0	2.110775	0.42758628994272607	7397.0	0.04315000000000008	0.01208788228550184	25	171.0493989902517
ADNP	ADNP	0.0541470378173902	12995.0	2.10958083333333	0.274367341933017	13463.0	0.16541333333333363	0.03838199266728004	25	50.65311529949211
CCP110	CCP110	0.0006728918670876401	12994.0	2.10896666666667	0.799204568592343	1295.0	0.00603333333333332	0.0033315099179401526	25	631.2252957762661
SFXN1	SFXN1	1.99580013127462e-06	12993.0	2.1084716666666696	0.623069658480441	8269.0	0.04728333333333356	0.03186788228446193	25	64.67917494280206
INPP5J	INPP5J	0.0171034969509148	12992.0	2.1082825	0.18738689233428502	8546.0	0.053923333333333545	0.02157163883092477	25	95.23426489607125
GOLT1A	GOLT1A	0.0357869101126863	12991.0	2.10757833333333	0.8029727620913659	10785.0	0.08875333333333243	0.05282248004541497	25	38.219049886795936
SLC35E1	SLC35E1	0.0116042485381361	12990.0	2.10714583333333	0.5585376412495071	2843.5	0.013300000000000055	0.01009646757075993	25	207.38400026136392
SMC1A	SMC1A	0.0158171074238998	12989.0	2.1046025	0.636556515881356	8116.5	0.05256666666666653	0.03502494150998368	25	58.587844686290524
FAM219A	FAM219A	0.00566938718515317	12988.0	2.10458166666667	0.893795526037711	2827.5	0.017129999999999333	0.016646708188664094	25	125.39726431248204
PSMF1	PSMF1	0.0057175718395926604	12987.0	2.1039166666666698	0.36309465733948404	14012.0	0.21434666666666594	0.04853121418221383	25	38.93514785979764
KANSL3	KANSL3	0.000765282522737681	12986.0	2.1030191666666602	0.43275218167713897	7796.5	0.04513333333333341	0.017458896835244268	25	117.8703243826422
FBXL12	FBXL12	2.7615750261981005e-06	12985.0	2.1021275	0.803316722423545	3897.5	0.022380000000000212	0.018959524993073136	25	109.69407201709092
OPN3	OPN3	0.0018230275607540101	12984.0	2.101525	0.0906024525231173	15071.0	0.30474	0.058440305290162586	25	30.745647050931094
SMG7	SMG7	0.000366466001636457	12983.0	2.10146583333334	0.303134302587922	12524.0	0.13211666666666627	0.06277429624072672	25	31.371903543364596
MATN3	MATN3	0.25270707927049896	12982.0	2.10124	0.542711838637849	15491.0	0.35112999999999855	0.07362317673652606	25	23.771182901589384
