	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
CDH20	CDH20	7.752250269858e-08	17050.0	3.08535923925455	0.03486680408261232	12869.0	0.7631807316970322	0.5967324736371025	25	3.891490090029406
P2RY6	P2RY6	5.69981815189538e-15	17049.0	3.0853131523884905	3.85014078063008e-11	16655.0	1.4448286916222484	0.682779773899661	25	2.4026553267632704
GALNT9	GALNT9	2.39502794445975e-10	17048.0	3.08289393927575	1.6346390318968002e-08	15462.0	1.6256785165542045	1.457230934029937	25	0.9999893556278354
LRRTM4	LRRTM4	6.78943815301972e-14	17047.0	3.0824221367213	1.07611900937844e-08	16225.0	1.5957309893842697	1.1830396176477158	25	1.256670634828846
CCNO	CCNO	1.17304978463732e-13	17046.0	3.08048709493664	2.42038958141157e-11	16282.0	1.484451787595333	0.8323932197955021	25	1.9174054634099646
CXCR2	CXCR2	2.44089588096616e-20	17045.0	3.0781932436162203	7.466533570527571e-09	17344.0	2.2323048210884937	1.319363689130288	25	0.6411336233493952
DIO2	DIO2	7.07393975827325e-13	17044.0	3.07794125958636	0.000177374158025712	14404.0	0.9450940111502039	0.6871126276087883	25	3.104072262299486
AGR2	AGR2	2.35462280271114e-17	17043.0	3.07743303549856	0.000154468933632713	14632.0	1.2916546361292176	1.028352421837815	25	1.7365431941881337
FCGBP	FCGBP	6.33335258322075e-10	17042.0	3.0767229260561697	0.00125238387607963	14920.0	1.2216509022267534	0.787959535178438	25	2.3542732094857186
FOXI1	FOXI1	6.65484388045075e-05	17041.0	3.0759252517150597	0.008692492907149064	13040.0	0.8173000798309173	0.6405898843692269	25	3.5258520732155407
CCKAR	CCKAR	0.0183513995160287	17040.0	3.06929917957523	0.06326205112003065	15825.0	1.274169608384477	0.8987523863890948	23	1.9973572236097423
SLC6A11	SLC6A11	2.6650743383183397e-08	17039.0	3.0687059959444905	0.00207020028205124	14292.0	0.9907025688729735	0.8005589328780569	25	2.595690762703717
CXCL2	CXCL2	1.76522009202526e-21	17038.0	3.06664178549138	1.6105719687547799e-18	17466.0	2.117767896863229	0.9374566173001954	25	1.0121789863309476
MMP12	MMP12	0.0015100420194222599	17037.0	3.0649182782124598	0.0995020143480397	13821.0	1.3670358155714248	1.305661828190232	25	1.3003998631057914
CDCA7	CDCA7	3.5269438292789706e-11	17036.0	3.06101996462142	0.0135313417877612	4889.0	0.6098768120805642	0.6879666392685689	25	3.562880832632898
GPER1	GPER1	3.928336342309779e-21	17035.0	3.0589117222993303	0.000134666871363655	9311.0	0.6815229074283637	0.6818622450869118	25	3.4866116022715685
COX4I2	COX4I2	2.2010711873491896e-47	17034.0	3.0583370334797997	6.898517822209349e-19	17221.0	2.270852945452159	1.58382938647676	25	0.4972025994412219
MIR3945HG	MIR3945HG	1.6026130746599997e-16	17033.0	3.05754659697727	0.000180443478799685	17364.0	1.9570638397011613	1.1697909094888206	25	0.940751674807425
TNNC1	TNNC1	4.6382334302122195e-24	17032.0	3.05745308596758	7.09915119550125e-21	17267.0	1.9868895873489698	1.1951338662499225	25	0.895768690730698
LINC00626	LINC00626	0.0045641162010227705	17031.0	3.05463117158903	0.209030708043683	14203.0	0.953188596264409	0.6040343411352912	20	3.4790117584621596
GPR37	GPR37	3.24895549375003e-15	17030.0	3.05460920858185	0.0014569472958609099	10160.0	0.6564306879713123	0.6209964130415322	25	3.861823466684256
ALDOB	ALDOB	6.63792924943384e-08	17029.0	3.0518299139287	0.00437872674767567	16864.0	1.8648927849704726	1.4159444493683668	25	0.8382653214168844
GUCY1B2	GUCY1B2	8.225072924151919e-10	17028.0	3.0498610759233498	0.000103832323407939	15640.0	1.11265063247428	0.5633633175776244	25	3.4386520794054833
PDE11A	PDE11A	1.5705524245940097e-07	17027.0	3.04582539082779	1.56582876230177e-05	14120.0	0.847878196487189	0.5069277520237166	25	4.335819425087956
TRIM31	TRIM31	2.2872845230242602e-05	17026.0	3.0341926164207598	0.0076214256247081206	13695.0	1.2959555809807992	1.1244533954152391	25	1.5458506706701374
DPP10.AS1	DPP10.AS1	7.336368016571379e-07	17025.0	3.03392625974078	0.0964151669435322	13973.0	0.9894823080272359	0.7995954141995877	25	2.556848020145384
CDH19	CDH19	1.7669318555975998e-15	17024.0	3.03217139550751	7.32635990510003e-07	16348.0	1.5994184335551593	1.5053630738823278	25	0.9517657147370329
FPR2	FPR2	4.36623210650096e-13	17023.0	3.031927549563	0.000609593309924969	16327.0	1.6781786329602335	1.2132227380980276	25	1.1158288367765363
PCDH11Y	PCDH11Y	0.00046689419678899296	17022.0	3.03066210371557	0.0297782363790931	11496.0	0.9324486261765051	0.9091120181754447	25	2.307981233984899
TBX10	TBX10	0.0103645412308375	17021.0	3.02713236016249	0.0782206380547237	13814.0	1.1537017739492896	1.1252994290317497	25	1.664828522862729
NR4A3	NR4A3	1.48739731003355e-22	17020.0	3.0256311939957006	4.3253437822095295e-17	16804.0	1.6679051300500507	0.8241452067492897	25	1.6474354917393568
NAT16	NAT16	0.0178926296332707	17019.0	3.02477217268448	0.160553888870982	14088.0	0.8720201069295634	0.6629662427710398	19	3.2471518561140154
OTP	OTP	0.081342858500088	17018.0	3.0234674287334298	0.35260133961753704	11462.0	0.710223171870225	0.5554064128190805	22	4.164957774113289
FHL1	FHL1	2.29480042899566e-48	17017.0	3.0227915523213196	2.8855231782019196e-26	17202.0	1.9657472483036422	1.2311947301044368	25	0.858551680064463
MS4A3	MS4A3	0.000270605044200169	17016.0	3.02144004717586	1.6652613601756696e-08	17511.0	2.4010097839372553	1.3852022247531484	25	0.4478986910009974
ADAMTS4	ADAMTS4	2.17025297392525e-13	17015.0	3.01965762146618	1.1330173728538899e-18	16915.0	2.0694019629732185	1.0836940891209004	25	0.8768670679599395
HMGB3	HMGB3	5.24050897129448e-18	17014.0	3.0187815497592796	2.68909676184936e-06	12060.0	0.7272713391800175	0.5748117040923111	25	3.9865406258520797
RASIP1	RASIP1	4.858613607144369e-56	17013.0	3.01760340703627	5.5138997064658e-20	16771.0	1.642058565013587	0.854063780884418	25	1.6105879593655754
CTXN3	CTXN3	0.0161090902158924	17012.0	3.0147155399537198	0.001890123012484095	16824.0	1.88449171215539	1.2164858707795836	19	0.9290891533939701
LIMS2	LIMS2	1.24774944656211e-29	17011.0	3.01412838417418	7.6329198701854e-25	17168.0	2.085540005345055	1.3167031636252426	25	0.705237447954836
ADAMTS8	ADAMTS8	1.86900765369666e-21	17010.0	3.0136238070691204	1.7558509598871598e-36	17577.0	3.0886056876941455	1.5136707191091114	25	-0.04953645444707852
POF1B	POF1B	1.33235882209315e-15	17009.0	3.01107351024256	9.59544365437611e-05	14553.0	1.1744194137946735	0.7841661585482506	25	2.342174648097716
RGR	RGR	0.000618993730600322	17008.0	3.00866709136347	0.0944813279479628	14309.0	1.1992868735545494	0.9825472174019876	23	1.8415198636389325
C2CD4A	C2CD4A	1.2072413786971302e-09	17007.0	3.0085336093946804	2.41091076178578e-08	14096.0	1.1815580368042748	0.850321631053713	25	2.1485700302912787
ADCY8	ADCY8	2.1495179097963103e-09	17006.0	3.00757764397188	2.5106618783584397e-18	17451.0	2.3591352485396926	1.1191611924707074	25	0.5794003578703966
RNF182	RNF182	1.2622564828655998e-26	17005.0	3.00260829565485	2.82357567499781e-19	16468.0	1.6540083823065959	0.8331924690977947	25	1.6185934983408548
PAX1	PAX1	0.0074873910187358	17004.0	3.001894076883	0.00400955531716042	17022.0	1.689749742754411	1.1258383316039702	23	1.1654820210812955
FRMD5	FRMD5	1.9377724181511798e-32	17003.0	3.00136165009119	2.2223677331702402e-10	15397.0	1.2270153534875903	0.9108360233874808	25	1.9480414158463417
CYP27C1	CYP27C1	6.578479167495071e-08	17002.0	3.00084009580387	9.14413817763398e-05	13624.0	1.0322778989496186	0.8521926291272297	25	2.3099967420163536
C20orf197	C20orf197	2.17041140584958e-12	17001.0	3.00079781735348	0.0790771999417628	10718.0	0.6264064505449514	0.44350272670361046	25	5.3537243941125
LINC00466	LINC00466	0.0871638256423736	17000.0	2.9912983040283	0.503036301556735	13594.0	0.9801172564225817	0.8534099383230669	19	2.356641231009857
CCDC160	CCDC160	2.2751626348713797e-06	16999.0	2.99114766867781	0.00013676984712667801	14761.0	1.1624661835738141	0.71117599907841	25	2.5713487061904856
TRIM58	TRIM58	3.848352428775259e-12	16998.0	2.99058009494125	5.5165274242835704e-11	16434.0	1.7544008826327486	1.1405762258120398	25	1.0838199011454903
ASCL3	ASCL3	0.000139443771952277	16997.0	2.9898881635273	0.1263408367084655	17234.0	1.6805775077000864	0.9002584395375753	16	1.4543719873370484
FGF19	FGF19	0.0078089925002327205	16996.0	2.9897584481543897	0.0170540563322662	13277.0	1.4068278312435845	1.3196786448813116	25	1.1994818761753698
SSMEM1	SSMEM1	0.00843326329781807	16995.0	2.9877793519186495	0.049940490404045745	17278.0	1.9465348690183677	0.8637543568466504	9	1.205486808427344
EPAS1	EPAS1	8.805481741130769e-44	16994.0	2.98316781261264	1.00593449705989e-24	16486.0	1.6035960137105194	0.7185242145824048	25	1.9200073858386342
SERPINB7	SERPINB7	0.000618795986099747	16993.0	2.97835884514989	0.0125772858907786	14562.0	1.1769081346540657	0.9539241278910064	25	1.888463304181834
TFDP3	TFDP3	0.292439908910818	16992.0	2.97556500658727	0.441162301723785	10632.0	0.6203653273542095	0.5942423644713255	20	3.963365488639287
SYNGR4	SYNGR4	4.07347926851145e-05	16991.0	2.9755392698498304	0.11070393877904498	14353.0	0.7713448000066901	0.6062181759250755	24	3.635975556951238
LINC01305	LINC01305	0.00298416660223828	16990.0	2.97540198991839	0.00780230938410896	16667.0	1.4435377074309734	0.8846332795285224	24	1.7316376378060805
RSPO1	RSPO1	1.3290751974857499e-25	16989.0	2.9749165446088797	5.707918495501289e-07	14037.0	1.4397717180316045	1.2096019696115206	25	1.2691322146824107
MOGAT3	MOGAT3	0.00693131294065648	16988.0	2.96907435388704	0.0202646434875602	16062.0	1.5467353527456877	1.261758889748209	25	1.1272668753894717
SPAG11B	SPAG11B	0.19737986697055998	16987.0	2.96881303534488					0	
ACTN2	ACTN2	3.617214468300579e-23	16986.0	2.9681603365215294	4.7392708104491596e-20	17357.0	2.4044168926374243	1.557532965738575	25	0.3619463961822346
DDX4	DDX4	0.0135425253235828	16985.0	2.9680335144402794	0.46897874077112045	13104.0	1.0332696592367472	0.9655503175397225	22	2.0037939194442203
ADGRG4	ADGRG4	1.58963241054026e-09	16984.0	2.96536823973096	4.4122567304684106e-08	17285.0	2.1254874995033552	1.4863635287916694	25	0.5650574196410626
ZBED2	ZBED2	9.28132801602274e-12	16983.0	2.9627095808325397	4.19638666303286e-05	15000.0	1.1502750239019928	1.2621095998585106	25	1.436035790500073
RAMP2	RAMP2	2.81271985069271e-46	16982.0	2.9619640940558303	1.7709466881152898e-25	16797.0	1.967898665029779	1.294036839078992	25	0.7681894355755435
MIR646HG	MIR646HG	3.2726394383796894e-07	16981.0	2.96114883363148	0.135932795051476	9743.0	0.5161554971687516	0.42407302196533525	25	5.7655007742100315
GPR17	GPR17	6.63260128811366e-24	16980.0	2.9590337205787702	1.34101478169056e-23	17523.0	2.317417982324457	1.3641858593856464	25	0.47032868273774747
ADGRG7	ADGRG7	0.17512143236772898	16979.0	2.95855386967106	0.00618292249768378	16925.0	1.6646523400907063	1.1908389458685107	25	1.086546198433808
SIX6	SIX6	0.0088266214124836	16978.0	2.9558429483599706	2.588790784828185e-06	17561.0	2.6607923345988467	1.1025360264609634	18	0.26761085958180303
RHPN1.AS1	RHPN1.AS1	2.92050341391114e-10	16977.0	2.95556298353132	4.97053078271251e-06	15321.0	1.0131495347970223	0.5760083959857889	25	3.372196416356091
ABCC12	ABCC12	1.11442063506301e-06	16976.0	2.95227921739084	0.00810746957753209	14805.0	0.9857286660656103	0.738060040401623	24	2.664485873337772
PPBP	PPBP	2.94029082472782e-05	16975.0	2.9521832719591803	2.7330557345947e-11	17572.0	2.922969556045783	1.7732453378902016	25	0.016474717451199234
FCRL4	FCRL4	0.000599754412914719	16974.0	2.95076262288124	0.0198915540717038	16680.0	1.5087675527009043	1.0177117027119862	25	1.416899369770166
PRB3	PRB3	1.14103072597972e-06	16973.0	2.94865218310142	0.008230420597010209	16732.0	1.500497068355613	0.6108935203740044	24	2.3705524227187906
FABP2	FABP2	0.22126535380183399	16972.0	2.94730066406768	0.0150851624070303	16585.0	1.8757005678555865	1.3479078384629095	25	0.7950099150948599
CDH5	CDH5	2.1339401142039596e-50	16971.0	2.94509885512981	5.54967981430855e-16	17288.0	2.1999463028884447	1.1496735032403194	25	0.6481427554355003
RHOV	RHOV	3.8116300256253e-09	16970.0	2.94455803882223	1.3909668694654501e-08	16441.0	1.5133868341610672	0.9583846417464615	25	1.493316088677239
GJB6	GJB6	0.00014337234489501398	16969.0	2.94102913385637	0.000714662644665802	14810.0	1.2267008861010673	0.9172520106137795	25	1.868982818155023
UCN3	UCN3	0.000149366659115218	16968.0	2.93585875118461	0.13421086067632998	13933.0	0.9803561696970814	1.0128114310723901	25	1.9307666970316417
HCAR1	HCAR1	8.56258355589555e-10	16967.0	2.9343363039771497	1.7573935291292e-17	17203.0	1.8881491687398222	0.7456761071898345	25	1.4030047699664177
HMX2	HMX2	0.21490920341571598	16966.0	2.93347040617943	0.000899471857201108	16738.0	1.6694392558601032	1.3168410952553502	21	0.959896493869837
DIO1	DIO1	5.766983101598279e-10	16965.0	2.93199638833883	0.0526349862372244	11341.0	0.586760716855862	0.5440050092225964	25	4.311055287587145
KCNQ3	KCNQ3	1.7147052348479503e-09	16964.0	2.93147416668539	0.0128572425424996	11458.0	0.5795648151121089	0.41528316539794075	25	5.663387171785759
ACMSD	ACMSD	4.5627966403990706e-07	16963.0	2.93090374426269	0.07265747110905299	12772.0	0.5738402604850115	0.43366560672202437	25	5.435209634432768
SPOCK2	SPOCK2	4.387309019656379e-29	16962.0	2.93074795150856	4.91306266881401e-18	17289.0	2.018506890109364	1.1858853073658036	25	0.7692489785758028
SSTR4	SSTR4	0.000287100091027609	16961.0	2.9287074640308703	0.24426996999168202	16342.0	1.3228499430608458	0.7127111005679962	17	2.2531675452932243
IFNE	IFNE	0.017054246463744	16960.0	2.92754163063326	5.09593713445446e-05	16136.0	1.6685518809682744	1.502793143746044	25	0.8377664982731259
MESP1	MESP1	1.64545428661411e-13	16959.0	2.92435576698277	0.0132101413721091	11999.0	0.7394041085320182	0.46390882299479036	25	4.709873040020384
CLPS	CLPS	0.136426406411673	16958.0	2.9187449691901297	0.0659981780416985	16438.0	1.7326647310361885	1.3535825158033963	23	0.8762526290833206
CIT	CIT	5.10451670128437e-09	16957.0	2.9179156050540502	0.00037348298705388	11133.0	0.45430230594008486	0.3632826477627592	25	6.781533096298124
SCN4B	SCN4B	1.5386390240232698e-58	16956.0	2.9138788574064907	7.979603732386541e-19	17081.0	1.755663282645349	1.0308664405655599	25	1.1235360170670747
CD24	CD24	1.0182233021040801e-09	16955.0	2.91382182600327	1.56132289644099e-14	16410.0	1.6148688917775385	0.7432355471685281	25	1.7477002266297619
AFP	AFP	0.306517209982214	16954.0	2.91326955572613	8.252776272546711e-06	17126.0	2.072500295637864	1.6770452272841274	25	0.5013396457111896
KIR3DX1	KIR3DX1	3.2851804360237704e-09	16953.0	2.9131520567856	2.69181584384264e-05	16778.0	1.9217000009947094	1.111426613678563	25	0.8920535495451339
DACH1	DACH1	3.0642655756332e-23	16952.0	2.91083067627751	2.76311871160551e-09	13232.0	0.9560051433908641	0.9608603947487138	25	2.034453229178913
PSCA	PSCA	0.00010989872953311	16951.0	2.90813481199986	0.008347861421406809	14947.0	1.407981018546071	1.099777042766113	25	1.3640526535093558
BPIFA1	BPIFA1	0.00651137350775993	16950.0	2.90462213165909	0.163355312250705	12970.0	0.6662661678578656	0.4389144850321178	24	5.099754143765457
SYN2	SYN2	1.0892520011875599e-11	16949.0	2.90329391451464	0.00034916987125718703	11379.0	0.6082972918133709	0.49462826086288186	25	4.6398412793835
THEG	THEG	0.0006159663548604599	16948.0	2.8967342761996	0.271820601828485	13566.0	0.8320196117756905	0.701409345425196	21	2.9436657465296174
TAL1	TAL1	5.587014436277261e-41	16947.0	2.89421797641325	2.01397487118907e-15	17555.0	2.6347821209337625	1.2478128183600268	25	0.20791247826774087
DEFB126	DEFB126	0.0938957819279717	16946.0	2.88888967122803	0.397570325006776	15704.0	1.0767981279130616	0.6331189305149202	8	2.8621661049388956
USH1G	USH1G	0.0033634510543545	16945.0	2.88790418254295	0.02899086888328025	13689.0	1.0002111436911805	0.8286917617847003	24	2.277919397661642
TFAP2A.AS1	TFAP2A.AS1	4.50942669188594e-21	16944.0	2.88598020114995	7.03945861864415e-07	14086.0	1.1875446240314242	0.9515709527040559	25	1.7848753918897198
BTNL3	BTNL3	1.34514844871096e-05	16943.0	2.8834850778173196	0.0189413917031069	15515.0	1.5754171669510264	1.4277205963929158	25	0.9161932062695455
ABCA4	ABCA4	2.47306979626421e-07	16942.0	2.8812618691725898	7.06088583487812e-05	11868.0	0.6671651040165895	0.5355809885538221	25	4.134009258122685
MMP7	MMP7	1.5716692278219298e-05	16941.0	2.8809707132826503	0.00238227395977393	14943.0	1.180266951234957	0.9499558729922875	25	1.7902976447638648
GNAT1	GNAT1	6.00976962563681e-05	16940.0	2.8807553590288597	0.39269600175390507	12260.0	0.5651306230537252	0.3894294401657706	24	5.946198456360746
CSRNP1	CSRNP1	5.553597242398328e-81	16939.0	2.8806750707978703	5.1079526804396395e-26	15024.0	1.0408742473437227	0.4653398623547339	25	3.9536712246062566
NR4A2	NR4A2	5.67402354487609e-39	16938.0	2.8799286801328097	4.41505004049716e-27	15877.0	1.3149313645704834	0.8516756478059745	25	1.837550855885054
EN1	EN1	0.00020457217746013999	16937.0	2.87915158385025	0.17413613950851498	10675.0	0.8047407511444806	0.7931369293527221	24	2.615451072740609
CCDC85A	CCDC85A	2.0038604714731897e-19	16936.0	2.87766477433709	3.42163822362849e-20	16333.0	1.6183080137687675	1.2112048557514785	25	1.0397553763000467
BAALC	BAALC	5.53388427319704e-32	16935.0	2.87631709216939	0.00307670866871495	12601.0	0.9272923541631154	1.0396819750629234	25	1.874635498887356
HOXD13	HOXD13	0.4155211261295779	16934.0	2.87625522259555	0.0001456674925531017	15706.0	1.348093273834318	1.1938430988290052	24	1.2800358357477186
ART1	ART1	1.9924899022105898e-07	16933.0	2.87401783656116	0.10904687346030326	16796.0	1.5725724883924221	0.925993829897024	20	1.405457904955443
CKM	CKM	1.05578851140305e-05	16932.0	2.87225603738477	0.00043810409126123997	16903.0	1.6481202152419765	1.3610062048760831	24	0.8994344167991862
TBX3	TBX3	1.47473414794059e-29	16931.0	2.8704370696310897	5.41169002243721e-05	12418.0	0.5626273229720351	0.3758270687392667	25	6.14061609346217
HSPA12B	HSPA12B	5.7603903873488795e-31	16930.0	2.86894618744923	8.037872172154459e-25	17179.0	2.0094829227638265	1.0510976314638563	25	0.8176816681514497
ACOD1	ACOD1	0.00172141783895582	16929.0	2.86891818206984	0.1097720157143745	15792.0	1.2674300021030827	0.8627131908802879	25	1.8563390439557839
HBEGF	HBEGF	4.25421837981827e-29	16928.0	2.8680303029623904	5.64976953461946e-21	15056.0	1.054699693588713	0.5342866476255441	25	3.3939283667903934
UMODL1	UMODL1	2.08234262908752e-09	16927.0	2.86644734137439	0.0301199515194676	13562.0	0.9046649485380862	0.7683594475961885	25	2.553209176998783
CCM2L	CCM2L	7.44280041441255e-33	16926.0	2.86522170146869	2.0591189475650198e-21	16633.0	1.6676948999957104	0.9868543393623777	25	1.2134787817285382
ADIRF	ADIRF	1.7210330489063996e-51	16925.0	2.8624585936154103	4.37008496384534e-06	14557.0	1.1319019338996115	1.095423193528259	25	1.579806480216867
PRKCG	PRKCG	7.23945091198627e-08	16924.0	2.8604338762243398	0.0043325323377990605	15051.0	1.373903312831614	1.2383194472908217	25	1.2004419107241973
FAM83B	FAM83B	0.0008177770069575519	16923.0	2.8587173058180695	6.112595032824161e-15	17376.0	2.257374649687225	1.1438706532295553	25	0.5257086143726474
GYG2	GYG2	3.0578212359304295e-14	16922.0	2.8586212590397797	0.0017296956734208	11325.0	0.7304935011679771	0.5868168847420695	25	3.6265619023678974
RGCC	RGCC	1.4648806750033895e-76	16921.0	2.85796706068668	1.64767309556679e-37	17308.0	2.142669797851969	0.9196281941111393	25	0.7778113670450012
TGM4	TGM4	1.3520286461836899e-08	16920.0	2.85794106879887	0.05493360230244475	14970.0	1.2631726759724324	0.9683397701131705	24	1.6469099401339842
WDR87	WDR87	2.48039743970376e-05	16919.0	2.8573199890664704	0.145441599245558	13835.0	1.1261543308406885	0.9767451820677031	25	1.7723820808217574
TERT	TERT	3.2910061389479e-05	16918.0	2.8541419082558597	3.008199919779194e-11	17350.0	2.2811515116132064	1.6599118511909265	24	0.3451932680832138
NMUR1	NMUR1	1.81617093355852e-26	16917.0	2.8534916221729	1.9865926017664603e-17	17467.0	2.4065511853795662	1.6494010143811006	25	0.270971360449319
SSC4D	SSC4D	3.24962735811546e-07	16916.0	2.85309161404831	8.10285258855733e-07	12731.0	0.7699631082086007	0.6720468171848033	25	3.09967766020515
CRLF1	CRLF1	4.00699859732854e-08	16915.0	2.85121937066282	0.0156449789685992	6758.0	0.3354891947397919	0.2572800583277629	25	9.77817788239967
ANGPTL3	ANGPTL3	0.000226929821299932	16914.0	2.85120462091931	0.0008260243205802935	17271.0	1.9992748842012238	1.2886847274890918	24	0.6610846846753659
PLEKHS1	PLEKHS1	7.7840377427061e-08	16913.0	2.8504117813288397	2.6903705567535503e-11	16311.0	1.5756579722836122	0.7921707503921401	25	1.609190705935809
NR4A1	NR4A1	8.455122425966341e-30	16912.0	2.84919378535527	4.276506228296789e-37	17148.0	1.88550904633004	0.742657380475452	25	1.2976168612345511
SCUBE3	SCUBE3	1.45587912389578e-15	16911.0	2.84794770886677	0.0160618404536313	12057.0	0.6557702577020756	0.37818820159760896	25	5.796525227133247
IZUMO1	IZUMO1	2.5447234781466496e-12	16910.0	2.84504661109885	0.000158839248711501	14958.0	1.0343265320834165	0.6117081737319895	25	2.9601044366766507
DRAIC	DRAIC	3.27346518290813e-11	16909.0	2.84459575763887	1.4485132295656698e-05	15937.0	1.3825701430058928	0.8185022912456994	25	1.7862205521842622
CECR7	CECR7	5.6963612763246295e-19	16908.0	2.8431042160010804	0.0024251811892543897	11544.0	0.6463010044535247	0.5017779752574792	25	4.37803833542176
BCL2L15	BCL2L15	7.78410768213138e-18	16907.0	2.8422325558580797	0.0016591328914304401	13347.0	0.9173688330282208	0.8028404567250156	25	2.3975669221776057
LEMD1	LEMD1	1.7966395718516798e-23	16906.0	2.8410190941545297	0.000459157855083578	14258.0	1.1298780138021922	0.9285125509507652	25	1.842884168447898
LINC01687	LINC01687	0.145255557408947	16905.0	2.8408687322487904	0.0289232399949962	16637.0	1.6357813890327262	1.2485621807646698	21	0.9651800781583982
S1PR1	S1PR1	2.71391644371243e-51	16904.0	2.84010870450999	3.6424231475719297e-13	16514.0	1.6239547706065967	1.029581281066478	25	1.1812121648556555
FAM162B	FAM162B	2.0491098850293396e-25	16903.0	2.8383347049062997	1.2505071803744598e-29	17562.0	3.081918570406894	1.7129578751559305	25	-0.14220073303228253
ADAM29	ADAM29	4.37051460343666e-10	16902.0	2.83807132189438	0.00150321303037095	17302.0	1.9416123530883038	1.1304892277302199	25	0.7929832030385406
CCK	CCK	2.12379441091584e-10	16901.0	2.8380241148912595	4.857452401993749e-10	17068.0	2.256566369782463	1.5548630290047254	25	0.37396075040834303
HOXB8	HOXB8	4.51327351599544e-05	16900.0	2.83714683299012	1.51970542126444e-05	14333.0	1.224605137605154	0.9804932059453628	25	1.6446230178925112
KCNK12	KCNK12	1.7168354209206197e-09	16899.0	2.83179260982862	0.0071458878848257	11044.0	0.6168291111126338	0.46446303349473245	25	4.768869294182712
SHOX2	SHOX2	6.05709190190309e-07	16898.0	2.8292592399856096	0.0013989607208922301	11232.0	0.5647351290544387	0.34130288453963864	25	6.6349398540409075
SEMA6A	SEMA6A	1.2089286146307002e-47	16897.0	2.82810865164245	2.2574306454847e-13	14254.0	0.9647853060925183	0.8454097894456671	25	2.2040475149592336
FOXD3	FOXD3	0.0049614794295541	16896.0	2.8274182877575	0.027416207554528	11180.0	1.1507125829988707	1.2312179514891053	25	1.3618268826658395
TNXB	TNXB	2.3833142006776597e-53	16895.0	2.8228803487064	1.8430922421991997e-30	17533.0	2.6156236738617196	1.2862694284961678	25	0.16113006361893623
HIGD1B	HIGD1B	3.68605294038269e-46	16894.0	2.8196592820677298	5.07418584714662e-30	17540.0	2.6945016357651133	1.2310703239042682	25	0.10166571630586162
FER1L4	FER1L4	3.21440392891711e-16	16893.0	2.81787451674488	4.47292429700136e-10	14435.0	1.1216823913376741	1.1043823656311476	25	1.5358739673807114
ECEL1	ECEL1	3.038724871948e-08	16892.0	2.81760933729793	1.77842843419907e-06	14807.0	1.0412381532047699	0.7058129311812968	25	2.516773362483036
TACR3	TACR3	0.000284984090575431	16891.0	2.8166722584372	0.00727537722856141	16047.0	1.6617178503745456	1.112810874106578	25	1.037871245632742
CDO1	CDO1	1.9778693078578894e-33	16890.0	2.8162695683577996	3.70097733682232e-24	17129.0	2.1275694661296853	1.1801029058558439	25	0.5835932602239036
PLAC9	PLAC9	6.333736383983179e-73	16889.0	2.8153595957565294	2.8322844117560494e-26	17360.0	2.2214249505314156	1.2981320550009798	25	0.4575302203939995
AQP2	AQP2	2.2288974292526503e-05	16888.0	2.81273916813706	0.00032272629507176803	17169.0	2.0057100678641637	1.624021360671073	25	0.49693256493831967
PLPP2	PLPP2	4.820324728490501e-16	16887.0	2.81209057316284	7.3670007697473e-11	14159.0	1.2110426437989745	0.8001733079642137	25	2.000876451924174
ATP13A4.AS1	ATP13A4.AS1	0.000179087581772526	16886.0	2.8120155015158796	4.5550446692169176e-08	16893.0	1.7207202412092273	1.0877317944166784	25	1.0032760519718786
APOBEC3A	APOBEC3A	1.10848434270666e-16	16885.0	2.81139430160936	0.0954673537034312	9737.0	0.4347212268502719	0.28898384626309365	25	8.2242419619377
BDNF	BDNF	2.80776797801495e-26	16884.0	2.80514678738271	2.31862144598632e-08	15959.0	1.292664427070906	0.8625650940109899	25	1.7534703998728394
PTPRB	PTPRB	1.46561886195308e-47	16883.0	2.8008592725924997	4.06461420862463e-22	16968.0	1.746522869762128	0.9864249053610944	25	1.0688460896518193
RETN	RETN	6.31709400284864e-07	16882.0	2.80075859268932	5.60490449534197e-20	17560.0	3.24268932901276	1.7242535189044887	25	-0.2563026442910916
TEK	TEK	2.6605480182066402e-48	16881.0	2.79781184475892	3.93547869087505e-24	17255.0	2.1637296048430503	1.2637359666639443	25	0.5017521512739269
TCF21	TCF21	2.3238092503799805e-13	16880.0	2.79731762475151	8.351584552658452e-16	17334.0	2.3929745334809196	1.7440642372073374	25	0.2318395633856011
NDRG4	NDRG4	3.2052497074648606e-13	16879.0	2.79140780006994	1.75344717992539e-19	15791.0	1.330496698259029	0.8865967164369902	25	1.6477740947225097
TGM1	TGM1	3.2816178955161303e-14	16878.0	2.7904909423157003	0.0752540627909932	10951.0	0.4445040960264356	0.31362126204896046	25	7.480318237871975
CLIC6	CLIC6	6.2495643940844805e-16	16877.0	2.78921762384822	1.22434920384874e-05	13642.0	0.8346790828994002	0.6315504727626426	25	3.094825552736779
SLC4A11	SLC4A11	1.33763926745154e-07	16876.0	2.78833602058415	3.3690079852588295e-09	13185.0	0.9508323062925352	0.689293229754968	25	2.6657794317011008
